"","X","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","TREE_ID_IFN3_2.x","TREE_ID_IFN3.x","TREE_ID_IFN2.x","TREE_ID_compare","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_desenrollo.x","v_chapa.x","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_poste.x","v_estaca.x","v_trituracion_IFN2","wsw_IFN2","wthickb_IFN2","wb2_7_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","dbh","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2.y","TREE_ID_IFN3.y","TREE_ID_IFN2.y","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","g_ha","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_ha","v_desenrollo.y","v_chapa.y","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_poste.y","v_estaca.y","v_trituracion_IFN3","wsw_IFN3","wthickb_IFN3","wb2_7_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"11",11,"40_1022_19","IFN2","40_1022",NA,NA,19,NA,16.9,28.91,13.35,656.59,5.35,90.83,46.19,0.42,4.74,7.7,9.27,380.96,361.86,19.1,0,0,0,0,269.56,235.57,42.93,358.37,171.93,0,29.12,43.59,108.68,353.32,"Nodo 3 - Pies inventariados",1.51,1.35,27.4,"40_1022_29","IFN3","40_1022",29,29,19,14.15,30.89,14.5,749.47,8.22,1.06,97.05,46.94,0.42,4.96,8.4,10.04,469.09,448.47,20.62,6.64,0,0,0,160.41,305.47,265,41.4,441.83,213.08,0,32.42,45.85,124.05,415.41,"Nodo 1 - Pies inventariados",3.49,2.5
"12",12,"40_1022_2","IFN2","40_1022",NA,NA,2,NA,16.89,26.47,12.86,550.47,7.39,83.17,48.57,0.42,4.37,7.45,8.96,311.17,292.07,19.09,0,0,0,0,183.42,207.86,46.82,291.1,138.78,0,23.66,37.52,91.11,291.07,"Nodo 3 - Pies inventariados",1.47,1.36,25,"40_1022_2","IFN3","40_1022",2,2,2,14.15,31.61,14.42,784.73,6.05,1.11,99.3,45.61,0.43,5.11,8.26,9.91,486.49,466.88,19.61,6.88,0,0,0,167.08,315.72,274.44,28.25,461.99,221.83,0,34.71,48.55,129.89,434.98,"Nodo 1 - Pies inventariados",6.61,2.92
"13",13,"40_1022_20","IFN2","40_1022",NA,NA,20,NA,146.88,10.48,10.39,86.18,34.7,32.91,99.15,0.36,1.74,6.6,7.76,44.97,36.94,8.03,0,0,0,0,0,0,34.05,38.93,17.55,0,2.26,6.25,14.27,40.32,"Nodo 3 - Pies inventariados",1.03,1.39,9.45,"40_1022_30","IFN3","40_1022",30,30,20,127.32,10.44,9,85.56,31.85,1.09,32.79,86.23,0.39,1.8,5.5,6.55,38.46,31.78,6.68,4.9,0,0,0,0,0,0,31.21,32.93,15.1,0,2.54,7.31,14.16,39.11,"Nodo 1 - Pies inventariados",0.99,0
"14",14,"40_1022_21","IFN2","40_1022",NA,NA,21,NA,16.92,34.2,13.36,918.8,0,107.45,39.06,0.44,5.66,7.52,9.12,519.64,506.53,13.11,0,0,0,189.07,231.7,260.52,25.06,488.97,240.67,0,46.15,63.05,152.08,501.95,"Nodo 3 - Pies inventariados",1.6,1.36,32.6,"40_1022_31","IFN3","40_1022",31,31,21,14.15,39.54,14.92,1227.72,0,1.74,124.21,37.73,0.44,6.39,8.34,10.07,761.98,755.76,6.22,10.78,0,0,0,436.13,220.33,244.77,21.61,725.25,359.09,1.5,62.18,76.36,203.21,702.35,"Nodo 1 - Pies inventariados",6.94,2.92
"15",15,"40_1022_22","IFN2","40_1022",NA,NA,22,NA,37.94,23.75,11.83,443.15,15.02,74.62,49.81,0.41,3.95,7.03,8.41,233.55,216.39,17.16,0,0,0,0,156.07,0,50.51,217.99,102.82,0,18.94,32.53,73.35,227.64,"Nodo 3 - Pies inventariados",1.4,1.33,22.35,"40_1022_32","IFN3","40_1022",32,32,22,14.15,26.3,13,543.12,18.18,0.77,82.61,49.44,0.4,4.28,7.78,9.23,310.9,291.37,19.52,4.4,0,0,0,0,183.84,208.35,47.81,289.98,138.44,0,23,36.5,89.9,287.84,"Nodo 1 - Pies inventariados",3.95,2.5
"16",16,"40_1022_23","IFN2","40_1022",NA,NA,23,NA,34.94,21.89,11.81,376.26,21.44,68.76,53.98,0.39,3.61,7.21,8.55,200.49,183.44,17.04,0,0,0,0,133.93,0,65.32,186.9,87.16,0,15.16,27.22,62.28,191.82,"Nodo 3 - Pies inventariados",1.34,1.31,20.55,"40_1022_33","IFN3","40_1022",33,33,23,14.15,24.21,12.58,460.42,20.38,0.65,76.06,51.97,0.4,3.96,7.58,8.98,258,239.09,18.91,3.65,0,0,0,0,165.5,187.05,50.89,242.68,113.6,0,18.88,31.6,76.21,240.29,"Nodo 1 - Pies inventariados",3.66,2.08
"17",17,"40_1022_24","IFN2","40_1022",NA,NA,24,NA,16.88,24.89,11.85,486.62,11.01,78.2,47.59,0.42,4.17,6.92,8.32,254.93,237.9,17.03,0,0,0,0,168.42,189.27,48.32,238.16,113.03,0,21.51,36,80.55,251.1,"Nodo 3 - Pies inventariados",1.44,1.35,23.45,"40_1022_34","IFN3","40_1022",34,34,24,14.15,28.45,13.42,635.64,12.23,0.9,89.37,47.16,0.42,4.64,7.85,9.37,371.52,351.94,19.58,5.26,0,0,0,0,264.23,230.9,44.15,350.89,167.22,0,27.74,41.84,105.21,342.01,"Nodo 1 - Pies inventariados",5,2.92
"18",18,"40_1022_25","IFN2","40_1022",NA,NA,25,NA,34.8,17.52,11.32,240.96,29.03,55.03,64.61,0.37,2.88,7.09,8.35,127.03,112.53,14.5,0,0,0,0,0,0,91.12,117.04,53.47,0,8.55,17.52,39.88,119.43,"Nodo 3 - Pies inventariados",1.22,1.32,16.3,"40_1022_35","IFN3","40_1022",35,35,25,31.83,20.3,12.92,323.74,24.44,1.03,63.78,63.62,0.39,3.28,7.93,9.33,191.57,172.57,19,6.1,0,0,0,0,71.34,0,83.99,179.87,81.99,0,11.38,20.82,53.59,167.78,"Nodo 1 - Pies inventariados",4,2.92
"19",19,"40_1022_26","IFN2","40_1022",NA,NA,26,NA,16.9,26.54,11.86,553.09,6.46,83.37,44.7,0.43,4.48,6.79,8.22,287.29,270.74,16.55,0,0,0,0,179.23,202.13,44.53,268.66,128.64,0,25.61,41.38,91.55,287.18,"Nodo 3 - Pies inventariados",1.49,1.36,25.05,"40_1022_36","IFN3","40_1022",36,36,26,14.15,27.92,13.83,612.21,14,0.87,87.71,49.55,0.41,4.5,8.18,9.73,370.52,349.5,21.03,5.24,0,0,0,0,261.59,228,45.92,350.28,166.06,0,25.63,38.76,101.33,331.78,"Nodo 1 - Pies inventariados",2.87,3.33
"20",20,"40_1022_27","IFN2","40_1022",NA,NA,27,NA,34.6,13.59,12.34,145.12,34.2,42.7,90.79,0.36,2.17,7.95,9.26,87.1,73.91,13.19,0,0,0,0,0,0,76.6,78.67,35.12,0,3.95,9.08,24.02,72.16,"Nodo 3 - Pies inventariados",1.09,1.34,12.5,"40_1022_38","IFN3","40_1022",38,38,27,31.83,16.01,13.5,201.44,30.59,0.64,50.31,84.3,0.37,2.53,8.52,9.94,129.47,112.22,17.25,4.12,0,0,0,0,0,0,98.79,121.3,53.32,0,5.71,11.74,33.34,104.11,"Nodo 1 - Pies inventariados",3.51,2.5
"21",21,"40_1022_28","IFN2","40_1022",NA,NA,28,NA,34.84,18.64,11.81,273.03,27.23,58.57,63.36,0.38,3.04,7.38,8.69,149.12,133.11,16.01,0,0,0,0,59.31,0,87.53,139.01,63.25,0,9.76,19.13,45.19,137.33,"Nodo 3 - Pies inventariados",1.24,1.31,17.4,"40_1022_39","IFN3","40_1022",39,39,28,31.83,21.05,13,347.87,22.25,1.11,66.12,61.77,0.39,3.4,7.91,9.34,206.09,186.63,19.46,6.56,0,0,0,0,129.62,0,72.16,192.22,88.67,0,12.49,22.36,57.58,181.1,"Nodo 1 - Pies inventariados",3.65,2.5
"22",22,"40_1022_29","IFN2","40_1022",NA,NA,29,NA,34.86,19.27,11.31,291.54,26.22,60.53,58.72,0.38,3.18,7.01,8.29,151.4,136.1,15.3,0,0,0,0,62.08,0,72.9,139.46,64.67,0,11.11,21.62,48.26,145.65,"Nodo 3 - Pies inventariados",1.27,1.31,18,"40_1022_40","IFN3","40_1022",40,40,29,31.83,20.8,12.92,339.85,23.36,1.08,65.35,62.09,0.39,3.36,7.89,9.31,200.35,181.16,19.19,6.38,0,0,0,0,126.41,0,72.64,188.11,86.07,0,12.17,21.96,56.25,176.45,"Nodo 1 - Pies inventariados",2.8,2.92
"23",23,"40_1022_3","IFN2","40_1022",NA,NA,3,NA,34.73,16.48,10.81,213.25,32.2,51.77,65.62,0.37,2.72,6.83,8.04,108.22,95.16,13.06,0,0,0,0,0,0,81.13,100.36,45.21,0,7.53,16.15,35.3,104.19,"Nodo 3 - Pies inventariados",1.18,1.31,15.3,"40_1022_3","IFN3","40_1022",3,3,3,31.83,17.54,12.42,241.54,29.09,0.77,55.09,70.8,0.38,2.84,7.74,9.07,140.28,123.77,16.51,4.47,0,0,0,0,0,0,104.11,129.93,58.81,0,7.89,15.79,39.98,122.47,"Nodo 1 - Pies inventariados",2.24,2.92
"24",24,"40_1022_30","IFN2","40_1022",NA,NA,30,NA,34.74,16.63,11.32,217.26,31.44,52.25,68.03,0.37,2.72,7.16,8.41,115.44,101.45,13.99,0,0,0,0,0,0,84.89,106.36,48.2,0,7.42,15.64,35.96,107.23,"Nodo 3 - Pies inventariados",1.18,1.32,15.45,"40_1022_42","IFN3","40_1022",42,42,30,31.83,18.62,12.08,272.23,27.45,0.87,58.49,64.9,0.38,3.04,7.46,8.78,152.26,135.75,16.51,4.85,0,0,0,0,59.49,0,89.1,141.35,64.5,0,9.53,18.58,45.06,137.67,"Nodo 1 - Pies inventariados",3.17,2.08
"25",25,"40_1022_31","IFN2","40_1022",NA,NA,31,NA,37.91,23.32,12.32,427.3,18.35,73.28,52.81,0.39,3.82,7.45,8.86,235.54,217.23,18.31,0,0,0,0,153.02,173.06,52.24,219.35,103.21,0,17.38,29.83,70.73,221.15,"Nodo 3 - Pies inventariados",1.37,1.32,21.95,"40_1022_46","IFN3","40_1022",46,46,31,14.15,26.97,13.92,571.21,17.37,0.81,84.72,51.6,0.4,4.32,8.35,9.89,349.75,328.05,21.69,4.95,0,0,0,0,252.3,219.85,48.07,328.1,155.87,0,23.18,35.66,94.55,309.26,"Nodo 1 - Pies inventariados",5.02,2.92
"26",26,"40_1022_32","IFN2","40_1022",NA,NA,32,NA,16.89,25.8,13.85,522.73,9.25,81.05,53.69,0.41,4.16,8.16,9.75,320.69,298.81,21.88,0,0,0,0,240.14,209.24,50.47,303.49,141.98,0,20.62,32.53,86.52,281.64,"Nodo 3 - Pies inventariados",1.45,1.35,24.35,"40_1022_47","IFN3","40_1022",47,47,32,14.15,29.79,14.17,697.21,10.29,0.99,93.6,47.55,0.42,4.8,8.26,9.86,428.28,407.61,20.67,6.06,0,0,0,0,288.93,251.19,42.63,402.32,193.67,0,29.99,43.5,115.4,382.56,"Nodo 1 - Pies inventariados",5.44,1.67
"27",27,"40_1022_33","IFN2","40_1022",NA,NA,33,NA,34.78,17.03,13.82,227.9,29.87,53.52,81.12,0.36,2.66,8.85,10.3,148.69,129.97,18.72,0,0,0,0,0,0,108.76,138.17,61.75,0,6.62,13.09,37.72,119.19,"Nodo 3 - Pies inventariados",1.18,1.32,15.85,"40_1022_49","IFN3","40_1022",49,49,33,31.83,20.3,13.33,323.52,25.47,1.03,63.76,65.69,0.38,3.24,8.24,9.68,197.9,178.02,19.89,6.3,0,0,0,0,72,0,85.79,185.95,84.58,0,11.05,20.05,53.55,169.24,"Nodo 1 - Pies inventariados",4.45,0.83
"28",28,"40_1022_34","IFN2","40_1022",NA,NA,34,NA,34.76,16.91,9.31,224.59,30.66,53.12,55.08,0.38,2.89,5.76,6.86,97.12,86.32,10.8,0,0,0,0,0,0,67.44,87.16,41.01,0,9.25,20.3,37.17,107.74,"Nodo 3 - Pies inventariados",1.21,1.31,15.7,"40_1022_50","IFN3","40_1022",50,888,34,31.83,15.7,12.31,193.59,31.23,0.62,49.32,78.43,0.37,2.54,7.73,9.05,113.38,98.38,15,3.61,0,0,0,0,0,0,90.64,105.55,46.74,0,5.87,12.5,32.04,97.16,"Nodo 1 - Pies inventariados",0,4.31
"29",29,"40_1022_35","IFN2","40_1022",NA,NA,35,NA,16.89,26.46,13.85,549.99,8.32,83.13,52.35,0.41,4.28,8.12,9.72,336.11,314.41,21.7,0,0,0,0,247.32,215.45,48.98,318.11,149.39,0,22.1,34.39,91.03,296.92,"Nodo 3 - Pies inventariados",1.46,1.35,25,"40_1022_53","IFN3","40_1022",53,52,35,14.15,30.14,13.75,713.65,9.28,1.01,94.7,45.61,0.42,4.9,7.96,9.53,424.15,404.95,19.2,6,0,0,0,0,287.37,251.25,28.83,399,192.4,0,31.8,46.19,118.12,388.52,"Nodo 1 - Pies inventariados",5.14,1.25
"30",30,"40_1022_4","IFN2","40_1022",NA,NA,4,NA,34.9,20.46,10.81,328.64,24.02,64.26,52.86,0.39,3.42,6.61,7.86,161.29,146.64,14.66,0,0,0,0,68.55,0,67.11,149.57,69.67,0,13.63,25.98,54.4,163.68,"Nodo 3 - Pies inventariados",1.31,1.31,19.15,"40_1022_6","IFN3","40_1022",6,6,4,14.15,23.44,13.25,431.7,21.04,0.61,73.65,56.52,0.39,3.78,8.04,9.49,256.59,236.05,20.53,3.63,0,0,0,0,159.11,180.37,64.31,239.96,112.16,0,16.51,27.74,71.46,227.86,"Nodo 1 - Pies inventariados",4.29,3.75
"31",31,"40_1022_5","IFN2","40_1022",NA,NA,5,NA,37.92,23.54,12.33,435.12,16.7,73.95,52.37,0.4,3.87,7.41,8.82,239.65,221.33,18.32,0,0,0,0,155.71,175.87,51.5,223.27,105.16,0,17.81,30.41,72.02,225.4,"Nodo 3 - Pies inventariados",1.39,1.33,22.15,"40_1022_7","IFN3","40_1022",7,7,5,14.15,27.3,13.92,585.53,15.72,0.83,85.78,50.97,0.4,4.38,8.29,9.84,357.83,336.28,21.55,5.06,0,0,0,0,256.04,223.12,47.76,335.68,159.78,0,23.98,36.65,96.92,317.32,"Nodo 1 - Pies inventariados",5.15,2.92
"32",32,"40_1022_6","IFN2","40_1022",NA,NA,6,NA,16.88,24.88,12.34,486.31,11.83,78.17,49.6,0.41,4.12,7.26,8.71,265.93,247.7,18.23,0,0,0,0,169,190.98,49.42,251.65,117.69,0,20.71,34.32,80.49,253.21,"Nodo 3 - Pies inventariados",1.43,1.34,23.45,"40_1022_8","IFN3","40_1022",8,8,6,14.15,29.19,14.33,669.3,11.28,0.95,91.71,49.1,0.41,4.68,8.4,10.01,417.51,395.9,21.61,5.91,0,0,0,0,282.18,244.86,44.57,394.49,188.1,0,28.06,41.03,110.78,367.98,"Nodo 1 - Pies inventariados",5.74,3.33
"33",33,"40_1022_7","IFN2","40_1022",NA,NA,7,NA,16.88,25.7,12.35,518.91,10.14,80.75,48.03,0.42,4.27,7.21,8.66,282.43,264.38,18.05,0,0,0,0,175.73,198.44,47.67,264.42,125.62,0,22.63,36.84,85.89,270.98,"Nodo 3 - Pies inventariados",1.45,1.35,24.25,"40_1022_9","IFN3","40_1022",9,9,7,14.15,30.94,13.92,751.99,7.16,1.06,97.21,44.98,0.43,5.04,7.99,9.58,450.78,431.88,18.91,6.38,0,0,0,158.77,300.22,262.17,28.36,422.88,205.2,0,33.8,48.25,124.47,411.72,"Nodo 1 - Pies inventariados",6.69,2.92
"34",34,"40_1022_8","IFN2","40_1022",NA,NA,8,NA,34.69,15.35,10.32,185.15,32.94,48.24,67.23,0.37,2.56,6.51,7.67,90.49,78.87,11.62,0,0,0,0,0,0,72.23,82.04,37.47,0,6.47,14.58,30.65,89.18,"Nodo 3 - Pies inventariados",1.15,1.32,14.2,"40_1022_10","IFN3","40_1022",10,10,8,31.83,17.58,12.33,242.67,28.31,0.77,55.22,70.16,0.38,2.85,7.66,8.99,139.9,123.51,16.39,4.45,0,0,0,0,0,0,103.89,130.39,58.69,0,7.99,15.99,40.17,122.84,"Nodo 1 - Pies inventariados",3.38,3.33
"35",35,"40_1022_9","IFN2","40_1022",NA,NA,9,NA,34.88,19.62,12.32,302.4,25.16,61.65,62.76,0.38,3.18,7.66,9.02,171.14,153.69,17.45,0,0,0,0,66.17,0,84.69,159.34,73.02,0,10.82,20.41,50.05,154.3,"Nodo 3 - Pies inventariados",1.27,1.32,18.35,"40_1022_13","IFN3","40_1022",13,13,9,14.15,23.36,13.5,428.47,21.65,0.61,73.38,57.8,0.39,3.74,8.22,9.7,259.84,238.71,21.13,3.68,0,0,0,0,159.48,180.68,66,243.43,113.42,0,16.06,26.92,70.92,227.33,"Nodo 1 - Pies inventariados",5.01,2.5
"36",36,"40_1033_1","IFN2","40_1033",NA,NA,1,NA,34.38,22.23,10,388.21,6.47,69.85,44.99,0.46,3.94,5.43,6.66,173.42,160.25,13.16,0,0,0,0,77.8,0,49.43,158.18,76.14,0,18.37,34.13,64.26,192.9,"Nodo 3 - Pies inventariados",1.23,1,21,"40_1033_1","IFN3","40_1033",1,1,1,14.15,26.9,12.33,568.25,1.98,0.8,84.5,45.85,0.49,4.67,6.34,7.81,306.8,289.23,17.58,4.34,0,0,0,0,185.26,209.61,45.52,290.15,137.42,0,25.66,40.76,94.06,297.9,"Nodo 1 - Pies inventariados",5.9,3.33
"37",37,"40_1033_10","IFN2","40_1033",NA,NA,10,NA,34.37,21.83,8.5,374.4,7.8,68.59,38.92,0.46,3.98,4.56,5.65,141.44,131.3,10.14,0,0,0,0,71.4,0,46.59,128.99,62.38,0,20.24,39.58,61.97,184.18,"Nodo 3 - Pies inventariados",1.23,1,20.6,"40_1033_13","IFN3","40_1033",13,13,10,14.15,25.5,11.25,510.84,2.79,0.72,80.12,44.11,0.49,4.52,5.76,7.11,252.61,237.17,15.44,3.57,0,0,0,0,168.16,188.51,46.16,235.83,112.69,0,24.08,40.31,84.56,261.64,"Nodo 1 - Pies inventariados",4.9,3.75
"38",38,"40_1033_11","IFN2","40_1033",NA,NA,11,NA,34.32,19.36,8.98,294.48,14.87,60.83,46.39,0.44,3.46,5.02,6.12,120.08,109.15,10.92,0,0,0,0,58.28,0,63.93,108.75,51.86,0,13.86,28.52,48.74,142.98,"Nodo 3 - Pies inventariados",1.16,0.98,18.2,"40_1033_14","IFN3","40_1033",14,14,11,31.83,21.79,11.33,373.03,9.19,1.19,68.47,52,0.47,3.81,6,7.33,190.45,174.47,15.98,6.06,0,0,0,0,78.1,0,63.74,175.65,82.9,0,15.55,28.29,61.74,188.47,"Nodo 1 - Pies inventariados",3.59,3.33
