"","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_trituracion_IFN2","wsw_IFN2","wb2_t_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","dbh","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2","TREE_ID_IFN3","TREE_ID_IFN2","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","g_ha","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_ha","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_trituracion_IFN3","wsw_IFN3","wb2_t_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"328","19_241_9","IFN2","19_241",31.83,21.56,9.97,365.11,1.24,67.74,46.23,0.48,3.33,5.19,6.47,169.43,112.54,56.89,0,0,78.57,155.94,76.19,5.89,16.02,24.38,122.47,"Nodo 3 - Pies inventariados",6.31,2.97,15.25,"19_241_25","IFN3","19_241",25,25,9,31.83,22.05,9.5,381.86,0,1.22,69.27,43.08,0.47,3.41,5,6.17,168.82,112.18,56.64,5.37,0,0,81.27,156.38,77.55,6.32,16.88,25.96,126.71,"Nodo 1 - Pies inventariados",6.8,2.5
"329","19_242_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_242_5","IFN3","19_242",5,5,0,14.15,23.15,8.5,420.91,1.56,0.6,72.73,36.72,0.58,3.73,3.59,5.14,166.36,110.64,55.72,2.35,0,0,86.78,152.11,80.25,7.36,18.9,29.76,136.26,"Nodo 1 - Pies inventariados",NA,NA
"330","19_242_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_242_6","IFN3","19_242",6,6,0,14.15,27,10.5,572.56,0,0.81,84.82,38.89,0.57,4.3,4.53,6.51,275.12,185.91,89.22,3.89,0,0,190.09,256.92,126.61,11.94,27,45.81,211.35,"Nodo 1 - Pies inventariados",NA,NA
"331","19_242_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_242_1","IFN3","19_242",1,1,0,31.83,19.95,8,312.59,3.85,1,62.67,40.1,0.58,3.22,3.4,4.83,117.68,77.33,40.35,3.75,0,0,63.98,104.74,56.43,4.61,13.38,19.61,94.03,"Nodo 1 - Pies inventariados",NA,NA
"332","19_242_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_242_3","IFN3","19_242",3,3,0,14.15,23.05,9.5,417.28,2.16,0.59,72.41,41.21,0.57,3.69,4.09,5.84,183.9,122.59,61.31,2.6,0,0,88.53,170.35,85.18,7.26,18.71,29.4,140.54,"Nodo 1 - Pies inventariados",NA,NA
"333","19_242_1","IFN2","19_242",31.83,20.21,9.35,320.69,1.68,63.48,46.26,0.62,3.29,3.58,5.67,140.43,92.71,47.72,0,0,68.35,129.5,63.84,4.8,13.78,20.32,102.75,"Nodo 3 - Pies inventariados",7.11,3.85,13.1,"19_242_2","IFN3","19_242",2,2,1,31.83,21,8.5,346.36,2.75,1.1,65.97,40.48,0.57,3.38,3.62,5.16,137.84,91.04,46.8,4.39,0,0,71.9,126.04,65.3,5.42,15.07,22.64,108.43,"Nodo 1 - Pies inventariados",7.9,3
"334","19_242_2","IFN2","19_242",31.83,25.91,10.71,527.2,0,81.39,41.34,0.61,4.18,4.14,6.6,259.06,174.63,84.44,0,0,182.43,241.2,117.47,10.48,24.53,40.8,193.29,"Nodo 3 - Pies inventariados",7.41,3.71,18.5,"19_242_4","IFN3","19_242",4,4,2,14.15,26.05,8.5,532.97,0.81,0.75,81.84,32.63,0.58,4.2,3.57,5.12,208.89,140.09,68.8,2.96,0,0,105.91,191.01,103.01,10.67,24.85,41.43,179.95,"Nodo 1 - Pies inventariados",7.55,1.5
"335","19_248_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_248_1","IFN3","19_248",1,1,0,14.15,29.45,10.5,681.18,1.48,0.96,92.52,35.65,0.54,4.64,4.83,6.6,325.31,221.18,104.13,4.6,0,0,213.21,303.78,152.14,15.68,33.03,58.44,259.29,"Nodo 1 - Pies inventariados",NA,NA
"336","19_248_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_248_2","IFN3","19_248",2,2,0,14.15,26.7,11.5,559.9,2.44,0.79,83.88,43.07,0.53,4.17,5.4,7.36,294.27,199.11,95.15,4.16,0,0,193.56,274.47,130.81,11.52,26.31,44.39,213.03,"Nodo 1 - Pies inventariados",NA,NA
"337","19_248_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_248_6","IFN3","19_248",6,6,0,14.15,26.55,11.5,553.63,3.24,0.78,83.41,43.31,0.53,4.15,5.43,7.38,291.09,196.88,94.2,4.12,0,0,193.23,271.51,129.26,11.32,25.97,43.7,210.24,"Nodo 1 - Pies inventariados",NA,NA
"338","19_248_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_248_8","IFN3","19_248",8,8,0,14.15,23.75,3.5,443.01,5.47,0.63,74.61,14.74,0.58,3.91,1.47,1.99,73.49,47.95,25.54,1.04,0,0,0,54.95,48.96,7.98,20.05,31.97,108.95,"Nodo 1 - Pies inventariados",NA,NA
"339","19_248_1","IFN2","19_248",31.83,23.01,11.16,415.69,2.4,72.28,48.53,0.56,3.64,4.95,7.05,214.51,143.52,70.99,0,0,152.22,198.22,93.74,7.22,18.62,29.24,148.82,"Nodo 3 - Pies inventariados",6.81,3.66,16.2,"19_248_3","IFN3","19_248",3,3,1,14.15,24.75,10.5,481.11,4.78,0.68,77.75,42.42,0.53,3.89,4.92,6.68,232.61,156.21,76.4,3.29,0,0,169.46,217.22,105.33,9.08,22.06,35.89,172.36,"Nodo 1 - Pies inventariados",8.55,3
"340","19_248_2","IFN2","19_248",31.83,23.13,10.48,420.04,1.06,72.65,45.32,0.57,3.68,4.56,6.52,203.71,136.14,67.57,0,0,150.1,189.96,91.14,7.34,18.85,29.67,147,"Nodo 3 - Pies inventariados",6.83,3.48,16.3,"19_248_4","IFN3","19_248",4,4,2,14.15,26.25,10,541.19,4.02,0.77,82.47,38.1,0.54,4.14,4.63,6.29,248.45,167.35,81.09,3.51,0,0,179,227.18,115.75,10.92,25.29,42.33,194.29,"Nodo 1 - Pies inventariados",9.95,3
"341","19_248_3","IFN2","19_248",31.83,21.58,11.37,365.63,3.73,67.78,52.69,0.55,3.4,5.09,7.24,192.91,128.54,64.37,0,0,80.96,176.99,82.76,5.9,16.05,24.43,129.13,"Nodo 3 - Pies inventariados",6.73,3.87,14.85,"19_248_5","IFN3","19_248",5,5,3,14.15,23.55,11,435.58,6.09,0.62,73.98,46.71,0.52,3.68,5.23,7.08,221.16,148.17,73,3.13,0,0,158.68,204.14,97.59,7.77,19.66,31.22,156.24,"Nodo 1 - Pies inventariados",8.7,3.5
"342","19_248_4","IFN2","19_248",14.15,30.96,14.13,752.7,0,97.26,45.66,0.54,4.8,6.45,9.25,478.81,329,149.81,0,169.54,292.09,453.14,203.19,18.34,37.08,67.22,325.83,"Nodo 3 - Pies inventariados",7.11,3.63,23.85,"19_248_7","IFN3","19_248",7,7,4,14.15,36.5,13.5,1046.35,0,1.48,114.67,36.99,0.52,5.64,6.44,8.83,629.02,436.82,192.21,8.9,0,397.37,206.7,597.79,279.8,30.77,54.34,106.67,471.57,"Nodo 1 - Pies inventariados",12.65,3
"343","19_259_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_259_5","IFN3","19_259",5,4,0,31.83,14.55,10.5,166.27,22.44,0.53,45.71,72.16,0.39,2.17,6.38,7.51,83.48,53.99,29.49,2.66,0,0,0,76.16,34.24,1.71,6.43,8.09,50.48,"Nodo 1 - Pies inventariados",NA,NA
"344","19_259_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_259_7","IFN3","19_259",7,6,0,14.15,27,12.5,572.56,10.66,0.81,84.82,46.3,0.41,4.01,7.42,8.87,326.18,221.32,104.86,4.61,0,0,202.29,307.26,141.02,11.94,27,45.81,225.76,"Nodo 1 - Pies inventariados",NA,NA
"345","19_259_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_259_11","IFN3","19_259",11,10,0,14.15,26,13,530.93,12.25,0.75,81.68,50,0.4,3.84,7.81,9.32,315.11,213.44,101.68,4.46,0,0,194.66,294.23,133.39,10.6,24.74,41.21,209.94,"Nodo 1 - Pies inventariados",NA,NA
"346","19_259_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_259_17","IFN3","19_259",17,16,0,14.15,24.15,12,458.06,15.81,0.65,75.87,49.69,0.4,3.58,7.23,8.58,252.75,169.98,82.77,3.58,0,0,172.08,236.3,108.6,8.41,20.84,33.5,171.36,"Nodo 1 - Pies inventariados",NA,NA
"347","19_259_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_259_21","IFN3","19_259",21,20,0,14.15,22.8,11,408.28,17.03,0.58,71.63,48.25,0.4,3.4,6.58,7.8,207.78,138.88,68.9,2.94,0,0,149.07,191.78,91.13,7.02,18.24,28.51,144.9,"Nodo 1 - Pies inventariados",NA,NA
"348","19_259_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_259_9","IFN3","19_259",9,8,0,14.15,28.7,12.5,646.92,7.17,0.92,90.16,43.55,0.41,4.27,7.31,8.79,366.96,250.06,116.89,5.19,0,0,220.75,345.67,160.46,14.46,31.11,54.36,260.38,"Nodo 1 - Pies inventariados",NA,NA
"349","19_259_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_259_18","IFN3","19_259",18,17,0,14.15,25.65,8,516.73,13.74,0.73,80.58,31.19,0.43,3.93,4.55,5.41,191.09,127.83,63.26,2.7,0,0,102.34,175.11,96.02,10.16,23.97,39.67,169.82,"Nodo 1 - Pies inventariados",NA,NA
"350","19_259_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_259_23","IFN3","19_259",23,22,0,14.15,25.8,12,522.79,13,0.74,81.05,46.51,0.4,3.83,7.15,8.52,287.12,194,93.12,4.06,0,0,187.78,268.43,124.9,10.35,24.3,40.32,199.87,"Nodo 1 - Pies inventariados",NA,NA
"351","19_259_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_259_15","IFN3","19_259",15,14,0,14.15,22.6,12,401.15,17.61,0.57,71,53.1,0.39,3.34,7.28,8.63,222.39,148.86,73.53,3.15,0,0,151.41,207.91,94.39,6.83,17.87,27.82,146.9,"Nodo 1 - Pies inventariados",NA,NA
"352","19_259_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_259_10","IFN3","19_259",10,9,0,14.15,24.2,12,459.96,15.16,0.65,76.03,49.59,0.4,3.59,7.21,8.57,253.76,170.68,83.08,3.59,0,0,172.77,237.24,109.08,8.46,20.94,33.7,172.18,"Nodo 1 - Pies inventariados",NA,NA
"353","19_259_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_259_20","IFN3","19_259",20,19,0,14.15,28.75,10.5,649.18,6.25,0.92,90.32,36.52,0.43,4.35,5.97,7.18,310.56,210.79,99.77,4.39,0,0,208.79,290.01,144.6,14.54,31.23,54.63,245,"Nodo 1 - Pies inventariados",NA,NA
"354","19_259_1","IFN2","19_259",31.83,26.12,12.68,535.85,9.33,82.06,48.55,0.41,3.88,7.49,8.98,310.33,210.14,100.19,0,0,194.77,290.74,132.65,10.76,25,41.74,210.15,"Nodo 3 - Pies inventariados",5.92,2.68,20.2,"19_259_1","IFN3","19_259",1,1,1,14.15,26.6,11.5,555.72,11.47,0.79,83.57,43.23,0.41,3.98,6.77,8.08,292.14,197.62,94.52,4.13,0,0,193.93,272.49,129.77,11.39,26.08,43.93,211.17,"Nodo 1 - Pies inventariados",6.4,1.5
"355","19_259_10","IFN2","19_259",14.15,34.28,14.52,922.78,1.43,107.68,42.36,0.42,5.05,8.49,10.29,598.21,414.28,183.93,0,359.83,221.25,564.5,256.24,25.26,46.97,89.44,417.9,"Nodo 3 - Pies inventariados",6.18,2.52,28.1,"19_259_16","IFN3","19_259",16,15,10,14.15,37.85,14,1125.18,0,1.59,118.91,36.99,0.42,5.61,8.09,9.83,699.06,487.12,211.94,9.89,0,430.24,203.28,664.42,309,34.48,59.12,118.11,520.71,"Nodo 1 - Pies inventariados",9.75,2
"356","19_259_11","IFN2","19_259",31.83,19.93,6.42,312.05,19.39,62.62,32.22,0.43,3.08,3.66,4.33,94.82,61.98,32.83,0,0,0,84.11,49.18,4.6,13.35,19.56,86.7,"Nodo 3 - Pies inventariados",5.68,1.92,14.25,"19_259_19","IFN3","19_259",19,18,11,31.83,21.4,7.5,359.68,20.52,1.14,67.23,35.05,0.42,3.27,4.36,5.14,126.51,83.42,43.09,4.03,0,0,71.91,114.39,62.9,5.75,15.75,23.87,108.27,"Nodo 1 - Pies inventariados",7.15,3
"357","19_259_12","IFN2","19_259",31.83,26.54,9.74,553.34,7.57,83.39,36.69,0.43,4.04,5.51,6.61,247.37,166.66,80.72,0,0,180.69,227.72,116.58,11.31,25.95,43.67,197.51,"Nodo 3 - Pies inventariados",5.99,2.24,20.55,"19_259_22","IFN3","19_259",22,21,12,14.15,27.55,10,596.12,8.99,0.84,86.55,36.3,0.43,4.18,5.71,6.85,272.73,184.34,88.39,3.86,0,0,192.43,253.59,128.2,12.72,28.29,48.47,217.68,"Nodo 1 - Pies inventariados",7,2.5
"358","19_259_13","IFN2","19_259",31.83,20.22,8.89,321.17,18.37,63.53,43.96,0.41,3.07,5.21,6.16,133.88,88.28,45.6,0,0,67.62,121.79,61.98,4.81,13.81,20.37,100.97,"Nodo 3 - Pies inventariados",5.67,2.39,14.55,"19_259_24","IFN3","19_259",24,23,13,31.83,17.55,9.5,241.9,21.67,0.77,55.13,54.13,0.4,2.64,5.69,6.7,108.69,71.07,37.62,3.46,0,0,0,97.72,47.85,3.08,9.94,13.69,74.57,"Nodo 1 - Pies inventariados",3,3
"359","19_259_14","IFN2","19_259",14.15,30.74,10.72,742.04,2.73,96.56,34.87,0.44,4.66,6.01,7.27,360.44,245.93,114.51,0,158.58,208.93,335.74,168.68,17.93,36.47,65.89,288.97,"Nodo 3 - Pies inventariados",6.14,2.22,24.6,"19_259_25","IFN3","19_259",25,24,14,14.15,30.2,11.5,716.31,4.23,1.01,94.88,38.08,0.43,4.55,6.56,7.92,373.2,254.74,118.46,5.28,0,155.55,218.12,348.09,169.73,16.97,35.01,62.71,284.42,"Nodo 1 - Pies inventariados",5.6,3
"360","19_259_15","IFN2","19_259",14.15,35.85,12.77,1009.58,0,112.64,35.63,0.43,5.37,7.26,8.82,575.7,398.76,176.94,0,376.19,202.61,542.52,260.34,29.09,52.13,101.45,443.01,"Nodo 3 - Pies inventariados",6.25,2.27,29.6,"19_259_26","IFN3","19_259",26,25,15,14.15,37.55,14,1107.41,1.59,1.57,117.97,37.28,0.42,5.56,8.15,9.87,688.41,479.43,208.98,9.74,0,423.69,204.13,654.3,303.84,33.63,58.03,115.5,511.01,"Nodo 1 - Pies inventariados",7.95,3.5
"361","19_259_16","IFN2","19_259",31.83,25.59,9.17,514.37,11.03,80.4,35.85,0.43,3.9,5.23,6.25,217.47,145.93,71.54,0,0,167.33,202.38,104,10.09,23.84,39.42,177.34,"Nodo 3 - Pies inventariados",5.94,2.17,19.65,"19_259_27","IFN3","19_259",27,26,16,14.15,27.3,11.5,585.35,9.83,0.83,85.77,42.12,0.42,4.09,6.72,8.05,307.16,208.16,98.99,4.35,0,0,200.25,286.49,137.1,12.36,27.7,47.25,224.41,"Nodo 1 - Pies inventariados",7.65,4.5
"362","19_259_2","IFN2","19_259",31.83,24.5,10.99,471.3,14.19,76.96,44.87,0.41,3.67,6.49,7.73,238.46,160.2,78.26,0,0,171.06,219.98,106.02,8.79,21.54,34.87,171.22,"Nodo 3 - Pies inventariados",5.85,2.49,18.65,"19_259_2","IFN3","19_259",2,2,2,31.83,21.85,9.5,374.97,18.18,1.19,68.64,43.48,0.41,3.3,5.61,6.64,165.87,110.16,55.72,5.28,0,0,79.86,153.65,76.07,6.14,16.52,25.3,124.04,"Nodo 1 - Pies inventariados",3.2,1
"363","19_259_3","IFN2","19_259",31.83,27.55,12.03,596.27,5.67,86.56,43.68,0.42,4.12,6.95,8.37,326.86,221.9,104.96,0,0,205.76,306.27,143.79,12.72,28.3,48.49,233.3,"Nodo 3 - Pies inventariados",6,2.53,21.55,"19_259_3","IFN3","19_259",3,3,3,14.15,28.45,12,635.7,8.09,0.9,89.38,42.18,0.42,4.25,7.01,8.41,346.72,235.9,110.82,4.91,0,0,215.57,324.15,153.59,14.07,30.48,53.04,251.18,"Nodo 1 - Pies inventariados",6.9,2.5
"364","19_259_4","IFN2","19_259",147.8,14.35,10.31,161.71,20.39,45.08,71.82,0.4,2.15,6.19,7.31,79.8,51.53,28.26,0,0,0,73.22,32.87,1.64,6.23,7.78,48.52,"Nodo 3 - Pies inventariados",5.35,3.31,9,"19_259_4","IFN3","19_259",4,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"365","19_259_5","IFN2","19_259",14.15,28.7,11.97,646.72,4.75,90.15,41.71,0.43,4.3,6.88,8.3,351.59,239.35,112.25,0,0,216.84,328.02,156.15,14.45,31.1,54.34,256.03,"Nodo 3 - Pies inventariados",6.05,2.47,22.65,"19_259_6","IFN3","19_259",6,5,5,14.15,31.05,12.5,757.2,3.16,1.07,97.55,40.26,0.42,4.64,7.19,8.69,427.12,292.69,134.43,6.04,0,166.5,219.72,402.35,189.52,18.51,37.34,67.78,313.15,"Nodo 1 - Pies inventariados",8.4,3
"366","19_259_6","IFN2","19_259",31.83,23.7,11.04,441.25,15.69,74.46,46.57,0.41,3.54,6.56,7.8,224.7,150.62,74.08,0,0,160.77,207.94,99.14,7.93,19.96,31.79,158.82,"Nodo 3 - Pies inventariados",5.8,2.54,17.9,"19_259_8","IFN3","19_259",8,7,6,14.15,24.75,9.5,481.11,14.48,0.68,77.75,38.38,0.42,3.75,5.52,6.57,210.96,141.34,69.62,2.98,0,0,163.93,195.41,99.01,9.08,22.06,35.89,166.05,"Nodo 1 - Pies inventariados",6.85,1
"367","19_259_7","IFN2","19_259",31.83,24.65,12.18,477.19,12.67,77.44,49.4,0.4,3.66,7.25,8.65,266.7,179.68,87.02,0,0,178.09,249.43,114.44,8.97,21.86,35.48,180.74,"Nodo 3 - Pies inventariados",5.85,2.68,18.8,"19_259_12","IFN3","19_259",12,11,7,14.15,22.85,12.5,410.07,16.45,0.58,71.79,54.7,0.39,3.37,7.59,9.01,236.4,158.51,77.88,3.34,0,0,156.45,222.68,99.08,7.07,18.33,28.69,153.16,"Nodo 1 - Pies inventariados",4.05,3
"368","19_259_8","IFN2","19_259",31.83,22.59,11.71,400.72,17.1,70.96,51.86,0.4,3.35,7.06,8.38,217,145.16,71.84,0,0,149.89,203.34,92.89,6.81,17.85,27.77,145.33,"Nodo 3 - Pies inventariados",5.74,2.71,16.85,"19_259_13","IFN3","19_259",13,12,8,31.83,21.45,12,361.36,19.37,1.15,67.39,55.94,0.39,3.17,7.33,8.66,201.08,134.1,66.98,6.4,0,0,136.9,187.99,84.52,5.79,15.83,24.03,130.17,"Nodo 1 - Pies inventariados",4.6,3
"369","19_259_9","IFN2","19_259",14.15,29.57,12.5,686.69,3.78,92.89,42.27,0.42,4.42,7.2,8.7,388.68,265.43,123.25,0,152.14,226.94,368.07,170.9,15.88,33.34,59.1,279.22,"Nodo 3 - Pies inventariados",6.07,2.5,23.5,"19_259_14","IFN3","19_259",14,13,9,14.15,30.15,12.5,713.94,5.24,1.01,94.72,41.46,0.42,4.5,7.25,8.74,403.56,275.97,127.59,5.71,0,157.31,223.43,380.15,178.09,16.88,34.88,62.42,292.26,"Nodo 1 - Pies inventariados",6.65,2.5
"370","19_262_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_262_20","IFN3","19_262",20,15,0,14.15,22.55,11.5,399.38,20.39,0.57,70.84,51,0.37,3.32,7.2,8.42,212.43,142.03,70.4,3.01,0,0,148.4,198.14,91.51,6.78,17.78,27.64,143.71,"Nodo 1 - Pies inventariados",NA,NA
"371","19_262_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_262_22","IFN3","19_262",22,17,0,14.15,24.85,11.5,485,13,0.69,78.07,46.28,0.39,3.68,7,8.26,256.2,172.48,83.72,3.62,0,0,177.04,238.97,112.38,9.2,22.27,36.3,180.14,"Nodo 1 - Pies inventariados",NA,NA
"372","19_262_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_262_31","IFN3","19_262",31,21,0,14.15,23.2,11.5,422.73,17.47,0.6,72.88,49.57,0.38,3.42,7.12,8.35,224.4,150.33,74.07,3.17,0,0,156.76,209.3,97.18,7.41,18.99,29.94,153.52,"Nodo 1 - Pies inventariados",NA,NA
"373","19_262_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_262_48","IFN3","19_262",48,31,0,14.15,27.35,13.5,587.5,4.73,0.83,85.92,49.36,0.4,4.02,8.14,9.71,360.48,245.26,115.22,5.1,0,0,270.95,342.58,151.97,12.43,27.82,47.49,239.71,"Nodo 1 - Pies inventariados",NA,NA
"374","19_262_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_262_53","IFN3","19_262",53,34,0,14.15,22.8,13,408.28,19.24,0.58,71.63,57.02,0.37,3.32,8.24,9.64,244.59,164.13,80.46,3.46,0,0,158.3,228.38,101.04,7.02,18.24,28.51,154.81,"Nodo 1 - Pies inventariados",NA,NA
"375","19_262_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_262_6","IFN3","19_262",6,5,0,14.15,25.4,13.5,506.71,10.17,0.72,79.8,53.15,0.38,3.71,8.32,9.84,312.54,211.53,101.01,4.42,0,0,191.98,297.03,129.96,9.85,23.43,38.6,201.84,"Nodo 1 - Pies inventariados",NA,NA
"376","19_262_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_262_14","IFN3","19_262",14,10,0,14.15,24.8,15,483.05,13.69,0.68,77.91,60.48,0.37,3.57,9.52,11.21,330.79,224.06,106.73,4.68,0,0,249.62,312.26,131.87,9.14,22.17,36.09,199.27,"Nodo 1 - Pies inventariados",NA,NA
"377","19_262_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_262_42","IFN3","19_262",42,27,0,14.15,23.1,12,419.1,18.07,0.59,72.57,51.95,0.38,3.39,7.49,8.78,231.98,155.52,76.46,3.28,0,0,157.94,216.88,98.86,7.31,18.8,29.58,154.55,"Nodo 1 - Pies inventariados",NA,NA
"378","19_262_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_262_45","IFN3","19_262",45,29,0,14.15,25.35,12.5,504.71,11.6,0.71,79.64,49.31,0.39,3.73,7.66,9.05,288.82,195.09,93.73,4.09,0,0,185.55,272.07,123.41,9.79,23.32,38.38,194.91,"Nodo 1 - Pies inventariados",NA,NA
"379","19_262_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_262_9","IFN3","19_262",9,7,0,14.15,23.9,13.5,448.63,15.01,0.63,75.08,56.49,0.37,3.48,8.47,9.96,277.92,187.29,90.63,3.93,0,0,175.57,264.12,114.26,8.14,20.35,32.54,175.28,"Nodo 1 - Pies inventariados",NA,NA
