"","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_trituracion_IFN2","wsw_IFN2","wb2_t_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","dbh","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2","TREE_ID_IFN3","TREE_ID_IFN2","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","g_ha","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_ha","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_trituracion_IFN3","wsw_IFN3","wb2_t_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"588","19_578_3","IFN2","19_578",31.83,21.37,12.2,358.73,6.79,67.14,57.1,0.43,3.21,6.92,8.42,202.98,135.38,67.59,0,0,136.47,188.07,84.74,5.73,15.7,23.78,129.95,"Nodo 3 - Pies inventariados",5.97,3.2,15.4,"19_578_4","IFN3","19_578",4,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"589","19_578_4","IFN2","19_578",144.33,13.61,8.02,145.48,15.22,42.76,58.95,0.44,2.1,4.47,5.37,56.43,36.09,20.34,0,0,0,50.32,25.18,1.39,5.51,6.71,38.79,"Nodo 3 - Pies inventariados",5.56,3.02,8.05,"19_578_6","IFN3","19_578",6,3,4,31.83,12.7,9,126.68,11.1,0.4,39.9,70.87,0.48,1.97,4.71,5.87,55.24,35.26,19.99,1.76,0,0,0,47.9,23.35,1.12,4.69,5.53,34.69,"Nodo 1 - Pies inventariados",4.65,4
"590","19_578_5","IFN2","19_578",127.32,17.69,10.75,245.65,12.09,55.56,60.79,0.43,2.67,6.13,7.4,124.47,81.67,42.8,0,0,54.58,116.23,52.5,3.16,10.12,13.99,79.77,"Nodo 3 - Pies inventariados",5.79,3.25,11.9,"19_578_7","IFN3","19_578",7,4,5,31.83,21.05,10,348.01,4.23,1.11,66.13,47.51,0.49,3.26,5.12,6.47,162.29,107.62,54.67,5.17,0,0,75.03,148.4,72.56,5.46,15.15,22.79,115.97,"Nodo 1 - Pies inventariados",9.15,2.5
"591","19_578_6","IFN2","19_578",144.33,13.17,7.36,136.29,17.32,41.38,55.88,0.44,2.03,4.11,4.92,48.72,31.02,17.69,0,0,0,41.83,22.28,1.25,5.11,6.12,34.77,"Nodo 3 - Pies inventariados",5.52,2.86,7.65,"19_578_9","IFN3","19_578",9,6,6,31.83,16.4,8,211.24,9.39,0.67,51.52,48.78,0.49,2.57,4.09,5.12,80.64,52.26,28.38,2.57,0,0,0,71.77,37.29,2.49,8.49,11.32,59.59,"Nodo 1 - Pies inventariados",8.75,3.5
"592","19_578_7","IFN2","19_578",31.83,20.77,12.23,338.88,10.17,65.26,58.9,0.42,3.11,7.05,8.53,192.6,128.21,64.39,0,0,76.55,178.8,79.92,5.24,14.69,21.96,121.81,"Nodo 3 - Pies inventariados",5.92,3.23,14.85,"19_578_11","IFN3","19_578",11,8,7,31.83,20.85,11,341.43,6.43,1.09,65.5,52.76,0.47,3.2,5.78,7.27,174.86,116.14,58.72,5.57,0,0,75.43,161.4,75.43,5.3,14.82,22.19,117.74,"Nodo 1 - Pies inventariados",6,2
"593","19_578_8","IFN2","19_578",31.83,25.25,11.22,500.92,3.68,79.34,44.44,0.45,3.83,6.2,7.58,258.11,173.86,84.25,0,0,178.76,243.21,114.55,9.68,23.12,37.98,185.32,"Nodo 3 - Pies inventariados",6.15,2.72,19.1,"19_578_12","IFN3","19_578",12,9,8,14.15,24.8,11.5,483.05,1.62,0.68,77.91,46.37,0.48,3.81,5.94,7.54,255.21,171.78,83.42,3.61,0,0,176.35,238.04,111.9,9.14,22.17,36.09,179.3,"Nodo 1 - Pies inventariados",5.7,3
"594","19_578_9","IFN2","19_578",31.83,20.96,10.98,344.89,9.07,65.83,52.38,0.44,3.17,6.19,7.51,176.21,117.07,59.14,0,0,76,163.99,76.14,5.38,15,22.51,119.03,"Nodo 3 - Pies inventariados",5.96,2.98,15,"19_578_15","IFN3","19_578",15,12,9,31.83,20.95,11,344.71,5.33,1.1,65.82,52.51,0.48,3.22,5.75,7.25,176.48,117.26,59.23,5.62,0,0,76.13,162.89,76.2,5.38,14.99,22.49,119.05,"Nodo 1 - Pies inventariados",5.95,3
"595","19_582_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_582_17","IFN3","19_582",17,11,0,14.15,32.7,10.5,839.82,0,1.19,102.73,32.11,0.47,5.02,5.58,6.9,398.1,272.69,125.42,5.63,0,177.98,197.94,371.76,189.85,21.78,42.11,78.37,332.11,"Nodo 1 - Pies inventariados",NA,NA
"596","19_582_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_582_25","IFN3","19_582",25,15,0,14.15,23.1,12,419.1,12.56,0.59,72.57,51.95,0.43,3.46,6.89,8.35,231.98,155.52,76.46,3.28,0,0,157.94,216.88,98.86,7.31,18.8,29.58,154.55,"Nodo 1 - Pies inventariados",NA,NA
"597","19_582_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_582_1","IFN3","19_582",1,1,0,14.15,26.7,11,559.9,7.63,0.79,83.88,41.2,0.45,4.05,6.1,7.45,281.77,190.46,91.31,3.99,0,0,191.75,260.07,127.26,11.52,26.31,44.39,209.49,"Nodo 1 - Pies inventariados",NA,NA
"598","19_582_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_582_26","IFN3","19_582",26,16,0,14.15,28,12,615.75,5.14,0.87,87.96,42.86,0.44,4.23,6.67,8.18,336.21,228.49,107.72,4.76,0,0,210.65,314.33,148.5,13.38,29.38,50.72,241.98,"Nodo 1 - Pies inventariados",NA,NA
"599","19_582_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_582_3","IFN3","19_582",3,2,0,14.15,22.7,11.5,404.71,13.74,0.57,71.31,50.66,0.43,3.41,6.6,7.98,215.16,143.92,71.24,3.04,0,0,150.31,200.69,92.8,6.92,18.05,28.16,145.94,"Nodo 1 - Pies inventariados",NA,NA
"600","19_582_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_582_31","IFN3","19_582",31,20,0,14.15,26.05,12.5,532.97,9.18,0.75,81.84,47.98,0.43,3.9,7.12,8.67,304.4,206.02,98.38,4.31,0,0,192.02,286.75,130.73,10.67,24.85,41.43,207.67,"Nodo 1 - Pies inventariados",NA,NA
"601","19_582_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_582_9","IFN3","19_582",9,6,0,14.15,24.95,11.5,488.91,9.94,0.69,78.38,46.09,0.44,3.77,6.49,7.9,258.19,173.87,84.33,3.65,0,0,178.42,240.83,113.33,9.31,22.48,36.71,181.84,"Nodo 1 - Pies inventariados",NA,NA
"602","19_582_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_582_10","IFN3","19_582",10,7,0,14.15,26.9,11.5,568.32,6.83,0.8,84.51,42.75,0.44,4.07,6.4,7.82,298.53,202.11,96.43,4.22,0,0,196.36,278.45,132.89,11.8,26.77,45.33,216.78,"Nodo 1 - Pies inventariados",NA,NA
"603","19_582_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_582_29","IFN3","19_582",29,19,0,14.15,27.1,12.5,576.8,6.01,0.82,85.14,46.13,0.44,4.07,7.02,8.59,328.51,222.96,105.55,4.65,0,0,203.73,309.46,142.12,12.07,27.23,46.28,227.71,"Nodo 1 - Pies inventariados",NA,NA
"604","19_582_1","IFN2","19_582",14.15,30.3,10.53,721.18,0,95.2,34.75,0.4,4.53,6.33,7.49,344.64,234.81,109.83,0,153.58,208.2,319.54,161.88,17.15,35.29,63.31,277.63,"Nodo 3 - Pies inventariados",5.8,2.03,24.5,"19_582_2","IFN3","19_582",2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"605","19_582_10","IFN2","19_582",31.83,25.33,10.64,504.03,16.75,79.58,42.01,0.36,3.72,6.82,7.91,246.5,165.87,80.63,0,0,175.78,228.34,111.57,9.77,23.29,38.31,182.93,"Nodo 3 - Pies inventariados",5.53,2.14,19.8,"19_582_14","IFN3","19_582",14,0,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"606","19_582_11","IFN2","19_582",14.15,29.01,13.4,661.16,2.04,91.15,46.18,0.37,4.23,8.39,9.89,401.02,273.94,127.08,0,148.31,293.01,378.66,171.39,14.96,31.9,56.04,274.3,"Nodo 3 - Pies inventariados",5.71,2.4,23.3,"19_582_15","IFN3","19_582",15,0,11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"607","19_582_12","IFN2","19_582",31.83,25.43,12.36,507.79,15.14,79.88,48.62,0.35,3.69,8.02,9.31,287.42,194.14,93.28,0,0,186.51,269.68,123.36,9.88,23.49,38.71,195.45,"Nodo 3 - Pies inventariados",5.53,2.36,19.9,"19_582_16","IFN3","19_582",16,10,12,14.15,26.15,11.5,537.07,8.42,0.76,82.15,43.98,0.44,3.95,6.44,7.86,282.68,190.99,91.69,4,0,0,189.45,263.67,125.17,10.79,25.07,41.88,202.91,"Nodo 1 - Pies inventariados",6.25,1.5
"608","19_582_13","IFN2","19_582",14.15,28.76,12.27,649.83,3.89,90.37,42.65,0.38,4.22,7.64,8.99,361.87,246.53,115.34,0,0,220.22,341.07,159.36,14.56,31.27,54.7,259.9,"Nodo 3 - Pies inventariados",5.71,2.27,23.05,"19_582_18","IFN3","19_582",18,12,13,14.15,29,12,660.52,4.2,0.93,91.11,41.38,0.45,4.38,6.64,8.15,359.76,245.11,114.65,5.09,0,0,222.04,336.34,159.94,14.94,31.87,55.97,262.71,"Nodo 1 - Pies inventariados",5.95,2
"609","19_582_14","IFN2","19_582",139.67,12.55,7.36,123.8,36.36,39.44,58.6,0.34,1.86,4.88,5.53,44.38,28.17,16.21,0,0,0,38.09,20.12,1.08,4.57,5.35,31.12,"Nodo 3 - Pies inventariados",4.8,2.36,7.75,"19_582_19","IFN3","19_582",19,0,14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"610","19_582_15","IFN2","19_582",31.83,26.17,12.33,537.73,13.43,82.2,47.13,0.36,3.8,7.95,9.25,303,205.07,97.93,0,0,192.92,286.86,130.87,10.82,25.1,41.95,208.73,"Nodo 3 - Pies inventariados",5.57,2.33,20.6,"19_582_20","IFN3","19_582",20,0,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"611","19_582_16","IFN2","19_582",31.83,17.54,11.1,241.68,33.37,55.11,63.26,0.32,2.52,7.56,8.59,126.39,82.94,43.45,0,0,0,117.43,52.63,3.08,9.93,13.67,79.31,"Nodo 3 - Pies inventariados",5.04,2.6,12.5,"19_582_21","IFN3","19_582",21,13,16,31.83,15.1,10.5,179.08,17.33,0.57,47.44,69.54,0.42,2.28,6.04,7.27,89.67,58.15,31.52,2.85,0,0,0,81.81,37.04,1.92,7.01,8.98,54.95,"Nodo 1 - Pies inventariados",2.6,2
"612","19_582_17","IFN2","19_582",31.83,23.04,11.28,417.08,25.67,72.4,48.93,0.33,3.34,7.5,8.6,217.29,145.43,71.86,0,0,153.41,200.22,94.65,7.26,18.7,29.38,149.98,"Nodo 3 - Pies inventariados",5.34,2.28,17.7,"19_582_22","IFN3","19_582",22,0,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"613","19_582_18","IFN2","19_582",31.83,19.29,10.35,292.37,31.65,60.61,53.62,0.33,2.8,6.96,7.93,141.82,93.54,48.28,0,0,63.99,129.28,61.64,4.15,12.38,17.85,96.02,"Nodo 3 - Pies inventariados",5.14,2.35,14.15,"19_582_23","IFN3","19_582",23,0,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"614","19_582_19","IFN2","19_582",31.83,23.42,11.26,430.96,24.29,73.59,48.08,0.34,3.4,7.46,8.57,224.02,150.11,73.91,0,0,158.12,206.26,97.91,7.64,19.42,30.76,155.73,"Nodo 3 - Pies inventariados",5.37,2.26,18.05,"19_582_24","IFN3","19_582",24,14,19,31.83,22.35,12,392.32,14.88,1.25,70.21,53.69,0.42,3.34,6.96,8.41,217.67,145.58,72.08,6.93,0,0,148.2,203.5,92.19,6.59,17.41,26.96,143.16,"Nodo 1 - Pies inventariados",4.3,3
"615","19_582_2","IFN2","19_582",14.15,28.81,12.84,651.99,2.97,90.52,44.56,0.38,4.21,8.01,9.44,379.49,258.84,120.65,0,0,283.53,354.96,164.48,14.64,31.39,54.96,265.47,"Nodo 3 - Pies inventariados",5.71,2.34,23.1,"19_582_4","IFN3","19_582",4,3,2,14.15,29.05,12.5,662.8,3.27,0.94,91.26,43.03,0.45,4.38,6.93,8.53,375.64,256.2,119.44,5.31,0,0,224.43,353.85,164.62,15.02,32,56.24,267.88,"Nodo 1 - Pies inventariados",5.95,2
"616","19_582_20","IFN2","19_582",14.15,30.25,10.52,718.52,1.02,95.02,34.79,0.4,4.51,6.35,7.5,343.25,233.83,109.42,0,152.95,209.2,321.12,161.2,17.05,35.14,62.98,276.37,"Nodo 3 - Pies inventariados",5.8,2.02,24.45,"19_582_27","IFN3","19_582",27,17,20,14.15,31.05,11.5,757.2,1.19,1.07,97.55,37.04,0.46,4.73,6.23,7.69,393.72,269.28,124.45,5.57,0,164.1,213.77,367.24,180,18.51,37.34,67.78,303.63,"Nodo 1 - Pies inventariados",6.6,3
"617","19_582_21","IFN2","19_582",31.83,22.01,9.01,380.35,28.25,69.13,40.94,0.34,3.24,5.91,6.76,159.67,105.96,53.72,0,0,79.82,145.48,74.73,6.28,16.8,25.82,123.63,"Nodo 3 - Pies inventariados",5.31,2.01,16.7,"19_582_28","IFN3","19_582",28,18,21,31.83,22,10,380.13,16.12,1.21,69.12,45.45,0.43,3.34,5.69,6.86,176.71,117.55,59.16,5.62,0,0,81.7,161.59,79.67,6.27,16.79,25.8,128.52,"Nodo 1 - Pies inventariados",5.3,3
"618","19_582_22","IFN2","19_582",31.83,27.44,11.14,591.27,11.54,86.2,40.6,0.37,4.03,7.05,8.22,300.69,203.7,96.99,0,0,199.42,281.54,135.88,12.55,28.03,47.92,224.38,"Nodo 3 - Pies inventariados",5.64,2.14,21.8,"19_582_30","IFN3","19_582",30,0,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"619","19_582_23","IFN2","19_582",31.83,23.65,11.26,439.28,22.9,74.3,47.62,0.34,3.43,7.42,8.54,228.17,152.99,75.18,0,0,161.04,213.46,99.91,7.87,19.86,31.59,159.23,"Nodo 3 - Pies inventariados",5.4,2.26,18.25,"19_582_32","IFN3","19_582",32,21,23,14.15,22.9,11.5,411.87,13.15,0.58,71.94,50.22,0.43,3.44,6.58,7.97,218.83,146.47,72.36,3.1,0,0,152.87,204.11,94.54,7.11,18.43,28.86,148.94,"Nodo 1 - Pies inventariados",4.65,2.5
"620","19_582_24","IFN2","19_582",31.83,19.96,12.05,312.92,30.65,62.71,60.39,0.32,2.86,8.21,9.37,175.79,116.65,59.14,0,0,70.66,163.14,72.79,4.62,13.4,19.64,110.44,"Nodo 3 - Pies inventariados",5.16,2.55,14.8,"19_582_33","IFN3","19_582",33,0,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"621","19_582_25","IFN2","19_582",31.83,27.98,12.3,614.93,5.72,87.91,43.94,0.37,4.1,7.71,9.05,343.87,233.82,110.05,0,0,212.51,324.73,150.54,13.35,29.33,50.63,243.85,"Nodo 3 - Pies inventariados",5.68,2.3,22.3,"19_582_34","IFN3","19_582",34,0,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"622","19_582_26","IFN2","19_582",31.83,25.24,12.34,500.23,18.36,79.28,48.91,0.34,3.65,8.1,9.36,282.84,190.94,91.9,0,0,185.25,267.97,121.3,9.65,23.08,37.91,191.94,"Nodo 3 - Pies inventariados",5.49,2.34,19.75,"19_582_35","IFN3","19_582",35,22,26,14.15,23.85,12,446.75,11.93,0.63,74.93,50.31,0.43,3.58,6.87,8.34,246.73,165.78,80.95,3.49,0,0,167.98,230.67,105.77,8.08,20.25,32.35,166.45,"Nodo 1 - Pies inventariados",4.1,2
"623","19_582_27","IFN2","19_582",31.83,17.87,11.07,250.71,32.58,56.13,61.96,0.32,2.57,7.52,8.56,130.62,85.83,44.8,0,0,55.96,121.15,54.63,3.26,10.36,14.39,82.64,"Nodo 3 - Pies inventariados",5.07,2.57,12.8,"19_582_36","IFN3","19_582",36,0,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"624","19_582_28","IFN2","19_582",31.83,21.77,9.59,372.34,29.46,68.4,44.06,0.34,3.18,6.36,7.26,166.33,110.46,55.88,0,0,79.4,153.96,75.96,6.07,16.39,25.06,123.48,"Nodo 3 - Pies inventariados",5.27,2.09,16.5,"19_582_37","IFN3","19_582",37,0,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"625","19_582_3","IFN2","19_582",139.67,14.2,9.07,158.44,34.14,44.62,63.84,0.33,2.08,6.07,6.9,69.04,44.42,24.62,0,0,0,62.69,29.72,1.59,6.08,7.56,44.95,"Nodo 3 - Pies inventariados",4.9,2.57,9.3,"19_582_5","IFN3","19_582",5,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"626","19_582_4","IFN2","19_582",31.83,27.76,11.14,605.4,9.62,87.22,40.13,0.37,4.09,7,8.18,307.6,208.56,99.04,0,0,202.23,288,139.31,13.03,28.8,49.53,230.67,"Nodo 3 - Pies inventariados",5.66,2.14,22.1,"19_582_6","IFN3","19_582",6,4,4,14.15,24.25,12,461.86,10.63,0.65,76.18,49.48,0.43,3.64,6.83,8.31,254.77,171.39,83.38,3.6,0,0,173.46,238.19,109.56,8.52,21.04,33.89,173.01,"Nodo 1 - Pies inventariados",2.15,3
"627","19_582_5","IFN2","19_582",14.15,28.48,13.4,637.21,4.81,89.48,47.06,0.37,4.14,8.48,9.96,387.14,264.11,123.03,0,0,284.94,365.67,164.87,14.12,30.57,53.22,262.78,"Nodo 3 - Pies inventariados",5.68,2.4,22.8,"19_582_7","IFN3","19_582",7,5,5,14.15,30.1,12.5,711.58,2.26,1.01,94.56,41.53,0.45,4.54,6.9,8.5,402.27,275.06,127.21,5.69,0,156.81,224.31,378.94,177.46,16.79,34.74,62.13,291.12,"Nodo 1 - Pies inventariados",7.3,1.5
"628","19_582_6","IFN2","19_582",31.83,27.88,11.15,610.58,7.67,87.59,39.99,0.38,4.11,6.96,8.15,310.42,210.54,99.89,0,0,204.14,290.87,140.65,13.2,29.09,50.13,233.07,"Nodo 3 - Pies inventariados",5.68,2.15,22.2,"19_582_8","IFN3","19_582",8,0,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"629","19_582_7","IFN2","19_582",31.83,24.62,11.23,475.92,19.95,77.33,45.61,0.35,3.59,7.32,8.45,245.75,165.24,80.52,0,0,173.97,231.64,108.53,8.93,21.79,35.35,174.6,"Nodo 3 - Pies inventariados",5.47,2.23,19.15,"19_582_11","IFN3","19_582",11,8,7,14.15,22.6,12,401.15,14.31,0.57,71,53.1,0.42,3.38,6.94,8.39,222.39,148.86,73.53,3.15,0,0,151.41,207.91,94.39,6.83,17.87,27.82,146.9,"Nodo 1 - Pies inventariados",3.45,3
"630","19_582_8","IFN2","19_582",31.83,22.45,11.88,395.8,26.99,70.53,52.92,0.33,3.23,7.99,9.14,217.39,145.41,71.98,0,0,148.87,203.83,92.48,6.68,17.59,27.3,144.06,"Nodo 3 - Pies inventariados",5.3,2.38,17.15,"19_582_12","IFN3","19_582",12,0,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"631","19_582_9","IFN2","19_582",31.83,23.93,11.26,449.62,21.46,75.17,47.05,0.34,3.48,7.38,8.51,233.25,156.53,76.72,0,0,165.22,218.15,102.37,8.17,20.4,32.64,163.57,"Nodo 3 - Pies inventariados",5.43,2.26,18.5,"19_582_13","IFN3","19_582",13,9,9,14.15,24.15,11,458.06,11.28,0.65,75.87,45.55,0.44,3.65,6.2,7.53,232.16,155.81,76.35,3.28,0,0,166.57,214.29,102.92,8.41,20.84,33.5,165.67,"Nodo 1 - Pies inventariados",5.65,2
"632","19_591_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_591_20","IFN3","19_591",20,20,0,5.09,44.45,13,1551.79,0,0.79,139.64,29.25,0.44,6.66,7.34,8.96,886.65,623.83,262.82,4.52,0,573.85,116.66,835.2,414.68,57.13,85.83,185.36,743,"Nodo 1 - Pies inventariados",NA,NA
"633","19_591_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_591_6","IFN3","19_591",6,6,0,31.83,17.25,8,233.71,19.06,0.74,54.19,46.38,0.42,2.64,4.6,5.46,88.89,57.82,31.08,2.83,0,0,0,79.12,41.49,2.92,9.55,13.04,67,"Nodo 1 - Pies inventariados",NA,NA
"634","19_591_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_591_3","IFN3","19_591",3,3,0,14.15,25.95,11.5,528.89,15.65,0.75,81.52,44.32,0.41,3.87,6.81,8.13,278.53,188.08,90.44,3.94,0,0,186.67,259.79,123.16,10.54,24.63,40.98,199.3,"Nodo 1 - Pies inventariados",NA,NA
"635","19_591_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_591_11","IFN3","19_591",11,11,0,14.15,25.9,10.5,526.85,16.4,0.75,81.37,40.54,0.41,3.89,6.17,7.35,253.91,171.07,82.84,3.59,0,0,180.9,237.11,115.95,10.47,24.52,40.76,191.7,"Nodo 1 - Pies inventariados",NA,NA
"636","19_591_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_591_13","IFN3","19_591",13,13,0,14.15,23.9,11,448.63,17.83,0.63,75.08,46.03,0.41,3.57,6.54,7.77,227.55,152.6,74.94,3.22,0,0,163.26,210.03,100.68,8.14,20.35,32.54,161.7,"Nodo 1 - Pies inventariados",NA,NA
"637","19_591_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_591_15","IFN3","19_591",15,15,0,14.15,24.75,10,481.11,17.15,0.68,77.75,40.4,0.41,3.73,5.85,6.97,221.79,148.77,73.01,3.14,0,0,167.41,202.81,102.2,9.08,22.06,35.89,169.24,"Nodo 1 - Pies inventariados",NA,NA
"638","19_591_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_591_18","IFN3","19_591",18,18,0,31.83,16.5,6,213.82,19.8,0.68,51.84,36.36,0.44,2.56,3.37,4,61.61,39.67,21.94,1.96,0,0,0,51.85,31.62,2.54,8.61,11.51,54.28,"Nodo 1 - Pies inventariados",NA,NA
"639","19_591_1","IFN2","19_591",31.83,24.39,9.8,467.13,15.8,76.62,40.2,0.43,3.7,5.62,6.74,211.44,141.62,69.82,0,0,161.77,195.61,97.86,8.67,21.32,34.44,162.29,"Nodo 3 - Pies inventariados",5.79,2.3,18.6,"19_591_1","IFN3","19_591",1,1,1,14.15,23.2,12,422.73,18.46,0.6,72.88,51.72,0.4,3.44,7.23,8.6,233.92,156.87,77.05,3.31,0,0,159.26,218.69,99.77,7.41,18.99,29.94,156.11,"Nodo 1 - Pies inventariados",4.6,4.5
