"","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_trituracion_IFN2","wsw_IFN2","wb2_t_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2","TREE_ID_IFN3","TREE_ID_IFN2","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_trituracion_IFN3","wsw_IFN3","wb2_t_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"586","19_578_12","IFN2","19_578",40.71,18.9,8.96,280.59,11.87,59.38,47.4,0.43,2.89,5.08,6.08,118.43,77.74,40.7,0,0,59.52,107.49,53.99,3.89,11.8,16.85,86.54,"Nodo 3 - Pies mayores",3.55,1.96,"19_578_21","IFN3","19_578",21,16,12,14.15,24.75,10.5,481.11,2.3,77.75,42.42,0.49,3.83,5.37,6.8,232.61,156.21,76.4,0,0,169.46,217.22,105.33,9.08,22.06,35.89,172.36,"Nodo 1 - Pies mayores",9.4,3.5
"587","19_578_2","IFN2","19_578",45.81,23.58,11.63,436.79,5.28,74.09,49.3,0.43,3.55,6.63,8.01,234.07,157.03,77.04,0,0,162.66,220.28,101.28,7.8,19.72,31.34,160.15,"Nodo 3 - Pies mayores",3.73,2.13,"19_578_3","IFN3","19_578",3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"588","19_578_3","IFN2","19_578",40.71,18.93,11.51,281.33,10.73,59.46,60.84,0.42,2.83,6.71,8.05,151.69,100.17,51.52,0,0,63.23,138.99,63.22,3.91,11.84,16.91,95.89,"Nodo 3 - Pies mayores",3.53,2.51,"19_578_4","IFN3","19_578",4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"589","19_578_4","IFN2","19_578",160.31,11.15,7.47,97.69,18.95,35.04,66.97,0.43,1.71,4.28,5.08,35.84,22.57,13.28,0,0,0,30.63,15.81,0.74,3.47,3.84,23.86,"Nodo 3 - Pies mayores",3.1,2.47,"19_578_6","IFN3","19_578",6,3,4,31.83,12.7,9,126.68,11.1,39.9,70.87,0.48,1.97,4.71,5.87,55.24,35.26,19.99,0,0,0,47.9,23.35,1.12,4.69,5.53,34.69,"Nodo 1 - Pies mayores",4.65,4
"590","19_578_5","IFN2","19_578",162.27,15.23,10.12,182.29,15.99,47.86,66.44,0.41,2.3,5.93,7.06,88.01,57.06,30.95,0,0,0,80.46,36.9,1.98,7.16,9.21,55.24,"Nodo 3 - Pies mayores",3.33,2.62,"19_578_7","IFN3","19_578",7,4,5,31.83,21.05,10,348.01,4.23,66.13,47.51,0.49,3.26,5.12,6.47,162.29,107.62,54.67,0,0,75.03,148.4,72.56,5.46,15.15,22.79,115.97,"Nodo 1 - Pies mayores",9.15,2.5
"591","19_578_6","IFN2","19_578",159.89,10.72,6.8,90.2,20.51,33.67,63.43,0.43,1.65,3.89,4.6,30.27,18.96,11.31,0,0,0,24.42,13.71,0.66,3.16,3.43,20.96,"Nodo 3 - Pies mayores",3.07,2.3,"19_578_9","IFN3","19_578",9,6,6,31.83,16.4,8,211.24,9.39,51.52,48.78,0.49,2.57,4.09,5.12,80.64,52.26,28.38,0,0,0,71.77,37.29,2.49,8.49,11.32,59.59,"Nodo 1 - Pies mayores",8.75,3.5
"592","19_578_7","IFN2","19_578",40.7,18.32,11.55,263.72,14.11,57.57,63.06,0.41,2.73,6.83,8.16,143.02,94.23,48.78,0,0,59.4,131.38,59.17,3.53,10.99,15.45,89.14,"Nodo 3 - Pies mayores",3.47,2.55,"19_578_11","IFN3","19_578",11,8,7,31.83,20.85,11,341.43,6.43,65.5,52.76,0.47,3.2,5.78,7.27,174.86,116.14,58.72,0,0,75.43,161.4,75.43,5.3,14.82,22.19,117.74,"Nodo 1 - Pies mayores",6,2
"593","19_578_8","IFN2","19_578",45.81,22.81,10.46,408.72,7.28,71.67,45.87,0.43,3.46,5.93,7.15,198.11,132.27,65.84,0,0,88.55,184.5,88.46,7.03,18.26,28.55,142.31,"Nodo 3 - Pies mayores",3.71,1.96,"19_578_12","IFN3","19_578",12,9,8,14.15,24.8,11.5,483.05,1.62,77.91,46.37,0.48,3.81,5.94,7.54,255.21,171.78,83.42,0,0,176.35,238.04,111.9,9.14,22.17,36.09,179.3,"Nodo 1 - Pies mayores",5.7,3
"594","19_578_9","IFN2","19_578",40.7,18.51,10.27,269.04,13.02,58.15,55.5,0.42,2.79,5.95,7.11,129.97,85.46,44.51,0,0,59.01,118.98,56.2,3.65,11.24,15.89,86.97,"Nodo 3 - Pies mayores",3.51,2.27,"19_578_15","IFN3","19_578",15,12,9,31.83,20.95,11,344.71,5.33,65.82,52.51,0.48,3.22,5.75,7.25,176.48,117.26,59.23,0,0,76.13,162.89,76.2,5.38,14.99,22.49,119.05,"Nodo 1 - Pies mayores",5.95,3
"595","19_582_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_582_17","IFN3","19_582",17,11,0,14.15,32.7,10.5,839.82,0,102.73,32.11,0.47,5.02,5.58,6.9,398.1,272.69,125.42,0,177.98,197.94,371.76,189.85,21.78,42.11,78.37,332.11,"Nodo 1 - Pies mayores",.,.
"596","19_582_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_582_25","IFN3","19_582",25,15,0,14.15,23.1,12,419.1,12.56,72.57,51.95,0.43,3.46,6.89,8.35,231.98,155.52,76.46,0,0,157.94,216.88,98.86,7.31,18.8,29.58,154.55,"Nodo 1 - Pies mayores",.,.
"597","19_582_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_582_1","IFN3","19_582",1,1,0,14.15,26.7,11,559.9,7.63,83.88,41.2,0.45,4.05,6.1,7.45,281.77,190.46,91.31,0,0,191.75,260.07,127.26,11.52,26.31,44.39,209.49,"Nodo 1 - Pies mayores",.,.
"598","19_582_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_582_26","IFN3","19_582",26,16,0,14.15,28,12,615.75,5.14,87.96,42.86,0.44,4.23,6.67,8.18,336.21,228.49,107.72,0,0,210.65,314.33,148.5,13.38,29.38,50.72,241.98,"Nodo 1 - Pies mayores",.,.
"599","19_582_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_582_3","IFN3","19_582",3,2,0,14.15,22.7,11.5,404.71,13.74,71.31,50.66,0.43,3.41,6.6,7.98,215.16,143.92,71.24,0,0,150.31,200.69,92.8,6.92,18.05,28.16,145.94,"Nodo 1 - Pies mayores",.,.
"600","19_582_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_582_31","IFN3","19_582",31,20,0,14.15,26.05,12.5,532.97,9.18,81.84,47.98,0.43,3.9,7.12,8.67,304.4,206.02,98.38,0,0,192.02,286.75,130.73,10.67,24.85,41.43,207.67,"Nodo 1 - Pies mayores",.,.
"601","19_582_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_582_9","IFN3","19_582",9,6,0,14.15,24.95,11.5,488.91,9.94,78.38,46.09,0.44,3.77,6.49,7.9,258.19,173.87,84.33,0,0,178.42,240.83,113.33,9.31,22.48,36.71,181.84,"Nodo 1 - Pies mayores",.,.
"602","19_582_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_582_10","IFN3","19_582",10,7,0,14.15,26.9,11.5,568.32,6.83,84.51,42.75,0.44,4.07,6.4,7.82,298.53,202.11,96.43,0,0,196.36,278.45,132.89,11.8,26.77,45.33,216.78,"Nodo 1 - Pies mayores",.,.
"603","19_582_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_582_29","IFN3","19_582",29,19,0,14.15,27.1,12.5,576.8,6.01,85.14,46.13,0.44,4.07,7.02,8.59,328.51,222.96,105.55,0,0,203.73,309.46,142.12,12.07,27.23,46.28,227.71,"Nodo 1 - Pies mayores",.,.
"604","19_582_1","IFN2","19_582",17.88,27.95,9.75,613.46,0,87.8,34.9,0.41,4.21,5.76,6.82,273.67,185.05,88.61,0,0,193.81,252.23,130.14,13.3,29.25,50.46,223.15,"Nodo 3 - Pies mayores",3.45,1.25,"19_582_2","IFN3","19_582",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"605","19_582_10","IFN2","19_582",36.55,22.97,9.89,414.37,17.42,72.16,43.06,0.37,3.4,6.25,7.25,190,126.74,63.25,0,0,88.63,175.41,86.68,7.18,18.55,29.11,141.53,"Nodo 3 - Pies mayores",3.17,1.39,"19_582_14","IFN3","19_582",14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"606","19_582_11","IFN2","19_582",17.88,26.66,12.66,558.14,2.19,83.75,47.48,0.38,3.92,7.8,9.21,322.2,218.48,103.71,0,0,200.4,301.4,138.34,11.47,26.21,44.2,220.22,"Nodo 3 - Pies mayores",3.36,1.66,"19_582_15","IFN3","19_582",15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"607","19_582_12","IFN2","19_582",36.55,23.06,11.63,417.78,15.89,72.46,50.44,0.36,3.37,7.45,8.66,224.36,150.28,74.07,0,0,155.34,209.04,96.66,7.28,18.73,29.45,152.11,"Nodo 3 - Pies mayores",3.16,1.63,"19_582_16","IFN3","19_582",16,10,12,14.15,26.15,11.5,537.07,8.42,82.15,43.98,0.44,3.95,6.44,7.86,282.68,190.99,91.69,0,0,189.45,263.67,125.17,10.79,25.07,41.88,202.91,"Nodo 1 - Pies mayores",6.25,1.5
"608","19_582_13","IFN2","19_582",17.88,26.41,11.52,547.72,4.17,82.96,43.61,0.39,3.91,7.06,8.32,288.51,195.07,93.44,0,0,191.6,269.44,127.92,11.13,25.65,43.04,207.74,"Nodo 3 - Pies mayores",3.36,1.52,"19_582_18","IFN3","19_582",18,12,13,14.15,29,12,660.52,4.2,91.11,41.38,0.45,4.38,6.64,8.15,359.76,245.11,114.65,0,0,222.04,336.34,159.94,14.94,31.87,55.97,262.71,"Nodo 1 - Pies mayores",5.95,2
"609","19_582_14","IFN2","19_582",146.35,10.18,6.78,81.42,34.89,31.99,66.63,0.35,1.52,4.41,5.02,27.37,17.08,10.29,0,0,0,22.06,12.29,0.56,2.81,2.97,18.63,"Nodo 3 - Pies mayores",2.43,1.78,"19_582_19","IFN3","19_582",19,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"610","19_582_15","IFN2","19_582",36.57,23.8,11.59,445,14.26,74.78,48.71,0.36,3.48,7.38,8.59,237.68,159.55,78.13,0,0,165.08,223.19,103.12,8.03,20.16,32.17,163.48,"Nodo 3 - Pies mayores",3.2,1.59,"19_582_20","IFN3","19_582",20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"611","19_582_16","IFN2","19_582",35.77,15.18,10.47,180.88,32.6,47.68,68.96,0.33,2.2,7.01,8,90.25,58.54,31.71,0,0,0,82.16,37.36,1.95,7.09,9.11,55.51,"Nodo 3 - Pies mayores",2.68,1.97,"19_582_21","IFN3","19_582",21,13,16,31.83,15.1,10.5,179.08,17.33,47.44,69.54,0.42,2.28,6.04,7.27,89.67,58.15,31.52,0,0,0,81.81,37.04,1.92,7.01,8.98,54.95,"Nodo 1 - Pies mayores",2.6,2
"612","19_582_17","IFN2","19_582",36.18,20.68,10.55,335.91,25.71,64.97,51.02,0.34,3.02,6.92,7.95,165.28,109.61,55.68,0,0,73.41,153.52,72.26,5.17,14.54,21.69,113.66,"Nodo 3 - Pies mayores",2.98,1.55,"19_582_22","IFN3","19_582",22,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"613","19_582_18","IFN2","19_582",35.97,16.93,9.66,225.09,31.12,53.18,57.06,0.34,2.48,6.39,7.3,103.05,67.23,35.82,0,0,0,95.08,44.8,2.75,9.14,12.37,69.07,"Nodo 3 - Pies mayores",2.78,1.66,"19_582_23","IFN3","19_582",23,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"614","19_582_19","IFN2","19_582",36.2,21.06,10.54,348.38,24.45,66.17,50.02,0.35,3.08,6.88,7.91,170.94,113.5,57.44,0,0,76.18,158.57,75.03,5.47,15.17,22.83,118.49,"Nodo 3 - Pies mayores",3.01,1.54,"19_582_24","IFN3","19_582",24,14,19,31.83,22.35,12,392.32,14.88,70.21,53.69,0.42,3.34,6.96,8.41,217.67,145.58,72.08,0,0,148.2,203.5,92.19,6.59,17.41,26.96,143.16,"Nodo 1 - Pies mayores",4.3,3
"615","19_582_2","IFN2","19_582",17.88,26.46,12.09,549.71,3.19,83.11,45.71,0.39,3.9,7.43,8.77,303.66,205.58,98.08,0,0,195.58,282.51,132.34,11.2,25.75,43.27,212.56,"Nodo 3 - Pies mayores",3.36,1.59,"19_582_4","IFN3","19_582",4,3,2,14.15,29.05,12.5,662.8,3.27,91.26,43.03,0.45,4.38,6.93,8.53,375.64,256.2,119.44,0,0,224.43,353.85,164.62,15.02,32,56.24,267.88,"Nodo 1 - Pies mayores",5.95,2
"616","19_582_20","IFN2","19_582",17.88,27.89,9.75,610.99,1.1,87.62,34.95,0.41,4.2,5.78,6.84,272.45,184.2,88.25,0,0,192.92,251,129.54,13.22,29.11,50.18,222.05,"Nodo 3 - Pies mayores",3.44,1.25,"19_582_27","IFN3","19_582",27,17,20,14.15,31.05,11.5,757.2,1.19,97.55,37.04,0.46,4.73,6.23,7.69,393.72,269.28,124.45,0,164.1,213.77,367.24,180,18.51,37.34,67.78,303.63,"Nodo 1 - Pies mayores",6.6,3
"617","19_582_21","IFN2","19_582",36.14,19.64,8.26,303.03,28.07,61.71,42.06,0.35,2.91,5.33,6.11,117.86,77.42,40.43,0,0,62.64,108.53,55.71,4.39,12.91,18.77,91.78,"Nodo 3 - Pies mayores",2.94,1.26,"19_582_28","IFN3","19_582",28,18,21,31.83,22,10,380.13,16.12,69.12,45.45,0.43,3.34,5.69,6.86,176.71,117.55,59.16,0,0,81.7,161.59,79.67,6.27,16.79,25.8,128.52,"Nodo 1 - Pies mayores",5.3,3
"618","19_582_22","IFN2","19_582",40.21,25.08,10.38,493.9,12.28,78.78,41.4,0.38,3.71,6.48,7.56,235.95,158.56,77.39,0,0,172.56,220.35,107.54,9.46,22.75,37.24,176.98,"Nodo 3 - Pies mayores",3.28,1.38,"19_582_30","IFN3","19_582",30,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"619","19_582_23","IFN2","19_582",36.2,21.29,10.53,355.86,23.16,66.87,49.48,0.35,3.11,6.84,7.88,174.43,115.9,58.53,0,0,77.73,161.77,76.72,5.66,15.55,23.52,121.44,"Nodo 3 - Pies mayores",3.04,1.53,"19_582_32","IFN3","19_582",32,21,23,14.15,22.9,11.5,411.87,13.15,71.94,50.22,0.43,3.44,6.58,7.97,218.83,146.47,72.36,0,0,152.87,204.11,94.54,7.11,18.43,28.86,148.94,"Nodo 1 - Pies mayores",4.65,2.5
"620","19_582_24","IFN2","19_582",36.02,17.6,11.39,243.17,30.24,55.28,64.71,0.33,2.54,7.64,8.73,130.37,85.62,44.75,0,0,54.72,119.75,53.82,3.11,10,13.79,80.72,"Nodo 3 - Pies mayores",2.8,1.89,"19_582_33","IFN3","19_582",33,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"621","19_582_25","IFN2","19_582",40.21,25.62,11.55,515.66,6.11,80.5,45.08,0.38,3.78,7.13,8.38,272.96,184.18,88.78,0,0,184.24,255.51,120.22,10.13,23.91,39.56,193.82,"Nodo 3 - Pies mayores",3.32,1.55,"19_582_34","IFN3","19_582",34,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"622","19_582_26","IFN2","19_582",36.55,22.87,11.61,410.93,18.93,71.86,50.77,0.35,3.33,7.52,8.7,220.43,147.56,72.87,0,0,153.15,207.25,94.88,7.09,18.38,28.77,149.11,"Nodo 3 - Pies mayores",3.12,1.61,"19_582_35","IFN3","19_582",35,22,26,14.15,23.85,12,446.75,11.93,74.93,50.31,0.43,3.58,6.87,8.34,246.73,165.78,80.95,0,0,167.98,230.67,105.77,8.08,20.25,32.35,166.45,"Nodo 1 - Pies mayores",4.1,2
"623","19_582_27","IFN2","19_582",35.82,15.5,10.43,188.69,31.92,48.69,67.29,0.33,2.25,6.97,7.96,93.69,60.86,32.83,0,0,0,85.09,38.98,2.09,7.45,9.66,58.19,"Nodo 3 - Pies mayores",2.7,1.93,"19_582_36","IFN3","19_582",36,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"624","19_582_28","IFN2","19_582",36.13,19.41,8.86,295.9,29.17,60.98,45.64,0.35,2.86,5.77,6.61,123.28,81.05,42.23,0,0,62.43,111.87,56.71,4.23,12.55,18.16,91.65,"Nodo 3 - Pies mayores",2.91,1.36,"19_582_37","IFN3","19_582",37,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"625","19_582_3","IFN2","19_582",149.06,11.83,8.49,109.94,33.25,37.17,71.76,0.34,1.74,5.59,6.37,45.52,28.87,16.65,0,0,0,39.98,19.39,0.89,3.98,4.53,28.8,"Nodo 3 - Pies mayores",2.53,1.99,"19_582_5","IFN3","19_582",5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"626","19_582_4","IFN2","19_582",40.21,25.4,10.38,506.87,10.24,79.81,40.86,0.38,3.77,6.43,7.52,241.9,162.71,79.19,0,0,174.88,225.88,110.52,9.86,23.44,38.61,182.43,"Nodo 3 - Pies mayores",3.3,1.38,"19_582_6","IFN3","19_582",6,4,4,14.15,24.25,12,461.86,10.63,76.18,49.48,0.43,3.64,6.83,8.31,254.77,171.39,83.38,0,0,173.46,238.19,109.56,8.52,21.04,33.89,173.01,"Nodo 1 - Pies mayores",2.15,3
"627","19_582_5","IFN2","19_582",17.87,26.13,12.67,536.11,5.15,82.08,48.48,0.38,3.83,7.89,9.29,310.08,209.97,100.11,0,0,194.55,290.19,132.61,10.76,25.02,41.77,210.17,"Nodo 3 - Pies mayores",3.33,1.67,"19_582_7","IFN3","19_582",7,5,5,14.15,30.1,12.5,711.58,2.26,94.56,41.53,0.45,4.54,6.9,8.5,402.27,275.06,127.21,0,156.81,224.31,378.94,177.46,16.79,34.74,62.13,291.12,"Nodo 1 - Pies mayores",7.3,1.5
"628","19_582_6","IFN2","19_582",40.21,25.52,10.39,511.65,8.18,80.18,40.71,0.39,3.8,6.38,7.49,244.36,164.42,79.94,0,0,176.71,228.38,111.7,10,23.7,39.12,184.52,"Nodo 3 - Pies mayores",3.32,1.39,"19_582_8","IFN3","19_582",8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"629","19_582_7","IFN2","19_582",36.23,22.25,10.49,388.91,20.43,69.91,47.14,0.36,3.27,6.75,7.8,189.26,126.15,63.12,0,0,84.61,176.59,84.06,6.5,17.24,26.63,134.43,"Nodo 3 - Pies mayores",3.1,1.49,"19_582_11","IFN3","19_582",11,8,7,14.15,22.6,12,401.15,14.31,71,53.1,0.42,3.38,6.94,8.39,222.39,148.86,73.53,0,0,151.41,207.91,94.39,6.83,17.87,27.82,146.9,"Nodo 1 - Pies mayores",3.45,3
"630","19_582_8","IFN2","19_582",36.16,20.09,11.17,316.84,26.93,63.1,55.62,0.34,2.91,7.4,8.49,165.18,109.46,55.72,0,0,70.29,152.7,70.37,4.71,13.59,19.98,108.65,"Nodo 3 - Pies mayores",2.94,1.67,"19_582_12","IFN3","19_582",12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"631","19_582_9","IFN2","19_582",36.21,21.56,10.53,365.16,21.84,67.74,48.82,0.35,3.16,6.81,7.85,178.71,118.86,59.86,0,0,79.64,167.22,78.81,5.89,16.02,24.38,125.1,"Nodo 3 - Pies mayores",3.06,1.53,"19_582_13","IFN3","19_582",13,9,9,14.15,24.15,11,458.06,11.28,75.87,45.55,0.44,3.65,6.2,7.53,232.16,155.81,76.35,0,0,166.57,214.29,102.92,8.41,20.84,33.5,165.67,"Nodo 1 - Pies mayores",5.65,2
"632","19_591_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_591_20","IFN3","19_591",20,20,0,5.09,44.45,13,1551.79,0,139.64,29.25,0.44,6.66,7.34,8.96,886.65,623.83,262.82,0,573.85,116.66,835.2,414.68,57.13,85.83,185.36,743,"Nodo 1 - Pies mayores",.,.
"633","19_591_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_591_6","IFN3","19_591",6,6,0,31.83,17.25,8,233.71,19.06,54.19,46.38,0.42,2.64,4.6,5.46,88.89,57.82,31.08,0,0,0,79.12,41.49,2.92,9.55,13.04,67,"Nodo 1 - Pies mayores",.,.
"634","19_591_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_591_3","IFN3","19_591",3,3,0,14.15,25.95,11.5,528.89,15.65,81.52,44.32,0.41,3.87,6.81,8.13,278.53,188.08,90.44,0,0,186.67,259.79,123.16,10.54,24.63,40.98,199.3,"Nodo 1 - Pies mayores",.,.
"635","19_591_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_591_11","IFN3","19_591",11,11,0,14.15,25.9,10.5,526.85,16.4,81.37,40.54,0.41,3.89,6.17,7.35,253.91,171.07,82.84,0,0,180.9,237.11,115.95,10.47,24.52,40.76,191.7,"Nodo 1 - Pies mayores",.,.
"636","19_591_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_591_13","IFN3","19_591",13,13,0,14.15,23.9,11,448.63,17.83,75.08,46.03,0.41,3.57,6.54,7.77,227.55,152.6,74.94,0,0,163.26,210.03,100.68,8.14,20.35,32.54,161.7,"Nodo 1 - Pies mayores",.,.
"637","19_591_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_591_15","IFN3","19_591",15,15,0,14.15,24.75,10,481.11,17.15,77.75,40.4,0.41,3.73,5.85,6.97,221.79,148.77,73.01,0,0,167.41,202.81,102.2,9.08,22.06,35.89,169.24,"Nodo 1 - Pies mayores",.,.
"638","19_591_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_591_18","IFN3","19_591",18,18,0,31.83,16.5,6,213.82,19.8,51.84,36.36,0.44,2.56,3.37,4,61.61,39.67,21.94,0,0,0,51.85,31.62,2.54,8.61,11.51,54.28,"Nodo 1 - Pies mayores",.,.
"639","19_591_1","IFN2","19_591",48.77,22,9.06,380.26,14.9,69.13,41.17,0.44,3.37,5.07,6.12,160.52,106.53,53.99,0,0,79.81,145.66,74.97,6.28,16.79,25.81,123.85,"Nodo 3 - Pies mayores",3.4,1.56,"19_591_1","IFN3","19_591",1,1,1,14.15,23.2,12,422.73,18.46,72.88,51.72,0.4,3.44,7.23,8.6,233.92,156.87,77.05,0,0,159.26,218.69,99.77,7.41,18.99,29.94,156.11,"Nodo 1 - Pies mayores",4.6,4.5
"640","19_591_10","IFN2","19_591",138.19,11.38,7.19,101.63,16.75,35.74,63.16,0.45,1.76,3.95,4.76,35.85,22.58,13.27,0,0,0,31.13,16.09,0.79,3.63,4.06,24.58,"Nodo 3 - Pies mayores",2.93,2.19,"19_591_14","IFN3","19_591",14,14,10,127.32,9.25,6,67.2,20.49,29.06,64.86,0.44,1.44,3.38,4.01,20.17,12.47,7.7,0,0,0,14.75,9.3,0.41,2.25,2.27,14.23,"Nodo 1 - Pies mayores",0.800000000000001,1
"641","19_591_11","IFN2","19_591",15.26,28.35,11.58,631.06,12.06,89.05,40.87,0.43,4.26,6.62,8.02,332.62,226.06,106.56,0,0,212.08,312.11,149.12,13.91,30.22,52.5,245.75,"Nodo 3 - Pies mayores",3.6,1.58,"19_591_16","IFN3","19_591",16,16,11,14.15,31.25,11,766.99,11.69,98.17,35.2,0.42,4.7,6.37,7.64,381.7,260.9,120.8,0,164.65,208.03,357,177.51,18.89,37.9,69.01,303.32,"Nodo 1 - Pies mayores",6.5,1
"642","19_591_12","IFN2","19_591",15.29,34.97,11.3,960.4,7.36,109.86,32.33,0.44,5.3,6.3,7.69,486.93,335.71,151.23,0,205.81,194.29,456.98,228.99,26.89,49.2,94.59,399.67,"Nodo 3 - Pies mayores",3.82,1.3,"19_591_17","IFN3","19_591",17,17,12,14.15,35.75,12,1003.79,7.71,112.31,33.57,0.42,5.35,6.92,8.35,538.68,372.49,166.19,0,217.33,196.06,509.01,248.98,28.82,51.78,100.64,430.22,"Nodo 1 - Pies mayores",4.6,2
"643","19_591_13","IFN2","19_591",15.26,27.71,11.03,603.2,13.98,87.06,39.78,0.43,4.18,6.31,7.62,303.44,205.66,97.78,0,0,202.1,284.37,137.89,12.95,28.68,49.28,228.81,"Nodo 3 - Pies mayores",3.56,1.53,"19_591_19","IFN3","19_591",19,19,13,14.15,33.25,11.5,868.31,10.46,104.46,34.59,0.42,4.99,6.67,8.01,449.31,308.79,140.52,0,187.27,203.53,419.09,208.04,22.95,43.77,82.13,356.89,"Nodo 1 - Pies mayores",9.1,2
