"","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_trituracion_IFN2","wsw_IFN2","wb2_t_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2","TREE_ID_IFN3","TREE_ID_IFN2","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_trituracion_IFN3","wsw_IFN3","wb2_t_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"323","19_241_4","IFN2","19_241",44.86,17.09,8.23,229.3,5.06,53.68,48.16,0.49,2.67,4.23,5.25,89.71,58.35,31.36,0,0,0,79.6,41.38,2.84,9.34,12.7,66.25,"Nodo 3 - Pies mayores",3.84,2.23,"19_241_7","IFN3","19_241",7,7,4,31.83,18.85,9.5,279.07,5.49,59.22,50.4,0.46,2.9,5.13,6.28,124.75,81.98,42.77,0,0,60.06,115.56,55.66,3.86,11.73,16.72,87.98,"Nodo 1 - Pies mayores",5.6,3.5
"324","19_241_5","IFN2","19_241",179.26,15.49,8.49,188.5,6.09,48.67,54.79,0.48,2.42,4.4,5.46,76.55,49.48,27.07,0,0,0,67.23,34.29,2.08,7.44,9.65,53.46,"Nodo 3 - Pies mayores",3.74,2.49,"19_241_10","IFN3","19_241",10,10,5,31.83,18.35,10,264.46,7.24,57.65,54.5,0.45,2.81,5.48,6.69,124.53,81.78,42.75,0,0,57.57,113.87,54.28,3.55,11.02,15.51,84.36,"Nodo 1 - Pies mayores",6.6,4
"325","19_241_6","IFN2","19_241",156.32,13.09,7.48,134.56,9.46,41.12,57.11,0.48,2.05,3.88,4.79,48.85,31.1,17.74,0,0,0,41.76,22.19,1.23,5.03,6.01,34.47,"Nodo 3 - Pies mayores",3.59,2.48,"19_241_14","IFN3","19_241",14,14,6,31.83,16.5,9,213.82,9.56,51.84,54.55,0.45,2.54,4.92,5.98,91.53,59.51,32.02,0,0,0,83.34,40.62,2.54,8.61,11.51,63.29,"Nodo 1 - Pies mayores",7,4
"326","19_241_7","IFN2","19_241",152.74,11.72,6.98,107.96,13.36,36.83,59.51,0.47,1.84,3.66,4.5,36.93,23.29,13.63,0,0,0,32.29,16.85,0.87,3.9,4.42,26.03,"Nodo 3 - Pies mayores",3.47,2.48,"19_241_21","IFN3","19_241",21,21,7,31.83,13.55,8,144.2,15.41,42.57,59.04,0.45,2.09,4.43,5.34,55.8,35.67,20.12,0,0,0,49.66,24.9,1.37,5.45,6.63,38.35,"Nodo 1 - Pies mayores",5.3,3.5
"327","19_241_8","IFN2","19_241",44.86,17.39,9.57,237.52,3.99,54.63,55.01,0.48,2.69,4.98,6.21,107.51,70.26,37.25,0,0,0,96.28,47.14,3,9.73,13.34,73.21,"Nodo 3 - Pies mayores",3.84,2.57,"19_241_22","IFN3","19_241",22,22,8,31.83,21.35,10.5,358,2.4,67.07,49.18,0.46,3.27,5.67,6.97,174.91,116.24,58.67,0,0,78.2,163.34,77.06,5.71,15.66,23.71,122.14,"Nodo 1 - Pies mayores",7.8,3.5
"328","19_241_9","IFN2","19_241",44.88,19.19,9.31,289.24,1.4,60.29,48.53,0.49,2.99,4.77,5.97,126.66,83.3,43.36,0,0,61.82,114.3,57.1,4.08,12.23,17.58,91,"Nodo 3 - Pies mayores",3.94,2.31,"19_241_25","IFN3","19_241",25,25,9,31.83,22.05,9.5,381.86,0,69.27,43.08,0.47,3.41,5,6.17,168.82,112.18,56.64,0,0,81.27,156.38,77.55,6.32,16.88,25.96,126.71,"Nodo 1 - Pies mayores",6.8,2.5
"329","19_242_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_242_5","IFN3","19_242",5,5,0,14.15,23.15,8.5,420.91,1.56,72.73,36.72,0.58,3.73,3.59,5.14,166.36,110.64,55.72,0,0,86.78,152.11,80.25,7.36,18.9,29.76,136.26,"Nodo 1 - Pies mayores",.,.
"330","19_242_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_242_6","IFN3","19_242",6,6,0,14.15,27,10.5,572.56,0,84.82,38.89,0.57,4.3,4.53,6.51,275.12,185.91,89.22,0,0,190.09,256.92,126.61,11.94,27,45.81,211.35,"Nodo 1 - Pies mayores",.,.
"331","19_242_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_242_1","IFN3","19_242",1,1,0,31.83,19.95,8,312.59,3.85,62.67,40.1,0.58,3.22,3.4,4.83,117.68,77.33,40.35,0,0,63.98,104.74,56.43,4.61,13.38,19.61,94.03,"Nodo 1 - Pies mayores",.,.
"332","19_242_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_242_3","IFN3","19_242",3,3,0,14.15,23.05,9.5,417.28,2.16,72.41,41.21,0.57,3.69,4.09,5.84,183.9,122.59,61.31,0,0,88.53,170.35,85.18,7.26,18.71,29.4,140.54,"Nodo 1 - Pies mayores",.,.
"333","19_242_1","IFN2","19_242",85.4,17.7,8.63,246.09,3.72,55.61,48.76,0.56,2.83,3.82,5.29,100.63,65.69,34.94,0,0,0,91.7,45.93,3.17,10.14,14.02,73.26,"Nodo 3 - Pies mayores",4.6,3.13,"19_242_2","IFN3","19_242",2,2,1,31.83,21,8.5,346.36,2.75,65.97,40.48,0.57,3.38,3.62,5.16,137.84,91.04,46.8,0,0,71.9,126.04,65.3,5.42,15.07,22.64,108.43,"Nodo 1 - Pies mayores",7.9,3
"334","19_242_2","IFN2","19_242",86.35,23.41,9.92,430.25,0,73.53,42.38,0.56,3.72,4.38,6.12,197.58,131.99,65.59,0,0,92.18,181.21,90.36,7.62,19.38,30.69,148.05,"Nodo 3 - Pies mayores",4.91,2.92,"19_242_4","IFN3","19_242",4,4,2,14.15,26.05,8.5,532.97,0.81,81.84,32.63,0.58,4.2,3.57,5.12,208.89,140.09,68.8,0,0,105.91,191.01,103.01,10.67,24.85,41.43,179.95,"Nodo 1 - Pies mayores",7.55,1.5
"335","19_248_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_248_1","IFN3","19_248",1,1,0,14.15,29.45,10.5,681.18,1.48,92.52,35.65,0.54,4.64,4.83,6.6,325.31,221.18,104.13,0,0,213.21,303.78,152.14,15.68,33.03,58.44,259.29,"Nodo 1 - Pies mayores",.,.
"336","19_248_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_248_2","IFN3","19_248",2,2,0,14.15,26.7,11.5,559.9,2.44,83.88,43.07,0.53,4.17,5.4,7.36,294.27,199.11,95.15,0,0,193.56,274.47,130.81,11.52,26.31,44.39,213.03,"Nodo 1 - Pies mayores",.,.
"337","19_248_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_248_6","IFN3","19_248",6,6,0,14.15,26.55,11.5,553.63,3.24,83.41,43.31,0.53,4.15,5.43,7.38,291.09,196.88,94.2,0,0,193.23,271.51,129.26,11.32,25.97,43.7,210.24,"Nodo 1 - Pies mayores",.,.
"338","19_248_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_248_8","IFN3","19_248",8,8,0,14.15,23.75,3.5,443.01,5.47,74.61,14.74,0.58,3.91,1.47,1.99,73.49,47.95,25.54,0,0,0,54.95,48.96,7.98,20.05,31.97,108.95,"Nodo 1 - Pies mayores",.,.
"339","19_248_1","IFN2","19_248",51.67,20.43,10.34,327.76,5.86,64.18,50.61,0.51,3.18,5.09,6.65,158.23,104.79,53.44,0,0,71.4,144.18,69.52,4.97,14.14,20.95,109.59,"Nodo 3 - Pies mayores",4.23,2.84,"19_248_3","IFN3","19_248",3,3,1,14.15,24.75,10.5,481.11,4.78,77.75,42.42,0.53,3.89,4.92,6.68,232.61,156.21,76.4,0,0,169.46,217.22,105.33,9.08,22.06,35.89,172.36,"Nodo 1 - Pies mayores",8.55,3
"340","19_248_2","IFN2","19_248",51.67,20.55,9.65,331.68,4.15,64.56,46.97,0.52,3.23,4.66,6.11,149.66,98.99,50.67,0,0,71.25,138,67.47,5.06,14.33,21.31,108.18,"Nodo 3 - Pies mayores",4.25,2.65,"19_248_4","IFN3","19_248",4,4,2,14.15,26.25,10,541.19,4.02,82.47,38.1,0.54,4.14,4.63,6.29,248.45,167.35,81.09,0,0,179,227.18,115.75,10.92,25.29,42.33,194.29,"Nodo 1 - Pies mayores",9.95,3
"341","19_248_3","IFN2","19_248",51.59,19,10.57,283.47,7.56,59.68,55.61,0.5,2.95,5.27,6.86,140.49,92.61,47.88,0,0,62.4,130.62,60.43,3.96,11.94,17.1,93.43,"Nodo 3 - Pies mayores",4.15,3.07,"19_248_5","IFN3","19_248",5,5,3,14.15,23.55,11,435.58,6.09,73.98,46.71,0.52,3.68,5.23,7.08,221.16,148.17,73,0,0,158.68,204.14,97.59,7.77,19.66,31.22,156.24,"Nodo 1 - Pies mayores",8.7,3.5
"342","19_248_4","IFN2","19_248",65.58,28.38,13.26,632.62,0,89.16,46.73,0.5,4.35,6.61,8.73,380.46,259.42,121.03,0,0,283.24,360.38,162.53,13.96,30.31,52.68,259.49,"Nodo 3 - Pies mayores",4.53,2.76,"19_248_7","IFN3","19_248",7,7,4,14.15,36.5,13.5,1046.35,0,114.67,36.99,0.52,5.64,6.44,8.83,629.02,436.82,192.21,0,397.37,206.7,597.79,279.8,30.77,54.34,106.67,471.57,"Nodo 1 - Pies mayores",12.65,3
"343","19_259_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_259_5","IFN3","19_259",5,4,0,31.83,14.55,10.5,166.27,22.44,45.71,72.16,0.39,2.17,6.38,7.51,83.48,53.99,29.49,0,0,0,76.16,34.24,1.71,6.43,8.09,50.48,"Nodo 1 - Pies mayores",.,.
"344","19_259_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_259_7","IFN3","19_259",7,6,0,14.15,27,12.5,572.56,10.66,84.82,46.3,0.41,4.01,7.42,8.87,326.18,221.32,104.86,0,0,202.29,307.26,141.02,11.94,27,45.81,225.76,"Nodo 1 - Pies mayores",.,.
"345","19_259_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_259_11","IFN3","19_259",11,10,0,14.15,26,13,530.93,12.25,81.68,50,0.4,3.84,7.81,9.32,315.11,213.44,101.68,0,0,194.66,294.23,133.39,10.6,24.74,41.21,209.94,"Nodo 1 - Pies mayores",.,.
"346","19_259_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_259_17","IFN3","19_259",17,16,0,14.15,24.15,12,458.06,15.81,75.87,49.69,0.4,3.58,7.23,8.58,252.75,169.98,82.77,0,0,172.08,236.3,108.6,8.41,20.84,33.5,171.36,"Nodo 1 - Pies mayores",.,.
"347","19_259_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_259_21","IFN3","19_259",21,20,0,14.15,22.8,11,408.28,17.03,71.63,48.25,0.4,3.4,6.58,7.8,207.78,138.88,68.9,0,0,149.07,191.78,91.13,7.02,18.24,28.51,144.9,"Nodo 1 - Pies mayores",.,.
"348","19_259_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_259_9","IFN3","19_259",9,8,0,14.15,28.7,12.5,646.92,7.17,90.16,43.55,0.41,4.27,7.31,8.79,366.96,250.06,116.89,0,0,220.75,345.67,160.46,14.46,31.11,54.36,260.38,"Nodo 1 - Pies mayores",.,.
"349","19_259_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_259_18","IFN3","19_259",18,17,0,14.15,25.65,8,516.73,13.74,80.58,31.19,0.43,3.93,4.55,5.41,191.09,127.83,63.26,0,0,102.34,175.11,96.02,10.16,23.97,39.67,169.82,"Nodo 1 - Pies mayores",.,.
"350","19_259_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_259_23","IFN3","19_259",23,22,0,14.15,25.8,12,522.79,13,81.05,46.51,0.4,3.83,7.15,8.52,287.12,194,93.12,0,0,187.78,268.43,124.9,10.35,24.3,40.32,199.87,"Nodo 1 - Pies mayores",.,.
"351","19_259_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_259_15","IFN3","19_259",15,14,0,14.15,22.6,12,401.15,17.61,71,53.1,0.39,3.34,7.28,8.63,222.39,148.86,73.53,0,0,151.41,207.91,94.39,6.83,17.87,27.82,146.9,"Nodo 1 - Pies mayores",.,.
"352","19_259_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_259_10","IFN3","19_259",10,9,0,14.15,24.2,12,459.96,15.16,76.03,49.59,0.4,3.59,7.21,8.57,253.76,170.68,83.08,0,0,172.77,237.24,109.08,8.46,20.94,33.7,172.18,"Nodo 1 - Pies mayores",.,.
"353","19_259_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_259_20","IFN3","19_259",20,19,0,14.15,28.75,10.5,649.18,6.25,90.32,36.52,0.43,4.35,5.97,7.18,310.56,210.79,99.77,0,0,208.79,290.01,144.6,14.54,31.23,54.63,245,"Nodo 1 - Pies mayores",.,.
"354","19_259_1","IFN2","19_259",38.65,23.72,11.95,441.89,10.88,74.52,50.37,0.41,3.53,7.08,8.45,243.1,163.26,79.84,0,0,166.02,226.5,104.27,7.95,19.99,31.86,164.07,"Nodo 3 - Pies mayores",3.52,1.95,"19_259_1","IFN3","19_259",1,1,1,14.15,26.6,11.5,555.72,11.47,83.57,43.23,0.41,3.98,6.77,8.08,292.14,197.62,94.52,0,0,193.93,272.49,129.77,11.39,26.08,43.93,211.17,"Nodo 1 - Pies mayores",6.4,1.5
"355","19_259_10","IFN2","19_259",20.03,31.89,13.75,798.5,1.76,100.17,43.12,0.42,4.72,8.01,9.69,493.36,339.49,153.87,0,178.59,225.37,464.46,212.61,20.12,39.71,73.02,345.47,"Nodo 3 - Pies mayores",3.79,1.75,"19_259_16","IFN3","19_259",16,15,10,14.15,37.85,14,1125.18,0,118.91,36.99,0.42,5.61,8.09,9.83,699.06,487.12,211.94,0,430.24,203.28,664.42,309,34.48,59.12,118.11,520.71,"Nodo 1 - Pies mayores",9.75,2
"356","19_259_11","IFN2","19_259",38.64,17.53,5.65,241.26,20.81,55.06,32.26,0.43,2.72,3.22,3.8,65.31,42.18,23.13,0,0,0,55.81,34.63,3.07,9.91,13.64,61.24,"Nodo 3 - Pies mayores",3.28,1.15,"19_259_19","IFN3","19_259",19,18,11,31.83,21.4,7.5,359.68,20.52,67.23,35.05,0.42,3.27,4.36,5.14,126.51,83.42,43.09,0,0,71.91,114.39,62.9,5.75,15.75,23.87,108.27,"Nodo 1 - Pies mayores",7.15,3
"357","19_259_12","IFN2","19_259",38.65,24.14,8.97,457.8,9.11,75.85,37.15,0.43,3.69,5.08,6.08,190.1,126.96,63.13,0,0,95.27,172.66,90.66,8.4,20.83,33.48,153.37,"Nodo 3 - Pies mayores",3.59,1.47,"19_259_22","IFN3","19_259",22,21,12,14.15,27.55,10,596.12,8.99,86.55,36.3,0.43,4.18,5.71,6.85,272.73,184.34,88.39,0,0,192.43,253.59,128.2,12.72,28.29,48.47,217.68,"Nodo 1 - Pies mayores",7,2.5
"358","19_259_13","IFN2","19_259",38.66,17.82,8.17,249.3,19.84,55.97,45.85,0.41,2.71,4.79,5.65,96.54,62.97,33.58,0,0,0,85.87,45,3.23,10.29,14.28,72.8,"Nodo 3 - Pies mayores",3.27,1.67,"19_259_24","IFN3","19_259",24,23,13,31.83,17.55,9.5,241.9,21.67,55.13,54.13,0.4,2.64,5.69,6.7,108.69,71.07,37.62,0,0,0,97.72,47.85,3.08,9.94,13.69,74.57,"Nodo 1 - Pies mayores",3,3
"359","19_259_14","IFN2","19_259",20.02,28.34,9.94,630.96,3.36,89.04,35.05,0.44,4.32,5.56,6.7,286.28,193.86,92.42,0,0,198.95,267.06,135.6,13.9,30.22,52.49,232.21,"Nodo 3 - Pies mayores",3.74,1.44,"19_259_25","IFN3","19_259",25,24,14,14.15,30.2,11.5,716.31,4.23,94.88,38.08,0.43,4.55,6.56,7.92,373.2,254.74,118.46,0,155.55,218.12,348.09,169.73,16.97,35.01,62.71,284.42,"Nodo 1 - Pies mayores",5.6,3
"360","19_259_15","IFN2","19_259",20.03,33.46,11.99,879.43,0,105.13,35.82,0.43,5.03,6.78,8.22,473.63,325.97,147.66,0,191.08,206.32,447.1,216.33,23.42,44.42,83.61,367.77,"Nodo 3 - Pies mayores",3.86,1.49,"19_259_26","IFN3","19_259",26,25,15,14.15,37.55,14,1107.41,1.59,117.97,37.28,0.42,5.56,8.15,9.87,688.41,479.43,208.98,0,423.69,204.13,654.3,303.84,33.63,58.03,115.5,511.01,"Nodo 1 - Pies mayores",7.95,3.5
"361","19_259_16","IFN2","19_259",38.64,23.19,8.4,422.36,12.59,72.85,36.23,0.43,3.55,4.8,5.71,165.03,109.74,55.29,0,0,86.7,151.78,79.97,7.4,18.97,29.9,136.24,"Nodo 3 - Pies mayores",3.54,1.4,"19_259_27","IFN3","19_259",27,26,16,14.15,27.3,11.5,585.35,9.83,85.77,42.12,0.42,4.09,6.72,8.05,307.16,208.16,98.99,0,0,200.25,286.49,137.1,12.36,27.7,47.25,224.41,"Nodo 1 - Pies mayores",7.65,4.5
"362","19_259_2","IFN2","19_259",38.85,22.09,10.25,383.4,15.73,69.41,46.4,0.41,3.32,6.07,7.2,182.56,121.55,61.01,0,0,82.88,170.27,81.63,6.36,16.96,26.11,131.05,"Nodo 3 - Pies mayores",3.44,1.75,"19_259_2","IFN3","19_259",2,2,2,31.83,21.85,9.5,374.97,18.18,68.64,43.48,0.41,3.3,5.61,6.64,165.87,110.16,55.72,0,0,79.86,153.65,76.07,6.14,16.52,25.3,124.04,"Nodo 1 - Pies mayores",3.2,1
"363","19_259_3","IFN2","19_259",45.02,25.16,11.28,497.02,6.87,79.03,44.85,0.42,3.78,6.52,7.83,257.5,173.42,84.08,0,0,177.91,241.3,113.98,9.56,22.91,37.56,184.01,"Nodo 3 - Pies mayores",3.61,1.78,"19_259_3","IFN3","19_259",3,3,3,14.15,28.45,12,635.7,8.09,89.38,42.18,0.42,4.25,7.01,8.41,346.72,235.9,110.82,0,0,215.57,324.15,153.59,14.07,30.48,53.04,251.18,"Nodo 1 - Pies mayores",6.9,2.5
"364","19_259_4","IFN2","19_259",165.1,11.94,9.82,111.88,21.74,37.5,82.26,0.4,1.79,5.92,6.97,53.34,33.97,19.38,0,0,0,47.3,21.61,0.92,4.06,4.64,31.23,"Nodo 3 - Pies mayores",2.94,2.82,"19_259_4","IFN3","19_259",4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"365","19_259_5","IFN2","19_259",20.01,26.3,11.21,543.22,5.79,82.62,42.62,0.43,3.96,6.44,7.74,278.73,188.29,90.45,0,0,189.76,262.34,124.69,10.99,25.4,42.55,203.64,"Nodo 3 - Pies mayores",3.65,1.71,"19_259_6","IFN3","19_259",6,5,5,14.15,31.05,12.5,757.2,3.16,97.55,40.26,0.42,4.64,7.19,8.69,427.12,292.69,134.43,0,166.5,219.72,402.35,189.52,18.51,37.34,67.78,313.15,"Nodo 1 - Pies mayores",8.4,3
"366","19_259_6","IFN2","19_259",38.83,21.3,10.31,356.32,17.22,66.92,48.39,0.4,3.19,6.14,7.27,171,113.57,57.43,0,0,77.4,156.91,75.8,5.67,15.57,23.56,120.6,"Nodo 3 - Pies mayores",3.4,1.81,"19_259_8","IFN3","19_259",8,7,6,14.15,24.75,9.5,481.11,14.48,77.75,38.38,0.42,3.75,5.52,6.57,210.96,141.34,69.62,0,0,163.93,195.41,99.01,9.08,22.06,35.89,166.05,"Nodo 1 - Pies mayores",6.85,1
"367","19_259_7","IFN2","19_259",38.86,22.25,11.45,388.72,14.22,69.89,51.47,0.4,3.31,6.84,8.12,206.1,137.65,68.45,0,0,144.39,193.55,88.7,6.5,17.23,26.62,139.04,"Nodo 3 - Pies mayores",3.45,1.95,"19_259_12","IFN3","19_259",12,11,7,14.15,22.85,12.5,410.07,16.45,71.79,54.7,0.39,3.37,7.59,9.01,236.4,158.51,77.88,0,0,156.45,222.68,99.08,7.07,18.33,28.69,153.16,"Nodo 1 - Pies mayores",4.05,3
"368","19_259_8","IFN2","19_259",38.79,20.18,11.01,319.97,18.6,63.41,54.54,0.4,3,6.65,7.86,164.36,108.92,55.45,0,0,70.9,151.79,70.46,4.79,13.75,20.26,109.25,"Nodo 3 - Pies mayores",3.33,2.01,"19_259_13","IFN3","19_259",13,12,8,31.83,21.45,12,361.36,19.37,67.39,55.94,0.39,3.17,7.33,8.66,201.08,134.1,66.98,0,0,136.9,187.99,84.52,5.79,15.83,24.03,130.17,"Nodo 1 - Pies mayores",4.6,3
"369","19_259_9","IFN2","19_259",20.02,27.17,11.74,579.96,4.62,85.37,43.2,0.42,4.08,6.76,8.14,310.63,210.55,100.08,0,0,199.79,291.58,137.51,12.18,27.4,46.64,223.73,"Nodo 3 - Pies mayores",3.67,1.74,"19_259_14","IFN3","19_259",14,13,9,14.15,30.15,12.5,713.94,5.24,94.72,41.46,0.42,4.5,7.25,8.74,403.56,275.97,127.59,0,157.31,223.43,380.15,178.09,16.88,34.88,62.42,292.26,"Nodo 1 - Pies mayores",6.65,2.5
"370","19_262_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_262_20","IFN3","19_262",20,15,0,14.15,22.55,11.5,399.38,20.39,70.84,51,0.37,3.32,7.2,8.42,212.43,142.03,70.4,0,0,148.4,198.14,91.51,6.78,17.78,27.64,143.71,"Nodo 1 - Pies mayores",.,.
"371","19_262_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_262_22","IFN3","19_262",22,17,0,14.15,24.85,11.5,485,13,78.07,46.28,0.39,3.68,7,8.26,256.2,172.48,83.72,0,0,177.04,238.97,112.38,9.2,22.27,36.3,180.14,"Nodo 1 - Pies mayores",.,.
"372","19_262_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_262_31","IFN3","19_262",31,21,0,14.15,23.2,11.5,422.73,17.47,72.88,49.57,0.38,3.42,7.12,8.35,224.4,150.33,74.07,0,0,156.76,209.3,97.18,7.41,18.99,29.94,153.52,"Nodo 1 - Pies mayores",.,.
"373","19_262_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_262_48","IFN3","19_262",48,31,0,14.15,27.35,13.5,587.5,4.73,85.92,49.36,0.4,4.02,8.14,9.71,360.48,245.26,115.22,0,0,270.95,342.58,151.97,12.43,27.82,47.49,239.71,"Nodo 1 - Pies mayores",.,.
"374","19_262_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_262_53","IFN3","19_262",53,34,0,14.15,22.8,13,408.28,19.24,71.63,57.02,0.37,3.32,8.24,9.64,244.59,164.13,80.46,0,0,158.3,228.38,101.04,7.02,18.24,28.51,154.81,"Nodo 1 - Pies mayores",.,.
"375","19_262_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_262_6","IFN3","19_262",6,5,0,14.15,25.4,13.5,506.71,10.17,79.8,53.15,0.38,3.71,8.32,9.84,312.54,211.53,101.01,0,0,191.98,297.03,129.96,9.85,23.43,38.6,201.84,"Nodo 1 - Pies mayores",.,.
"376","19_262_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_262_14","IFN3","19_262",14,10,0,14.15,24.8,15,483.05,13.69,77.91,60.48,0.37,3.57,9.52,11.21,330.79,224.06,106.73,0,0,249.62,312.26,131.87,9.14,22.17,36.09,199.27,"Nodo 1 - Pies mayores",.,.
"377","19_262_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_262_42","IFN3","19_262",42,27,0,14.15,23.1,12,419.1,18.07,72.57,51.95,0.38,3.39,7.49,8.78,231.98,155.52,76.46,0,0,157.94,216.88,98.86,7.31,18.8,29.58,154.55,"Nodo 1 - Pies mayores",.,.
"378","19_262_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_262_45","IFN3","19_262",45,29,0,14.15,25.35,12.5,504.71,11.6,79.64,49.31,0.39,3.73,7.66,9.05,288.82,195.09,93.73,0,0,185.55,272.07,123.41,9.79,23.32,38.38,194.91,"Nodo 1 - Pies mayores",.,.
"379","19_262_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_262_9","IFN3","19_262",9,7,0,14.15,23.9,13.5,448.63,15.01,75.08,56.49,0.37,3.48,8.47,9.96,277.92,187.29,90.63,0,0,175.57,264.12,114.26,8.14,20.35,32.54,175.28,"Nodo 1 - Pies mayores",.,.
"380","19_262_1","IFN2","19_262",33.72,17.26,11.43,233.99,37.93,54.23,66.22,0.29,2.44,8.15,9.18,126.08,82.7,43.38,0,0,0,116.12,51.79,2.93,9.56,13.06,77.35,"Nodo 3 - Pies mayores",1.86,1.43,"19_262_1","IFN3","19_262",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"381","19_262_10","IFN2","19_262",33.56,15.46,10.4,187.61,42.24,48.55,67.28,0.28,2.19,7.44,8.35,92.91,60.33,32.58,0,0,0,84.99,38.68,2.07,7.4,9.58,57.73,"Nodo 3 - Pies mayores",1.76,1.4,"19_262_12","IFN3","19_262",12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
