"","PLOT_ID","Hoja_arboles.x","INVENTORY_ID_IFN2","ID_sp1.x","ID_sp2.x","Precipitacion_Media_Anual.x","Temperatura_Media_Anual.x","Indice_Martonne.x","Indice_Martonne_1.x","Indice_Martonne_2.x","Indice_Martonne_3.x","Indice_Martonne_4.x","Anyo.x","T_IFN2","Proporcion_sp1.x","Proporcion_sp2.x","N_IFN2","N_sp1.x","N_sp2.x","N_muerto_IFN2","N_incorporado_IFN2","G_IFN2","G_sp1.x","G_sp2.x","g_max_sp1.x","g_max_sp2.x","g_min_sp1.x","g_min_sp2.x","g_media_sp1.x","g_media_sp2.x","G_muerta_IFN2","G_incorporada_IFN2","dbh_max_sp1.x","dbh_max_sp2.x","dbh_min_sp1.x","dbh_min_sp2.x","dbh_medio_sp1.x","dbh_medio_sp2.x","dg_IFN2","dg_sp1.x","dg_sp2.x","Do_IFN2","Do_sp1.x","Do_sp2.x","Seccion_domi.nte_IFN2","Seccion_Domi.nte_sp1.x","Seccion_Domi.nte_sp2.x","h_max_sp1.x","h_max_sp2.x","h_min_sp1.x","h_min_sp2.x","h_media_sp1.x","h_media_sp2.x","Ho_IFN2","Ho_sp1.x","Ho_sp2.x","d_copa_IFN2","d_medio_copa_sp1.x","d_medio_copa_sp2.x","Do_copa_IFN2","Do_copa_sp1.x","Do_copa_sp2.x","FCC_IFN2","FCC_sp1.x","FCC_sp2.x","Esbeltez_(hq/dq).x","Esbeltez_(h100/d100).x","SDI_IFN2","SDI_sp1.x","SDI_sp2.x","SDImax.x","SDImax_sp1.x","SDImax_sp2.x","Hart_IFN2","Hart_tresbolillo_IFN2","SI_IFN2","VOB_IFN2","VUB_IFN2","VBARK_IFN2","V_muerto_IFN2","V_incorporado_IFN2","V_sp1.x","Bole_V_sp1.x","Bark_V_sp1.x","V_sp2.x","Bole_V_sp2.x","Bark_V_sp2.x","V_sierra_gruesa_IFN2","V_sierra_IFN2","V_sierra_canter_IFN2","V_trituracion_IFN2","V_desenrollo_sp1.x","V_chapa_sp1.x","V_sierra_gruesa_sp1.x","V_sierra_sp1.x","V_sierra_canter_sp1.x","V_postes_sp1.x","V_estacas_sp1.x","V_trituracion_sp1.x","V_desenrollo_sp2.x","V_chapa_sp2.x","V_sierra_gruesa_sp2.x","V_sierra_sp2.x","V_sierra_canter_sp2.x","V_postes_sp2.x","V_estacas_sp2.x","V_trituracion_sp2.x","WSW_IFN2","WB2_t_IFN2","WTBL_IFN2","WR_IFN2","WT_IFN2","WT_muerta_IFN2","WT_incorporada_IFN2","WSW_sp1.x","WSB_sp1.x","WSWB_sp1.x","WTHICKB_sp1.x","WSTB_sp1.x","WB2_7_sp1.x","WB_2_T_sp1.x","WTHINB_sp1.x","WB05_sp1.x","WB05_7_sp1.x","WB0_2_sp1.x","WDB_sp1.x","WL_sp1.x","WTBL_sp1.x","WBL0_7_sp1.x","WR_sp1.x","WT_sp1.x","WSW_sp2.x","WSB_sp2.x","WSWB_sp2.x","WTHICKB_sp2.x","WSTB_sp2.x","WB2_7_sp2.x","WB_2_T_sp2.x","WTHINB_sp2.x","WB05_sp2.x","WB05_7_sp2.x","WB0_2_sp2.x","WDB_sp2.x","WL_sp2.x","WTBL_sp2.x","WBL0_7_sp2.x","WR_sp2.x","WT_sp2.x","W_descorchado.x","V_descorchado.x","ID_esce.rio","Hoja_arboles.y","INVENTORY_ID_IFN3","ID_sp1.y","ID_sp2.y","Precipitacion_Media_Anual.y","Temperatura_Media_Anual.y","Indice_Martonne.y","Indice_Martonne_1.y","Indice_Martonne_2.y","Indice_Martonne_3.y","Indice_Martonne_4.y","Anyo.y","T_IFN3","Proporcion_sp1.y","Proporcion_sp2.y","N_IFN3","N_sp1.y","N_sp2.y","N_muerto_IFN3.x","N_incorporado_IFN3.x","G_IFN3","G_sp1.y","G_sp2.y","g_max_sp1.y","g_max_sp2.y","g_min_sp1.y","g_min_sp2.y","g_media_sp1.y","g_media_sp2.y","G_muerta_IFN3.x","G_incorporada_IFN3.x","dbh_max_sp1.y","dbh_max_sp2.y","dbh_min_sp1.y","dbh_min_sp2.y","dbh_medio_sp1.y","dbh_medio_sp2.y","dg_IFN3","dg_sp1.y","dg_sp2.y","Do_IFN3","Do_sp1.y","Do_sp2.y","Seccion_domi.nte_IFN3","Seccion_Domi.nte_sp1.y","Seccion_Domi.nte_sp2.y","h_max_sp1.y","h_max_sp2.y","h_min_sp1.y","h_min_sp2.y","h_media_sp1.y","h_media_sp2.y","Ho_IFN3","Ho_sp1.y","Ho_sp2.y","d_copa_IFN3","d_medio_copa_sp1.y","d_medio_copa_sp2.y","Do_copa_IFN3","Do_copa_sp1.y","Do_copa_sp2.y","FCC_IFN3","FCC_sp1.y","FCC_sp2.y","Esbeltez_(hq/dq).y","Esbeltez_(h100/d100).y","SDI_IFN3","SDI_sp1.y","SDI_sp2.y","SDImax.y","SDImax_sp1.y","SDImax_sp2.y","Hart_IFN3","Hart_tresbolillo_IFN3","SI_IFN3","VOB_IFN3","VUB_IFN3","VBARK_IFN3","V_muerto_IFN3.x","V_incorporado_IFN3.x","V_sp1.y","Bole_V_sp1.y","Bark_V_sp1.y","V_sp2.y","Bole_V_sp2.y","Bark_V_sp2.y","V_sierra_gruesa_IFN3","V_sierra_IFN3","V_sierra_canter_IFN3","V_trituracion_IFN3","V_desenrollo_sp1.y","V_chapa_sp1.y","V_sierra_gruesa_sp1.y","V_sierra_sp1.y","V_sierra_canter_sp1.y","V_postes_sp1.y","V_estacas_sp1.y","V_trituracion_sp1.y","V_desenrollo_sp2.y","V_chapa_sp2.y","V_sierra_gruesa_sp2.y","V_sierra_sp2.y","V_sierra_canter_sp2.y","V_postes_sp2.y","V_estacas_sp2.y","V_trituracion_sp2.y","WSW_IFN3","WB2_t_IFN3","WTBL_IFN3","WR_IFN3","WT_IFN3","WT_muerta_IFN3.x","WT_incorporada_IFN3.x","WSW_sp1.y","WSB_sp1.y","WSWB_sp1.y","WTHICKB_sp1.y","WSTB_sp1.y","WB2_7_sp1.y","WB_2_T_sp1.y","WTHINB_sp1.y","WB05_sp1.y","WB05_7_sp1.y","WB0_2_sp1.y","WDB_sp1.y","WL_sp1.y","WTBL_sp1.y","WBL0_7_sp1.y","WR_sp1.y","WT_sp1.y","WSW_sp2.y","WSB_sp2.y","WSWB_sp2.y","WTHICKB_sp2.y","WSTB_sp2.y","WB2_7_sp2.y","WB_2_T_sp2.y","WTHINB_sp2.y","WB05_sp2.y","WB05_7_sp2.y","WB0_2_sp2.y","WDB_sp2.y","WL_sp2.y","WTBL_sp2.y","WBL0_7_sp2.y","WR_sp2.y","WT_sp2.y","W_descorchado.y","V_descorchado.y","G_incorporada_IFN3.y","N_incorporado_IFN3.y","V_incorporado_IFN3.y","WT_incorporada_IFN3.y","G_cortada_IFN3","N_cortado_IFN3","V_cortado_IFN3","WT_cortada_IFN3","G_muerta_IFN3.y","N_muerto_IFN3.y","V_muerto_IFN3.y","WT_muerta_IFN3.y"
"11","19_2197","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,31,.,.,272.4,.,.,0,46.05,16.41,.,.,.,.,.,.,.,.,.,1.6,.,.,.,.,.,.,27.69,.,.,32.04,.,.,807.72,.,.,.,.,.,.,.,.,9.67,.,.,4.2,.,.,4.27,.,.,0.39,.,.,33.46,30.19,321.82,.,.,.,.,.,62.63,67.3,19.99,70.61,47.83,22.78,0,5.78,.,.,.,.,.,.,0,11.11,35.22,65.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34.12,3.7,7.89,13.83,59.54,.,3.33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,30,.,.,173.3,.,.,0,0,10.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27.82,.,.,31.25,.,.,769.41,.,.,.,.,.,.,.,.,9.63,.,.,4.28,.,.,4.36,.,.,0.26,.,.,31.93,30.83,206.21,.,.,.,.,.,78.86,84.74,18.91,44.24,29.99,14.25,.,.,.,.,.,.,.,.,0,10.04,20.73,40.88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21.63,2.41,5.08,8.97,38.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"12","19_2200","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,21,.,.,928.96,.,.,0,196.85,22.78,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,17.67,.,.,23.64,.,.,440.21,.,.,.,.,.,.,.,.,9.08,.,.,2.69,.,.,2.73,.,.,0.54,.,.,40.3,38.4,527.76,.,.,.,.,.,36.15,38.84,24.44,80.26,52.47,27.8,0,18.1,.,.,.,.,.,.,0,0,24.08,72.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38.89,3.12,9.5,13.49,65,.,8.89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,20,.,.,523.44,.,.,0,0,9.77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.42,.,.,19.95,.,.,313.84,.,.,.,.,.,.,.,.,9.92,.,.,2.36,.,.,2.42,.,.,0.24,.,.,58.07,49.74,238.12,.,.,.,.,.,44.05,47.34,23.6,43.33,28.23,15.1,.,.,.,.,.,.,.,.,0,0,12.12,38.71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.95,1.18,3.92,5.27,29.32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"13","19_241","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,30,.,.,827.17,.,.,0,158.72,18.76,.,.,.,.,.,.,.,.,.,2.91,.,.,.,.,.,.,16.99,.,.,21.78,.,.,372.79,.,.,.,.,.,.,.,.,10.8,.,.,2.58,.,.,2.62,.,.,0.44,.,.,51.6,49.58,440.95,.,.,.,.,.,32.19,34.59,20.49,79.97,52.28,27.69,0,11.42,.,.,.,.,.,.,0,0,17.27,72.32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35.87,2.41,7.7,10.65,56.63,.,4.67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,30,.,.,891.27,.,.,0,0,18.32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16.18,.,.,21.63,.,.,367.79,.,.,.,.,.,.,.,.,10.5,.,.,2.44,.,.,2.49,.,.,0.43,.,.,55.36,48.53,438.7,.,.,.,.,.,31.9,34.28,20.08,80.61,52.63,27.98,.,.,.,.,.,.,.,.,0,0,19.34,73.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35.56,2.29,7.45,10.16,55.46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10.37883993,604.77,43.7748441,29.8094316,.,.,.,.,.,.,.,.
"14","19_242","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,30,.,.,148.16,.,.,0,84.49,6.22,.,.,.,.,.,.,.,.,.,3.17,.,.,.,.,.,.,23.13,.,.,24.34,.,.,470.14,.,.,.,.,.,.,.,.,10.21,.,.,3.64,.,.,3.66,.,.,0.16,.,.,43.01,41.94,130.51,.,.,.,.,.,80.48,86.48,18.71,28.9,19.32,9.57,0,13.97,.,.,.,.,.,.,0,0,18.34,26.56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13.18,1.12,2.81,4.47,21.57,.,6.56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,30,.,.,120.25,.,.,0,0,4.85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22.65,.,.,23.04,.,.,421.43,.,.,.,.,.,.,.,.,8.87,.,.,3.62,.,.,3.64,.,.,0.13,.,.,38.73,38.49,102.42,.,.,.,.,.,102.85,110.52,17.93,19.94,13.27,6.66,.,.,.,.,.,.,.,.,0,0,10.99,18.24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.46,0.85,2.17,3.42,15.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.99118522,74.28,12.5948814,9.9002974,.,.,.,.,.,.,.,.
"15","19_248","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,35,.,.,210.34,.,.,0,100.7,9.97,.,.,.,.,.,.,.,.,.,4.4,.,.,.,.,.,.,24.57,.,.,26.83,.,.,577.35,.,.,.,.,.,.,.,.,12.11,.,.,3.74,.,.,3.78,.,.,0.24,.,.,47.54,45.14,204.49,.,.,.,.,.,56.93,61.18,18.52,54.62,36.89,17.73,0,23.19,.,.,.,.,.,.,0,8.38,31.36,50.96,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23.7,1.95,4.6,7.6,37.85,.,10.76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,35,.,.,113.18,.,.,0,0,6.71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27.47,.,.,27.67,.,.,613.45,.,.,.,.,.,.,.,.,10.15,.,.,4.28,.,.,4.32,.,.,0.17,.,.,37.7,36.69,131.97,.,.,.,.,.,92.6,99.5,18.21,32.76,22.26,10.49,.,.,.,.,.,.,.,.,0,5.62,18.59,30.43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14.99,1.49,3.21,5.58,25.27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.1663738,56.6,13.925864,11.1998665,.,.,.,.,.,.,.,.
"16","19_259","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,35,.,.,646.47,.,.,0,130.1,27.64,.,.,.,.,.,.,.,.,.,4.62,.,.,.,.,.,.,23.33,.,.,31.19,.,.,770.69,.,.,.,.,.,.,.,.,12.4,.,.,3.36,.,.,3.47,.,.,0.61,.,.,47.16,39.76,577.77,.,.,.,.,.,31.72,34.09,21.26,140.76,94.82,45.94,0,22.09,.,.,.,.,.,.,0,18.08,73.75,131.11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62.55,5.41,12.73,21.02,101.71,.,11.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,35,.,.,456.24,.,.,0,0,22.97,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25.32,.,.,32,.,.,814.84,.,.,.,.,.,.,.,.,12.5,.,.,3.7,.,.,3.79,.,.,0.51,.,.,44.78,39.05,465.72,.,.,.,.,.,37.47,40.26,20.69,120.73,81.77,38.95,.,.,.,.,.,.,.,.,0,18.86,65.11,112.83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53.59,4.82,10.79,18.35,87.55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.83991981,173.33,41.3390234,29.1442349,0,0,0,0,.,.,.,.
"17","19_262","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,40,.,.,1596.29,.,.,0,167.44,58.01,.,.,.,.,.,.,.,.,.,5.19,.,.,.,.,.,.,21.51,.,.,28.82,.,.,652.99,.,.,.,.,.,.,.,.,11.62,.,.,2.97,.,.,3.05,.,.,1.17,.,.,49.61,40.32,1249.55,.,.,.,.,.,21.54,23.14,19.04,290.8,194.34,96.47,0,24.76,.,.,.,.,.,.,0,5,158.86,269.49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,128.07,10.07,25.86,40.61,204.61,.,13.26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,40,.,.,633.08,.,.,0,0,27.85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23.67,.,.,28.61,.,.,644.21,.,.,.,.,.,.,.,.,13.35,.,.,3.44,.,.,3.48,.,.,0.6,.,.,52.88,46.66,578.98,.,.,.,.,.,29.77,31.99,20.2,160.32,107.98,52.34,.,.,.,.,.,.,.,.,0,4.65,98.15,150.32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67.82,5.18,12.68,20.5,106.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.60110235,141.5,38.7731225,25.438021,0,0,0,0,.,.,.,.
"18","19_270","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,35,.,.,91.96,.,.,0,0,6.76,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,30.6,.,.,30.39,.,.,735.59,.,.,.,.,.,.,.,.,12.62,.,.,4.71,.,.,4.74,.,.,0.16,.,.,41.55,41.55,127.84,.,.,.,.,.,82.6,88.76,20.71,38.94,26.71,12.23,0,0,.,.,.,.,.,.,0,10.71,21.34,36.62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17.15,1.67,3.34,6.08,28.25,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,35,.,.,99.03,.,.,0,0,8.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32.62,.,.,31.99,.,.,835.61,.,.,.,.,.,.,.,.,11.64,.,.,4.95,.,.,5.05,.,.,0.2,.,.,36.39,36.39,152.74,.,.,.,.,.,86.31,92.75,19.81,44.45,30.64,13.8,.,.,.,.,.,.,.,.,0,18.66,16.4,41.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20.38,2.29,4.2,8.04,34.91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.2740465,42.45,11.2290155,8.402553,.,.,.,.,.,.,.,.
"19","19_271","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,35,.,.,1561.53,.,.,0,146.83,59.68,.,.,.,.,.,.,.,.,.,4.87,.,.,.,.,.,.,22.06,.,.,30.32,.,.,722.46,.,.,.,.,.,.,.,.,13.76,.,.,2.98,.,.,3.06,.,.,1.15,.,.,61.07,45.4,1273.6,.,.,.,.,.,18.39,19.76,23.37,370.58,249.34,121.25,0,29.07,.,.,.,.,.,.,0,23.08,215.46,347.57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,151.55,10.7,26.84,42.72,231.81,.,13.65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,35,.,.,445.63,.,.,0,0,24.72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26.58,.,.,32.14,.,.,814.07,.,.,.,.,.,.,.,.,15.77,.,.,3.77,.,.,3.84,.,.,0.52,.,.,57.78,49.06,492.28,.,.,.,.,.,30.04,32.28,23.98,171.48,117.12,54.36,.,.,.,.,.,.,.,.,0,36.12,105.83,162.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69.19,5.36,11.75,20.26,106.56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.28562275,141.5,49.4968415,30.3946245,0,0,0,0,.,.,.,.
"20","19_274","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,35,.,.,583.45,.,.,0,98.91,27.29,.,.,.,.,.,.,.,.,.,4.01,.,.,.,.,.,.,24.4,.,.,29.02,.,.,661.92,.,.,.,.,.,.,.,.,11.54,.,.,3.61,.,.,3.65,.,.,0.61,.,.,41.65,39.77,560.88,.,.,.,.,.,35.87,38.55,20.59,130.05,87.45,42.6,0,18.1,.,.,.,.,.,.,0,5.34,75.67,120.88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59.27,5.26,12.55,20.6,97.69,.,9.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,35,.,.,311.24,.,.,0,0,22.24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30.16,.,.,33.77,.,.,897.8,.,.,.,.,.,.,.,.,12.56,.,.,4.47,.,.,4.5,.,.,0.5,.,.,39.42,37.18,422.58,.,.,.,.,.,45.14,48.51,20.62,120.08,82.13,37.95,.,.,.,.,.,.,.,.,0,32.81,63.37,112.62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53.97,5.37,10.91,19.72,89.98,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11.45047715,169.8,61.1383295,45.566679,0,0,0,0,.,.,.,.
"21","19_561","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,45,.,.,234.56,.,.,0,0,25.38,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,37.11,.,.,43.83,.,.,1528,.,.,.,.,.,.,.,.,14.57,.,.,5.32,.,.,5.43,.,.,0.54,.,.,35.22,33.24,446.46,.,.,.,.,.,44.81,48.15,20.85,153.93,107.69,46.25,0,0,.,.,.,.,.,.,9.54,96.25,39.14,145.62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68.77,8.23,13.47,27.57,118.04,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,45,.,.,151.23,.,.,0,0,13.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33.44,.,.,37.03,.,.,1116.65,.,.,.,.,.,.,.,.,13.73,.,.,4.87,.,.,5.04,.,.,0.3,.,.,40.57,37.06,242.91,.,.,.,.,.,59.25,63.66,19.43,80.38,55.83,24.55,.,.,.,.,.,.,.,.,6.3,44.39,24.2,75.81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35.61,4,6.89,13.66,60.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.78758764,10.18,10.5210809,8.8725317,0,0,0,0,1.19897244,31.83,6.222765,4.2286155
"22","19_564","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,25,.,.,80.97,.,.,0,49.14,4.04,.,.,.,.,.,.,.,.,.,2.09,.,.,.,.,.,.,25.2,.,.,25.2,.,.,498.82,.,.,.,.,.,.,.,.,8.94,.,.,4.07,.,.,4.07,.,.,0.11,.,.,35.48,35.48,82.03,.,.,.,.,.,124.28,133.55,20.5,16.67,11.17,5.5,0,7.95,.,.,.,.,.,.,0,0,8.26,15.11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8.02,0.78,1.86,3.06,13.72,.,3.99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,25,.,.,42.44,.,.,0,0,2.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25.8,.,.,25.75,.,.,522.78,.,.,.,.,.,.,.,.,7.83,.,.,4.25,.,.,4.26,.,.,0.06,.,.,30.42,30.42,44.68,.,.,.,.,.,195.96,210.57,18.65,8.05,5.39,2.66,.,.,.,.,.,.,.,.,0,0,4.32,7.35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.08,0.44,1.03,1.72,7.27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.34791485,28.3,4.849205,4.3170235,.,.,.,.,.,.,.,.
"23","19_568","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,30,.,.,1200.48,.,.,0,213.71,33.22,.,.,.,.,.,.,.,.,.,6.61,.,.,.,.,.,.,18.77,.,.,26.26,.,.,541.77,.,.,.,.,.,.,.,.,7.31,.,.,2.8,.,.,2.85,.,.,0.77,.,.,39.96,27.83,752.61,.,.,.,.,.,39.49,42.43,17.75,116.94,76.59,40.35,0,21.27,.,.,.,.,.,.,0,0,31.54,104.62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57.21,4.86,14.12,20.6,96.78,.,13.32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,30,.,.,1036.28,.,.,0,0,27.51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.39,.,.,24.91,.,.,488.73,.,.,.,.,.,.,.,.,8.21,.,.,2.76,.,.,2.81,.,.,0.64,.,.,42.09,32.97,628.13,.,.,.,.,.,37.83,40.65,17.25,100.59,65.85,34.74,.,.,.,.,.,.,.,.,0,0,24.79,89.92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48.34,3.91,11.6,16.74,80.59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11.85104317,484.54,44.4864502,34.7831396,.,.,.,.,.,.,.,.
