"","PLOT_ID","Hoja_arboles.x","INVENTORY_ID_IFN2","ID_sp1.x","ID_sp2.x","Precipitacion_Media_Anual.x","Temperatura_Media_Anual.x","Indice_Martonne.x","Indice_Martonne_1.x","Indice_Martonne_2.x","Indice_Martonne_3.x","Indice_Martonne_4.x","Anyo.x","T_IFN2","Proporcion_sp1.x","Proporcion_sp2.x","N_IFN2","N_sp1.x","N_sp2.x","N_muerto_IFN2","N_incorporado_IFN2","G_IFN2","G_sp1.x","G_sp2.x","g_max_sp1.x","g_max_sp2.x","g_min_sp1.x","g_min_sp2.x","g_media_sp1.x","g_media_sp2.x","G_muerta_IFN2","G_incorporada_IFN2","dbh_max_sp1.x","dbh_max_sp2.x","dbh_min_sp1.x","dbh_min_sp2.x","dbh_medio_sp1.x","dbh_medio_sp2.x","dg_IFN2","dg_sp1.x","dg_sp2.x","Do_IFN2","Do_sp1.x","Do_sp2.x","Seccion_dominante_IFN2","Seccion_Dominante_sp1.x","Seccion_Dominante_sp2.x","h_max_sp1.x","h_max_sp2.x","h_min_sp1.x","h_min_sp2.x","h_media_sp1.x","h_media_sp2.x","Ho_IFN2","Ho_sp1.x","Ho_sp2.x","d_copa_IFN2","d_medio_copa_sp1.x","d_medio_copa_sp2.x","Do_copa_IFN2","Do_copa_sp1.x","Do_copa_sp2.x","FCC_IFN2","FCC_sp1.x","FCC_sp2.x","Esbeltez_(hq/dq).x","Esbeltez_(h100/d100).x","SDI_IFN2","SDI_sp1.x","SDI_sp2.x","SDImax.x","SDImax_sp1.x","SDImax_sp2.x","Hart_IFN2","Hart_tresbolillo_IFN2","SI_IFN2","VOB_IFN2","VUB_IFN2","VBARK_IFN2","V_muerto_IFN2","V_incorporado_IFN2","V_sp1.x","Bole_V_sp1.x","Bark_V_sp1.x","V_sp2.x","Bole_V_sp2.x","Bark_V_sp2.x","V_sierra_gruesa_IFN2","V_sierra_IFN2","V_sierra_canter_IFN2","V_trituracion_IFN2","V_desenrollo_sp1.x","V_chapa_sp1.x","V_sierra_gruesa_sp1.x","V_sierra_sp1.x","V_sierra_canter_sp1.x","V_postes_sp1.x","V_estacas_sp1.x","V_trituracion_sp1.x","V_desenrollo_sp2.x","V_chapa_sp2.x","V_sierra_gruesa_sp2.x","V_sierra_sp2.x","V_sierra_canter_sp2.x","V_postes_sp2.x","V_estacas_sp2.x","V_trituracion_sp2.x","WSW_IFN2","WB2_t_IFN2","WTBL_IFN2","WR_IFN2","WT_IFN2","WT_muerta_IFN2","WT_incorporada_IFN2","WSW_sp1.x","WSB_sp1.x","WSWB_sp1.x","WTHICKB_sp1.x","WSTB_sp1.x","WB2_7_sp1.x","WB_2_T_sp1.x","WTHINB_sp1.x","WB05_sp1.x","WB05_7_sp1.x","WB0_2_sp1.x","WDB_sp1.x","WL_sp1.x","WTBL_sp1.x","WBL0_7_sp1.x","WR_sp1.x","WT_sp1.x","WSW_sp2.x","WSB_sp2.x","WSWB_sp2.x","WTHICKB_sp2.x","WSTB_sp2.x","WB2_7_sp2.x","WB_2_T_sp2.x","WTHINB_sp2.x","WB05_sp2.x","WB05_7_sp2.x","WB0_2_sp2.x","WDB_sp2.x","WL_sp2.x","WTBL_sp2.x","WBL0_7_sp2.x","WR_sp2.x","WT_sp2.x","W_descorchado.x","V_descorchado.x","ID_escenario","Hoja_arboles.y","INVENTORY_ID_IFN3","ID_sp1.y","ID_sp2.y","Precipitacion_Media_Anual.y","Temperatura_Media_Anual.y","Indice_Martonne.y","Indice_Martonne_1.y","Indice_Martonne_2.y","Indice_Martonne_3.y","Indice_Martonne_4.y","Anyo.y","T_IFN3","Proporcion_sp1.y","Proporcion_sp2.y","N_IFN3","N_sp1.y","N_sp2.y","N_muerto_IFN3.x","N_incorporado_IFN3.x","G_IFN3","G_sp1.y","G_sp2.y","g_max_sp1.y","g_max_sp2.y","g_min_sp1.y","g_min_sp2.y","g_media_sp1.y","g_media_sp2.y","G_muerta_IFN3.x","G_incorporada_IFN3.x","dbh_max_sp1.y","dbh_max_sp2.y","dbh_min_sp1.y","dbh_min_sp2.y","dbh_medio_sp1.y","dbh_medio_sp2.y","dg_IFN3","dg_sp1.y","dg_sp2.y","Do_IFN3","Do_sp1.y","Do_sp2.y","Seccion_dominante_IFN3","Seccion_Dominante_sp1.y","Seccion_Dominante_sp2.y","h_max_sp1.y","h_max_sp2.y","h_min_sp1.y","h_min_sp2.y","h_media_sp1.y","h_media_sp2.y","Ho_IFN3","Ho_sp1.y","Ho_sp2.y","d_copa_IFN3","d_medio_copa_sp1.y","d_medio_copa_sp2.y","Do_copa_IFN3","Do_copa_sp1.y","Do_copa_sp2.y","FCC_IFN3","FCC_sp1.y","FCC_sp2.y","Esbeltez_(hq/dq).y","Esbeltez_(h100/d100).y","SDI_IFN3","SDI_sp1.y","SDI_sp2.y","SDImax.y","SDImax_sp1.y","SDImax_sp2.y","Hart_IFN3","Hart_tresbolillo_IFN3","SI_IFN3","VOB_IFN3","VUB_IFN3","VBARK_IFN3","V_muerto_IFN3.x","V_incorporado_IFN3.x","V_sp1.y","Bole_V_sp1.y","Bark_V_sp1.y","V_sp2.y","Bole_V_sp2.y","Bark_V_sp2.y","V_sierra_gruesa_IFN3","V_sierra_IFN3","V_sierra_canter_IFN3","V_trituracion_IFN3","V_desenrollo_sp1.y","V_chapa_sp1.y","V_sierra_gruesa_sp1.y","V_sierra_sp1.y","V_sierra_canter_sp1.y","V_postes_sp1.y","V_estacas_sp1.y","V_trituracion_sp1.y","V_desenrollo_sp2.y","V_chapa_sp2.y","V_sierra_gruesa_sp2.y","V_sierra_sp2.y","V_sierra_canter_sp2.y","V_postes_sp2.y","V_estacas_sp2.y","V_trituracion_sp2.y","WSW_IFN3","WB2_t_IFN3","WTBL_IFN3","WR_IFN3","WT_IFN3","WT_muerta_IFN3.x","WT_incorporada_IFN3.x","WSW_sp1.y","WSB_sp1.y","WSWB_sp1.y","WTHICKB_sp1.y","WSTB_sp1.y","WB2_7_sp1.y","WB_2_T_sp1.y","WTHINB_sp1.y","WB05_sp1.y","WB05_7_sp1.y","WB0_2_sp1.y","WDB_sp1.y","WL_sp1.y","WTBL_sp1.y","WBL0_7_sp1.y","WR_sp1.y","WT_sp1.y","WSW_sp2.y","WSB_sp2.y","WSWB_sp2.y","WTHICKB_sp2.y","WSTB_sp2.y","WB2_7_sp2.y","WB_2_T_sp2.y","WTHINB_sp2.y","WB05_sp2.y","WB05_7_sp2.y","WB0_2_sp2.y","WDB_sp2.y","WL_sp2.y","WTBL_sp2.y","WBL0_7_sp2.y","WR_sp2.y","WT_sp2.y","W_descorchado.y","V_descorchado.y","G_incorporada_IFN3.y","N_incorporado_IFN3.y","V_incorporado_IFN3.y","WT_incorporada_IFN3.y","G_cortada_IFN3","N_cortado_IFN3","V_cortado_IFN3","WT_cortada_IFN3","G_muerta_IFN3.y","N_muerto_IFN3.y","V_muerto_IFN3.y","WT_muerta_IFN3.y"
"21","19_561","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,45,NA,NA,234.56,NA,NA,0,0,25.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,37.11,NA,NA,43.83,NA,NA,1528,NA,NA,NA,NA,NA,NA,NA,NA,14.57,NA,NA,5.32,NA,NA,5.43,NA,NA,0.54,NA,NA,35.22,33.24,495.15,NA,NA,869.38,NA,NA,44.81,48.15,20.85,153.93,107.69,46.25,0,0,NA,NA,NA,NA,NA,NA,9.54,96.25,39.14,145.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.77,8.23,13.47,27.57,118.04,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,151.23,NA,NA,0,0,13.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.44,NA,NA,37.03,NA,NA,1116.65,NA,NA,NA,NA,NA,NA,NA,NA,13.73,NA,NA,4.87,NA,NA,5.04,NA,NA,0.3,NA,NA,40.57,37.06,242.91,NA,NA,NA,NA,NA,59.25,63.66,19.43,80.38,55.83,24.55,NA,NA,NA,NA,NA,NA,NA,NA,6.3,44.39,24.2,75.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.61,4,6.89,13.66,60.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78758764,10.18,10.5210809,8.8725317,0,0,0,0,1.19897244,31.83,6.222765,4.2286155
"22","19_564","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,25,NA,NA,31.83,NA,NA,0,0,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,25.4,NA,NA,25.4,NA,NA,506.75,NA,NA,NA,NA,NA,NA,NA,NA,9.16,NA,NA,4.2,NA,NA,4.2,NA,NA,0.04,NA,NA,36.05,36.05,32.8,NA,NA,869.38,NA,NA,193.59,208.02,20.5,6.81,4.57,2.24,0,0,NA,NA,NA,NA,NA,NA,0,0,5.32,6.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,0.31,0.75,1.23,5.54,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,42.44,NA,NA,0,0,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8,NA,NA,25.75,NA,NA,522.78,NA,NA,NA,NA,NA,NA,NA,NA,7.83,NA,NA,4.25,NA,NA,4.26,NA,NA,0.06,NA,NA,30.42,30.42,44.68,NA,NA,NA,NA,NA,195.96,210.57,18.65,8.05,5.39,2.66,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4.32,7.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08,0.44,1.03,1.72,7.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34791485,28.3,4.849205,4.3170235,NA,NA,NA,NA,NA,NA,NA,NA
"23","19_568","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,30,NA,NA,986.76,NA,NA,0,0,25.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,18.26,NA,NA,23.54,NA,NA,438.03,NA,NA,NA,NA,NA,NA,NA,NA,7.67,NA,NA,2.77,NA,NA,2.8,NA,NA,0.61,NA,NA,41.21,32.58,544.94,NA,NA,869.38,NA,NA,41.52,44.61,17.75,92.17,60.23,31.95,0,0,NA,NA,NA,NA,NA,NA,0,0,22.95,82.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.61,3.59,10.85,15.49,74.54,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,1036.28,NA,NA,0,0,27.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.39,NA,NA,24.91,NA,NA,488.73,NA,NA,NA,NA,NA,NA,NA,NA,8.21,NA,NA,2.76,NA,NA,2.81,NA,NA,0.64,NA,NA,42.09,32.97,628.13,NA,NA,NA,NA,NA,37.83,40.65,17.25,100.59,65.85,34.74,NA,NA,NA,NA,NA,NA,NA,NA,0,0,24.79,89.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.34,3.91,11.6,16.74,80.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85104317,484.54,44.4864502,34.7831396,NA,NA,NA,NA,NA,NA,NA,NA
"24","19_578","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,35,NA,NA,668.45,NA,NA,0,0,18.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,18.94,NA,NA,26.42,NA,NA,549.46,NA,NA,NA,NA,NA,NA,NA,NA,12.16,NA,NA,2.79,NA,NA,2.87,NA,NA,0.43,NA,NA,54.04,46.03,395.27,NA,NA,869.38,NA,NA,31.81,34.18,20.61,94.48,62.75,31.73,0,0,NA,NA,NA,NA,NA,NA,0,0,44.86,87.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9,2.92,8.11,12.15,64.08,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,498.69,NA,NA,0,0,12.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.09,NA,NA,24.5,NA,NA,475.21,NA,NA,NA,NA,NA,NA,NA,NA,10.57,NA,NA,2.69,NA,NA,2.8,NA,NA,0.31,NA,NA,54.92,43.12,294.4,NA,NA,NA,NA,NA,42.38,45.54,18.48,60.26,39.81,20.44,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25.19,55.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.59,1.93,5.47,8.08,42.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.08583074,311.24,32.6820265,22.8617979,0,0,0,0,NA,NA,NA,NA
"25","19_582","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,30,NA,NA,976.15,NA,NA,0,0,37.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,22.19,NA,NA,29.08,NA,NA,664.74,NA,NA,NA,NA,NA,NA,NA,NA,12.18,NA,NA,3.13,NA,NA,3.24,NA,NA,0.81,NA,NA,49.08,41.89,779.16,NA,NA,869.38,NA,NA,26.27,28.23,23.57,193.9,130.14,63.76,0,0,NA,NA,NA,NA,NA,NA,0,6.44,112.61,180.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.29,6.94,17.09,27.51,136.84,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,364.29,NA,NA,0,0,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.02,NA,NA,29.55,NA,NA,688.04,NA,NA,NA,NA,NA,NA,NA,NA,11.92,NA,NA,3.72,NA,NA,3.78,NA,NA,0.41,NA,NA,46.71,40.36,364.67,NA,NA,NA,NA,NA,43.94,47.21,21.65,95.22,64.28,30.94,NA,NA,NA,NA,NA,NA,NA,NA,0,7.06,57.76,88.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.89,3.58,8.32,13.87,67.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0838862,127.35,37.5378275,27.1406905,0,0,0,0,NA,NA,NA,NA
"26","19_591","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,40,NA,NA,314.77,NA,NA,0,0,19.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,27.86,NA,NA,38.36,NA,NA,1170.5,NA,NA,NA,NA,NA,NA,NA,NA,13.32,NA,NA,3.86,NA,NA,4.18,NA,NA,0.43,NA,NA,40.64,34.74,386.27,NA,NA,869.38,NA,NA,42.3,45.46,20.37,105.02,72.38,32.64,0,0,NA,NA,NA,NA,NA,NA,0,55.86,33.24,98.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.52,5.2,9.63,18.27,80.62,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,422.43,NA,NA,0,0,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.36,NA,NA,37.83,NA,NA,1133.02,NA,NA,NA,NA,NA,NA,NA,NA,12.99,NA,NA,3.42,NA,NA,3.8,NA,NA,0.48,NA,NA,41.46,34.34,432.44,NA,NA,NA,NA,NA,37.45,40.24,19.86,112.65,77.29,35.36,NA,NA,NA,NA,NA,NA,NA,NA,0,46.55,43.51,104.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.17,5.43,10.52,19.44,86.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0238033,125.35,23.1956505,17.8576634,NA,NA,NA,NA,NA,NA,NA,NA
"27","19_593","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,35,NA,NA,1943.52,NA,NA,12.31,0,59.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,19.69,NA,NA,26.36,NA,NA,546.28,NA,NA,NA,NA,NA,NA,NA,NA,12.16,NA,NA,2.74,NA,NA,2.8,NA,NA,1.2,NA,NA,51.7,46.12,1237.05,NA,NA,869.38,NA,NA,18.66,20.05,21.52,287.16,190.45,96.71,0.02,0,NA,NA,NA,NA,NA,NA,0,0,125.2,264.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.93,9.15,25.55,38.19,198.81,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,866.51,NA,NA,0,0,30.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.03,NA,NA,28.31,NA,NA,630.65,NA,NA,NA,NA,NA,NA,NA,NA,11.27,NA,NA,3.07,NA,NA,3.14,NA,NA,0.67,NA,NA,47.14,39.82,654.03,NA,NA,NA,NA,NA,30.13,32.38,19.22,140.5,93.6,46.89,NA,NA,NA,NA,NA,NA,NA,NA,0,2.24,63.4,129.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.32,5.12,13.34,20.76,102.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.59196436,336.01,50.0541771,35.9386846,0,0,0,0,0.68058906,31.83,2.9535057,2.0256612
"28","19_596","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,30,NA,NA,1432.39,NA,NA,0,0,41.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,19.16,NA,NA,24.84,NA,NA,484.83,NA,NA,NA,NA,NA,NA,NA,NA,9.33,NA,NA,2.79,NA,NA,2.85,NA,NA,0.91,NA,NA,41.71,37.57,866.29,NA,NA,869.38,NA,NA,28.31,30.43,20.14,158.6,104.41,54.19,0,0,NA,NA,NA,NA,NA,NA,0,0,58.69,142.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.54,6.22,17.7,26.15,125.62,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,1488.98,NA,NA,0,0,30.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.08,NA,NA,23.32,NA,NA,429.16,NA,NA,NA,NA,NA,NA,NA,NA,7.62,NA,NA,2.36,NA,NA,2.47,NA,NA,0.71,NA,NA,40.52,32.65,725.45,NA,NA,NA,NA,NA,34.03,36.57,16.7,98.21,63.86,34.35,NA,NA,NA,NA,NA,NA,NA,NA,0,0,23.1,85.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.76,4,12.45,17.44,82.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.00755308,265.26,11.8972218,10.5681915,NA,NA,NA,NA,3.06876213,190.98,10.1053884,7.9839189
"29","19_601","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,30,NA,NA,795.77,NA,NA,0,0,17.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,16.75,NA,NA,23.99,NA,NA,452.86,NA,NA,NA,NA,NA,NA,NA,NA,9.48,NA,NA,2.57,NA,NA,2.62,NA,NA,0.43,NA,NA,40.79,39.51,373.3,NA,NA,869.38,NA,NA,37.4,40.19,19.26,60.64,39.55,21.09,0,0,NA,NA,NA,NA,NA,NA,0,0,15.65,53.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.38,2.31,7.22,10.07,48.98,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,1202.5,NA,NA,0,0,26.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63,NA,NA,27.08,NA,NA,576.73,NA,NA,NA,NA,NA,NA,NA,NA,8.99,NA,NA,2.53,NA,NA,2.67,NA,NA,0.6,NA,NA,39.11,33.2,619.22,NA,NA,NA,NA,NA,32.08,34.47,18.12,90.17,59.24,30.93,NA,NA,NA,NA,NA,NA,NA,NA,0,0,28.42,80.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1,3.82,10.87,16.01,74.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.00282582,877.12,62.8653376,51.563688,NA,NA,NA,NA,NA,NA,NA,NA
"30","19_602","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,30,NA,NA,350.14,NA,NA,0,0,7.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,16.7,NA,NA,19.89,NA,NA,311.91,NA,NA,NA,NA,NA,NA,NA,NA,9.59,NA,NA,2.63,NA,NA,2.65,NA,NA,0.19,NA,NA,53.53,48.21,163.27,NA,NA,869.38,NA,NA,55.74,59.89,17.21,32.7,21.32,11.38,0,0,NA,NA,NA,NA,NA,NA,0,0,6.52,29.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,0.96,3.12,4.26,22.94,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,951.39,NA,NA,0,0,18.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.75,NA,NA,22.05,NA,NA,382.1,NA,NA,NA,NA,NA,NA,NA,NA,8.25,NA,NA,2.37,NA,NA,2.46,NA,NA,0.45,NA,NA,44.08,37.43,448.07,NA,NA,NA,NA,NA,39.29,42.22,17.39,64.01,41.6,22.42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17.48,56.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.89,2.36,7.55,10.39,51.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.01722159,792.22,47.2642394,37.7983058,NA,NA,NA,NA,NA,NA,NA,NA
