"","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_trituracion_IFN2","wsw_IFN2","wb2_t_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","dbh","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2","TREE_ID_IFN3","TREE_ID_IFN2","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_trituracion_IFN3","wsw_IFN3","wb2_t_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"1013","19_617_13","IFN2","19_617",39.56,22.72,7.26,405.47,14.35,71.38,31.93,0.43,3.49,4.14,4.9,137.49,90.98,46.51,0,0,79.86,124.41,69.95,6.94,18.09,28.24,123.23,"Nodo 3 - Pies inventariados",5.52,1.26,17.2,"19_617_20","IFN3","19_617",20,20,13,14.15,25.9,8.5,526.85,6.8,81.37,32.82,0.46,4.01,4.57,5.57,206.58,138.48,68.09,0,0,104.74,188.89,101.75,10.47,24.52,40.76,177.51,"Nodo 1 - Pies mayores",8.7,2.5
"1014","19_617_14","IFN2","19_617",39.57,19.89,6.81,310.8,18.79,62.5,34.22,0.42,3.06,3.93,4.63,99.95,65.42,34.53,0,0,0,87.6,50.76,4.57,13.29,19.45,88.08,"Nodo 3 - Pies inventariados",5.39,1.31,14.5,"19_617_22","IFN3","19_617",22,22,14,14.15,25.7,9,518.75,7.54,80.74,35.02,0.46,3.96,4.89,5.95,215.19,144.37,70.82,0,0,104.63,200.22,103.7,10.22,24.08,39.89,177.89,"Nodo 1 - Pies mayores",11.2,3.5
"1015","19_617_2","IFN2","19_617",39.61,20.88,7.36,342.52,17.43,65.61,35.25,0.42,3.2,4.26,5.03,118.49,77.96,40.53,0,0,68.15,107.03,59.04,5.33,14.88,22.29,101.54,"Nodo 3 - Pies inventariados",5.43,1.36,15.45,"19_617_2","IFN3","19_617",2,2,2,31.83,21.45,8,361.36,15.19,67.39,37.3,0.44,3.31,4.44,5.35,135.34,89.4,45.94,0,0,73.59,120.46,65.78,5.79,15.83,24.03,111.44,"Nodo 1 - Pies mayores",6,2
"1016","19_617_3","IFN2","19_617",48.24,26.73,9.49,561.34,1.42,83.99,35.49,0.44,4.09,5.27,6.35,244.48,164.69,79.79,0,0,180.87,226.23,116.46,11.57,26.39,44.55,198.97,"Nodo 3 - Pies inventariados",5.68,1.49,21.05,"19_617_3","IFN3","19_617",3,3,3,14.15,29.4,9,678.87,3.3,92.36,30.61,0.47,4.55,4.79,5.87,278.94,188.94,90,0,0,197.75,259.53,137.82,15.6,32.9,58.16,244.48,"Nodo 1 - Pies mayores",8.35,1
"1017","19_617_4","IFN2","19_617",39.58,23.42,7.85,430.74,9.32,73.57,33.53,0.44,3.6,4.42,5.27,157.46,104.61,52.85,0,0,86.74,141.32,78.31,7.63,19.41,30.74,136.09,"Nodo 3 - Pies inventariados",5.57,1.35,17.85,"19_617_4","IFN3","19_617",4,4,4,14.15,27,9.5,572.56,5.99,84.82,35.19,0.46,4.15,5.16,6.3,249.51,168.2,81.31,0,0,182.63,231.13,119.02,11.94,27,45.81,203.76,"Nodo 1 - Pies mayores",9.15,3
"1018","19_617_5","IFN2","19_617",39.51,18.69,5.62,274.38,21.18,58.72,30.09,0.43,2.89,3.23,3.8,73.56,47.71,25.84,0,0,0,62.95,39.54,3.76,11.5,16.33,71.13,"Nodo 3 - Pies inventariados",5.34,1.12,13.35,"19_617_5","IFN3","19_617",5,5,5,31.83,22.35,7.5,392.32,12.69,70.21,33.56,0.45,3.47,4.09,4.94,137.56,90.99,46.57,0,0,78.19,124.38,68.95,6.59,17.41,26.96,119.92,"Nodo 1 - Pies mayores",9,3
"1019","19_617_6","IFN2","19_617",39.58,23.36,7.84,428.46,11.02,73.38,33.59,0.43,3.59,4.45,5.29,156.48,103.94,52.54,0,0,86.2,140.34,77.82,7.57,19.29,30.51,135.19,"Nodo 3 - Pies inventariados",5.56,1.34,17.8,"19_617_9","IFN3","19_617",9,9,6,14.15,23.25,8.5,424.56,10.94,73.04,36.56,0.45,3.58,4.66,5.64,167.74,111.59,56.15,0,0,87.5,153.38,80.99,7.46,19.08,30.12,137.65,"Nodo 1 - Pies mayores",5.45,2
"1020","19_617_7","IFN2","19_617",39.54,19.36,6.84,294.45,20.02,60.83,35.32,0.42,2.97,3.98,4.68,95.32,62.27,33.04,0,0,0,83.79,48.08,4.2,12.48,18.03,82.8,"Nodo 3 - Pies inventariados",5.36,1.34,14,"19_617_10","IFN3","19_617",10,10,7,31.83,22.3,8,390.57,13.94,70.06,35.87,0.45,3.44,4.42,5.32,145.88,96.62,49.26,0,0,79.31,129.84,71.42,6.55,17.32,26.79,122.08,"Nodo 1 - Pies mayores",8.3,2.5
"1021","19_617_8","IFN2","19_617",48.24,26.68,8.88,559.09,4.13,83.82,33.29,0.44,4.09,4.95,5.95,228.32,153.54,74.78,0,0,109.44,207.56,111.33,11.5,26.26,44.3,193.39,"Nodo 3 - Pies inventariados",5.68,1.38,21,"19_617_11","IFN3","19_617",11,11,8,14.15,30,10,706.86,2.3,94.25,33.33,0.46,4.61,5.38,6.6,321.45,218.59,102.86,0,0,204.74,298.89,153.52,16.62,34.48,61.55,266.16,"Nodo 1 - Pies mayores",9,2.5
"1022","19_617_9","IFN2","19_617",39.64,21.78,7.31,372.45,15.96,68.41,33.55,0.43,3.34,4.2,4.97,127.55,84.16,43.39,0,0,73.8,115.31,64.22,6.08,16.4,25.07,111.76,"Nodo 3 - Pies inventariados",5.48,1.31,16.3,"19_617_12","IFN3","19_617",12,12,9,14.15,23.4,8.5,430.05,10.33,73.51,36.32,0.45,3.61,4.65,5.63,169.84,113.04,56.8,0,0,88.59,155.3,82.1,7.61,19.37,30.67,139.75,"Nodo 1 - Pies mayores",7.1,2.5
"1023","42_1858_1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"42_1858_3","IFN3","42_1858",3,3,1,127.32,11.37,7.17,101.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",1.82,1.67
"1024","42_1858_10","IFN2","42_1858",171.18,16.67,5.46,218.28,7.93,52.37,32.78,0.49,2.65,2.76,3.4,57.36,36.88,20.48,0,0,0,49.58,30.5,2.62,8.82,11.85,53.8,"Nodo 3 - Pies inventariados",5.82,1.46,10.85,"42_1858_19","IFN3","42_1858",19,19,10,31.83,17.78,8.58,248.34,4.04,55.86,48.27,0.52,2.8,4.15,5.37,100.96,65.92,35.04,0,0,0,92.31,46.21,3.21,10.25,14.2,73.87,"Nodo 1 - Pies mayores",6.93,4.58
"1025","42_1858_2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"42_1858_4","IFN3","42_1858",4,4,2,127.32,10.35,7.33,84.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",1.55,0.83
"1026","42_1858_3","IFN2","42_1858",42.84,18.63,6.66,272.56,2.65,58.52,35.77,0.5,2.95,3.34,4.14,86.24,56.16,30.09,0,0,0,76.28,43.6,3.72,11.41,16.18,74.91,"Nodo 3 - Pies inventariados",5.93,1.66,12.7,"42_1858_5","IFN3","42_1858",5,5,3,31.83,19.08,8.75,286.02,2.31,59.95,45.85,0.52,3.01,4.21,5.46,117.89,77.39,40.5,0,0,60.15,107.69,54.3,4.01,12.07,17.31,87.69,"Nodo 1 - Pies mayores",6.38,3.75
"1027","42_1858_4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"42_1858_6","IFN3","42_1858",6,6,4,127.32,10.37,6.83,84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",1.62,0.83
"1028","42_1858_5","IFN2","42_1858",42.85,19.84,7.22,309.07,0,62.32,36.42,0.5,3.13,3.6,4.49,105.37,69.05,36.32,0,0,61.44,95.62,52.36,4.53,13.21,19.3,89.39,"Nodo 3 - Pies inventariados",5.99,1.72,13.85,"42_1858_9","IFN3","42_1858",9,9,5,31.83,21.52,9.25,363.59,0,67.59,42.99,0.52,3.39,4.42,5.77,156.88,104,52.88,0,0,76.98,145.8,72.43,5.85,15.94,24.23,118.46,"Nodo 1 - Pies mayores",7.67,3.75
"1029","42_1858_6","IFN2","42_1858",159.54,13.61,5.85,145.57,11.66,42.77,42.98,0.48,2.15,3.03,3.71,41.49,26.34,15.15,0,0,0,35.13,20.73,1.39,5.51,6.72,34.35,"Nodo 3 - Pies inventariados",5.61,1.85,8,"42_1858_10","IFN3","42_1858",10,10,6,31.83,13.75,6.5,148.39,4.83,43.18,47.29,0.53,2.2,3.06,3.95,46.83,29.83,17.01,0,0,0,41.43,22.57,1.43,5.64,6.9,36.54,"Nodo 1 - Pies mayores",5.75,2.5
"1030","42_1858_7","IFN2","42_1858",42.85,19.83,7.21,308.95,1.32,62.31,36.37,0.5,3.13,3.62,4.5,105.18,68.92,36.26,0,0,61.33,95.35,52.29,4.53,13.2,19.29,89.3,"Nodo 3 - Pies inventariados",5.98,1.71,13.85,"42_1858_11","IFN3","42_1858",11,11,7,31.83,21.48,9.25,362.49,1.16,67.49,43.06,0.52,3.38,4.45,5.79,156.42,103.69,52.73,0,0,76.76,145.37,72.2,5.82,15.89,24.13,118.04,"Nodo 1 - Pies mayores",7.63,3.75
"1031","42_1858_8","IFN2","42_1858",159.3,13.06,5.93,134.04,13.99,41.04,45.4,0.48,2.06,3.11,3.79,38.82,24.58,14.24,0,0,0,32.79,19.16,1.22,5.01,5.98,31.37,"Nodo 3 - Pies inventariados",5.56,1.93,7.5,"42_1858_12","IFN3","42_1858",12,12,8,127.32,11.9,6.92,111.3,5.3,37.4,58.1,0.53,1.9,3.28,4.24,37.71,23.8,13.9,0,0,0,32.99,17.31,0.91,4.04,4.61,26.86,"Nodo 1 - Pies mayores",4.4,2.92
"1032","42_1858_9","IFN2","42_1858",171.27,17.48,5.41,240.02,3.82,54.92,30.94,0.51,2.79,2.67,3.31,62.23,40.14,22.09,0,0,0,53.69,33.51,3.05,9.85,13.54,59.94,"Nodo 3 - Pies inventariados",5.88,1.41,11.6,"42_1858_18","IFN3","42_1858",18,18,9,31.83,18.04,6.92,255.65,3.22,56.68,38.34,0.53,2.88,3.25,4.2,84.09,54.68,29.41,0,0,0,73.57,41.7,3.36,10.6,14.79,70.45,"Nodo 1 - Pies mayores",6.44,2.92
"1033","42_1890_1","IFN2","42_1890",38.34,21.51,7.87,363.25,17.16,67.56,36.61,0.41,3.27,4.66,5.47,133.94,88.45,45.48,0,0,73.62,119.61,65.5,5.84,15.93,24.2,111.48,"Nodo 3 - Pies inventariados",5.61,1.37,15.9,"42_1890_1","IFN3","42_1890",1,0,1,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"1034","42_1890_10","IFN2","42_1890",38.37,22.23,9.04,388.07,15.67,69.83,40.66,0.4,3.35,5.4,6.34,163.33,108.47,54.86,0,0,81.43,147.98,76.49,6.48,17.2,26.55,126.72,"Nodo 3 - Pies inventariados",5.63,1.54,16.6,"42_1890_14","IFN3","42_1890",14,10,10,31.83,21.56,10.42,365.2,7.89,67.74,48.31,0.49,3.33,5.36,6.82,176.92,117.64,59.29,0,0,79.33,164.15,78.31,5.89,16.03,24.39,124.61,"Nodo 1 - Pies mayores",4.96,2.92
"1035","42_1890_11","IFN2","42_1890",38.34,21.42,9.08,360.5,18.55,67.31,42.38,0.4,3.22,5.49,6.43,152.78,101.21,51.57,0,0,75.98,138.85,70.95,5.77,15.79,23.95,116.46,"Nodo 3 - Pies inventariados",5.57,1.58,15.85,"42_1890_15","IFN3","42_1890",15,0,11,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"1036","42_1890_12","IFN2","42_1890",19.13,30.45,9.8,728.32,3.1,95.67,32.18,0.43,4.62,5.6,6.7,324.42,220.74,103.68,0,0,202.47,300.07,156.49,17.42,35.69,64.19,273.79,"Nodo 3 - Pies inventariados",5.95,1.3,24.5,"42_1890_16","IFN3","42_1890",16,11,12,14.15,31.2,12.67,764.58,2.66,98.02,40.6,0.48,4.77,6.55,8.41,436.74,299.48,137.26,0,168.94,220.86,408.77,193.04,18.8,37.76,68.71,318.31,"Nodo 1 - Pies mayores",6.7,4.17
"1037","42_1890_13","IFN2","42_1890",19.13,31.38,9.77,773.59,1.62,98.6,31.12,0.43,4.77,5.55,6.65,342.71,233.66,109.05,0,161.26,196.43,316.18,166.45,19.15,38.28,69.85,293.72,"Nodo 3 - Pies inventariados",5.98,1.27,25.4,"42_1890_17","IFN3","42_1890",17,12,13,14.15,32.95,12.25,852.54,1.45,103.51,37.18,0.49,5.05,6.26,8.06,469.52,322.95,146.57,0,186.62,212.17,441.97,212.17,22.3,42.85,80.04,357.37,"Nodo 1 - Pies mayores",7.55,3.75
"1038","42_1890_14",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"42_1890_18","IFN3","42_1890",18,13,14,127.32,10.33,6.75,83.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",1.38,1.25
"1039","42_1890_15","IFN2","42_1890",38.29,20.16,9.18,319.3,19.93,63.34,45.53,0.39,3.02,5.58,6.53,137.38,90.64,46.74,0,0,67.78,123.79,62.84,4.77,13.71,20.2,101.52,"Nodo 3 - Pies inventariados",5.51,1.68,14.65,"42_1890_19","IFN3","42_1890",19,0,15,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"1040","42_1890_16","IFN2","42_1890",38.19,18.5,7.47,268.72,22.19,58.11,40.37,0.4,2.81,4.49,5.23,95.08,62.05,33.04,0,0,0,85.7,46.09,3.64,11.23,15.86,76.81,"Nodo 3 - Pies inventariados",5.45,1.47,13.05,"42_1890_20","IFN3","42_1890",20,0,16,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"1041","42_1890_17",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"42_1890_21","IFN3","42_1890",21,14,17,127.32,10.28,7.25,83.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",1.43,1.25
"1042","42_1890_18","IFN2","42_1890",38.19,18.44,7.46,266.92,23.21,57.92,40.49,0.4,2.8,4.5,5.25,94.43,61.61,32.82,0,0,0,85.09,45.75,3.6,11.14,15.71,76.2,"Nodo 3 - Pies inventariados",5.44,1.46,13,"42_1890_22","IFN3","42_1890",22,0,18,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"1043","42_1890_19","IFN2","42_1890",38.2,18.53,9.34,269.79,21.16,58.23,50.4,0.39,2.77,5.72,6.68,118.77,77.93,40.84,0,0,57.81,107.38,53.15,3.66,11.28,15.95,84.04,"Nodo 3 - Pies inventariados",5.43,1.84,13.1,"42_1890_24","IFN3","42_1890",24,0,19,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"1044","42_1890_2","IFN2","42_1890",19.13,28.5,8.72,637.96,5.81,89.54,30.61,0.43,4.35,4.98,5.93,254.81,172.09,82.72,0,0,188.7,232.24,126.59,14.15,30.61,53.31,224.65,"Nodo 3 - Pies inventariados",5.9,1.22,22.6,"42_1890_2","IFN3","42_1890",2,1,2,14.15,30.03,11.25,708.23,3.74,94.34,37.46,0.49,4.63,5.74,7.35,361.3,246.39,114.91,0,153.24,216.7,337.71,165.45,16.67,34.55,61.72,278.39,"Nodo 1 - Pies mayores",7.43,3.75
"1045","42_1890_20","IFN2","42_1890",19.14,32.83,9.72,846.46,0,103.14,29.59,0.44,5,5.47,6.57,371.86,254.32,117.55,0,176.01,122.65,341.69,182.47,22.05,42.49,79.25,326.26,"Nodo 3 - Pies inventariados",6.03,1.22,26.8,"42_1890_26","IFN3","42_1890",26,17,20,14.15,36.17,14.75,1027.67,0,113.64,40.78,0.47,5.45,7.75,9.99,674.01,468.74,205.27,0,400.45,214.46,636.04,289.96,29.91,53.21,104.01,477.09,"Nodo 1 - Pies mayores",9.37,6.25
"1046","42_1890_3","IFN2","42_1890",19.13,29.64,8.68,690.02,4.49,93.12,29.28,0.43,4.53,4.92,5.87,273.47,185.18,88.29,0,0,123.47,250.2,137.1,16,33.52,59.5,246.13,"Nodo 3 - Pies inventariados",5.94,1.18,23.7,"42_1890_5","IFN3","42_1890",5,4,3,14.15,29.84,10.83,699.45,4.74,93.75,36.3,0.49,4.61,5.52,7.06,344.06,234.32,109.74,0,0,212.73,320.08,159.51,16.34,34.06,60.65,270.56,"Nodo 1 - Pies mayores",6.14,3.33
"1047","42_1890_4","IFN2","42_1890",43.01,25.58,9.44,513.85,9.65,80.36,36.92,0.41,3.87,5.53,6.55,223.46,150.04,73.42,0,0,169.52,206.01,105.75,10.07,23.82,39.36,179,"Nodo 3 - Pies inventariados",5.78,1.44,19.8,"42_1890_6","IFN3","42_1890",6,5,4,14.15,26.69,10.92,559.3,5.73,83.84,40.91,0.49,4.12,5.6,7.14,279.4,188.81,90.58,0,0,191.09,258.93,126.52,11.5,26.28,44.33,208.63,"Nodo 1 - Pies mayores",6.89,2.92
"1048","42_1890_5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"42_1890_7","IFN3","42_1890",7,0,5,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"1049","42_1890_6","IFN2","42_1890",39.33,22.93,7.8,413.08,14.05,72.05,34.01,0.42,3.5,4.55,5.36,150.2,99.62,50.58,0,0,83.1,135.09,74.6,7.15,18.49,28.98,129.22,"Nodo 3 - Pies inventariados",5.68,1.3,17.25,"42_1890_9","IFN3","42_1890",9,7,6,14.15,23.25,9.83,424.41,7.29,73.03,42.3,0.49,3.61,5,6.37,193.33,129.06,64.27,0,0,90.72,177.71,88.59,7.46,19.08,30.1,145.23,"Nodo 1 - Pies mayores",6,3.33
"1050","42_1890_7","IFN2","42_1890",43.03,27.83,8.17,608.41,7.03,87.44,29.34,0.43,4.26,4.65,5.53,228.22,153.63,74.59,0,0,114.64,209.7,115.58,13.13,28.97,49.88,207.56,"Nodo 3 - Pies inventariados",5.88,1.17,21.95,"42_1890_10","IFN3","42_1890",10,0,7,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"1051","42_1890_8","IFN2","42_1890",152.18,16.84,8.26,222.85,24.23,52.92,49.01,0.39,2.54,5.05,5.88,87.55,56.89,30.66,0,0,0,77.84,40.23,2.71,9.04,12.2,64.18,"Nodo 3 - Pies inventariados",5.34,1.76,11.5,"42_1890_11","IFN3","42_1890",11,0,8,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"1052","42_1890_9","IFN2","42_1890",43.01,25.43,8.26,507.75,11.86,79.88,32.48,0.42,3.87,4.81,5.68,193.81,129.67,64.14,0,0,101.49,178.41,96.13,9.88,23.49,38.71,168.21,"Nodo 3 - Pies inventariados",5.78,1.26,19.65,"42_1890_12","IFN3","42_1890",12,8,9,14.15,26.23,11.17,540.45,6.52,82.41,42.57,0.48,4.04,5.77,7.35,276.35,186.62,89.72,0,0,187.95,259.26,123.74,10.9,25.25,42.25,202.13,"Nodo 1 - Pies mayores",6.58,4.17
"1053","42_1902_1","IFN2","42_1902",40.25,19.26,6.59,291.34,6.97,60.51,34.24,0.47,3.02,3.51,4.24,91.04,59.4,31.63,0,0,0,80.42,46.48,4.13,12.33,17.76,80.71,"Nodo 3 - Pies inventariados",6.06,1.59,13.2,"42_1902_3","IFN3","42_1902",3,3,1,31.83,18.24,7.5,261.43,2.36,57.32,41.11,0.57,2.94,3.24,4.49,93,60.63,32.36,0,0,0,84.09,44.89,3.48,10.87,15.26,74.51,"Nodo 1 - Pies mayores",5.04,2.5
"1054","42_1902_2","IFN2","42_1902",40.28,21.63,6.4,367.41,5.49,67.95,29.58,0.47,3.4,3.37,4.09,110.58,72.7,37.88,0,0,69.58,98.36,58.32,5.95,16.14,24.59,104.99,"Nodo 3 - Pies inventariados",6.18,1.4,15.45,"42_1902_4","IFN3","42_1902",4,4,2,31.83,21.09,8.33,349.24,1.25,66.25,39.52,0.56,3.39,3.63,5.04,136.28,90,46.29,0,0,72.11,125.28,65.07,5.49,15.22,22.9,108.68,"Nodo 1 - Pies mayores",5.64,3.33
"1055","42_1902_3","IFN2","42_1902",40.24,18.78,6.63,277.01,8.14,59,35.32,0.46,2.94,3.55,4.29,87.23,56.82,30.4,0,0,0,76.93,44.23,3.82,11.63,16.55,76.23,"Nodo 3 - Pies inventariados",6.03,1.63,12.75,"42_1902_5","IFN3","42_1902",5,5,3,31.83,17.87,8.75,250.87,3.19,56.15,48.96,0.56,2.86,3.88,5.37,103.89,67.88,36,0,0,0,94.89,47.27,3.27,10.37,14.4,75.31,"Nodo 1 - Pies mayores",5.12,3.75
"1056","42_1902_4","IFN2","42_1902",160.47,15.69,6.28,193.45,12.5,49.31,40.03,0.46,2.45,3.42,4.1,58.51,37.58,20.92,0,0,0,52.2,29.26,2.17,7.67,10.01,49.11,"Nodo 3 - Pies inventariados",5.84,1.78,9.85,"42_1902_8","IFN3","42_1902",8,8,4,31.83,14.18,7.42,157.96,4.52,44.55,52.3,0.56,2.28,3.24,4.47,56.58,36.23,20.35,0,0,0,48.47,26.17,1.58,6.06,7.53,41.34,"Nodo 1 - Pies mayores",4.33,2.92
"1057","42_1902_5","IFN2","42_1902",151.74,14.49,5.69,164.95,18.36,45.53,39.24,0.45,2.26,3.15,3.75,45.53,29.01,16.51,0,0,0,38.86,23.25,1.69,6.37,8,39.32,"Nodo 3 - Pies inventariados",5.74,1.69,8.75,"42_1902_11","IFN3","42_1902",11,11,5,31.83,12.6,6.08,124.68,5.52,39.58,48.28,0.57,2.05,2.62,3.6,37.11,23.46,13.66,0,0,0,31.14,18.03,1.09,4.61,5.4,29.13,"Nodo 1 - Pies mayores",3.85,2.08
"1058","42_1902_6","IFN2","42_1902",160.55,16.03,6.26,201.82,9.26,50.36,39.07,0.46,2.51,3.35,4.04,60.75,39.08,21.67,0,0,0,54.08,30.54,2.32,8.05,10.62,51.53,"Nodo 3 - Pies inventariados",5.88,1.76,10.15,"42_1902_14","IFN3","42_1902",14,14,6,31.83,14.6,7.42,167.36,3.99,45.86,50.81,0.56,2.35,3.23,4.47,59.83,38.38,21.44,0,0,0,51.25,27.82,1.73,6.48,8.17,44.19,"Nodo 1 - Pies mayores",4.45,2.92
"1059","42_1902_7","IFN2","42_1902",151.97,15.2,6.33,181.38,15.6,47.74,41.64,0.45,2.36,3.49,4.17,55.37,35.49,19.88,0,0,0,49.4,27.46,1.96,7.12,9.14,45.68,"Nodo 3 - Pies inventariados",5.8,1.83,9.4,"42_1902_15","IFN3","42_1902",15,15,7,31.83,14.1,7.42,156.15,5.03,44.3,52.6,0.56,2.27,3.25,4.48,55.95,35.81,20.14,0,0,0,47.94,25.85,1.55,5.98,7.41,40.79,"Nodo 1 - Pies mayores",4.7,2.92
"1060","42_1902_8","IFN2","42_1902",40.28,22.47,6.35,396.63,3.89,70.6,28.25,0.48,3.53,3.32,4.03,118.12,77.85,40.27,0,0,74.68,105.04,62.92,6.71,17.64,27.38,114.64,"Nodo 3 - Pies inventariados",6.22,1.35,16.25,"42_1902_24","IFN3","42_1902",24,24,8,14.15,22.51,7.5,397.98,0.69,70.72,33.32,0.57,3.64,3.21,4.47,139.48,92.3,47.17,0,0,79.28,126.11,70.01,6.74,17.71,27.51,121.96,"Nodo 1 - Pies mayores",6.26,2.5
"1061","42_1902_9","IFN2","42_1902",80.16,24.87,6.84,485.76,0,78.13,27.49,0.48,3.91,3.53,4.31,154.4,102.68,51.72,0,0,93.2,140.6,81.61,9.22,22.31,36.38,149.52,"Nodo 3 - Pies inventariados",6.32,1.34,18.55,"42_1902_25","IFN3","42_1902",25,25,9,14.15,24.85,8,485.11,0,78.08,32.19,0.57,4,3.44,4.79,179.8,120.01,59.79,0,0,97.76,164.76,89.82,9.2,22.28,36.31,157.61,"Nodo 1 - Pies mayores",6.3,2.5
"1062","42_1927_1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"42_1927_4","IFN3","42_1927",4,4,1,31.83,16.14,9.67,204.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",2.84,1.67
"1063","42_1927_2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"42_1927_5","IFN3","42_1927",5,5,2,31.83,17.22,10.75,232.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",2.82,1.25
"1064","42_1927_3","IFN2","42_1927",51.47,23.98,8.5,451.46,5.26,75.32,35.44,0.51,3.77,4.2,5.36,177.9,118.61,59.29,0,0,92.8,162.62,86.4,8.22,20.49,32.83,147.94,"Nodo 3 - Pies inventariados",6.98,2,17,"42_1927_8","IFN3","42_1927",8,8,3,14.15,23.71,10.25,441.56,0.9,74.49,43.23,0.57,3.78,4.42,6.35,209.16,139.96,69.2,0,0,155.83,195.05,94.77,7.94,19.97,31.82,154.51,"Nodo 1 - Pies mayores",6.71,3.75
"1065","42_1927_4","IFN2","42_1927",78.11,29.28,11.23,673.46,0,91.99,38.34,0.5,4.53,5.63,7.25,343.52,233.83,109.69,0,0,219.37,323.8,156.68,15.4,32.59,57.51,262.19,"Nodo 3 - Pies inventariados",7.18,2.23,22.1,"42_1927_10","IFN3","42_1927",10,10,4,14.15,28.5,13.17,637.87,0,89.53,46.2,0.55,4.46,5.9,8.5,380.84,259.71,121.12,0,0,283.86,358.5,163.24,14.14,30.6,53.3,261.28,"Nodo 1 - Pies mayores",6.4,4.17
