"","X","PLOT_ID","Hoja_arboles.x","INVENTORY_ID_IFN2","Anho.x","T_IFN2","N_IFN2","N_muerto_IFN2","N_incorporado_IFN2","G_IFN2","G_muerta_IFN2","G_incorporada_IFN2","dg_IFN2","Do_IFN2","Seccion_dominante_IFN2","Ho_IFN2","d_copa_IFN2","Do_copa_IFN2","FCC_IFN2","Esbeltez.x","Esbeltez_dominante.x","SDI_IFN2","Hart_IFN2","Hart_tresbolillo_IFN2","SI_IFN2","VOB_IFN2","VUB_IFN2","VBARK_IFN2","V_muerto_IFN2","V_incorporado_IFN2","V_desenrollo.x","V_chapa.x","V_sierra_gruesa_IFN2","V_sierra_IFN2","V_sierra_canter_IFN2","V_postes.x","V_estacas.x","V_trituracion_IFN2","WSW_IFN2","WTHICKB_IFN2","WB2_7_IFN2","WTBL_IFN2","WR_IFN2","WT_IFN2","WT_muerta_IFN2","WT_incorporada_IFN2","Hoja_arboles.y","INVENTORY_ID_IFN3","Anho.y","T_IFN3","N_IFN3","N_muerto_IFN3.x","N_incorporado_IFN3.x","G_IFN3","G_muerta_IFN3.x","G_incorporada_IFN3.x","dg_IFN3","Do_IFN3","Seccion_dominante_IFN3","Ho_IFN3","d_copa_IFN3","Do_copa_IFN3","FCC_IFN3","Esbeltez.y","Esbeltez_dominante.y","SDI_IFN3","Hart_IFN3","Hart_tresbolillo_IFN3","SI_IFN3","VOB_IFN3","VUB_IFN3","VBARK_IFN3","V_muerto_IFN3.x","V_incorporado_IFN3.x","V_desenrollo.y","V_chapa.y","V_sierra_gruesa_IFN3","V_sierra_IFN3","V_sierra_canter_IFN3","V_postes.y","V_estacas.y","V_trituracion_IFN3","WSW_IFN3","WTHICKB_IFN3","WB2_7_IFN3","WTBL_IFN3","WR_IFN3","WT_IFN3","WT_muerta_IFN3.x","WT_incorporada_IFN3.x","G_incorporada_IFN3.y","N_incorporado_IFN3.y","V_incorporado_IFN3.y","WT_incorporada_IFN3.y","G_cortada_IFN3","N_cortado_IFN3","V_cortado_IFN3","WT_cortada_IFN3","G_muerta_IFN3.y","N_muerto_IFN3.y","V_muerto_IFN3.y","WT_muerta_IFN3.y"
"1",1,"40_1022","Nodo 3 - Pies inventariados","IFN2",10,35,1042.04,12.37,110.09,46.49,0.01,4.53,23.83,33.54,888.61,15.48,3.55,3.66,1.1,60.33,46.14,958.51,20.02,21.51,11.87,296.66,275.41,21.25,0.04,27.07,0,0,0,23.73,165.68,135.7,67.66,279.12,130.86,0,17.65,27.8,76.95,253.27,0.04,18.79,"Nodo 1 - Pies inventariados","IFN3",2004,37,802.85,0,0,32.94,NA,NA,22.85,34.35,935.28,14.53,3.5,3.7,0.86,58.33,42.29,686.19,24.29,26.1,14.44,196.56,183.4,13.16,NA,NA,0,0,0,26.65,96.65,75.22,49.12,184.45,87.14,0.02,13.34,21.2,54.52,176.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61619697,31.83,3.6088854,3.0926028
"2",2,"40_1033","Nodo 3 - Pies inventariados","IFN2",10,35,1214.25,10.25,159.93,40.13,0,5.66,20.51,27.29,587.49,12.53,3.35,3.42,1.12,52.99,45.93,859.01,22.9,24.61,8.71,199.63,182.83,16.79,0.02,26.43,0,0,0,0,92.46,39.38,73.61,184.77,86.87,0,17.09,31.78,66.43,202.17,0.02,22.36,"Nodo 1 - Pies inventariados","IFN3",2004,37,700.28,0,0,22.43,NA,NA,20.19,26.48,555.81,11.66,3.48,3.54,0.69,55.19,44.04,482.01,32.4,34.82,11.47,113.31,103.28,10.03,NA,NA,0,0,0,2.26,44.83,12.33,46.44,104.8,49.07,0,9.32,17.43,37.13,112.95,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"3",3,"40_1062","Nodo 3 - Pies inventariados","IFN2",10,38,1153.41,8.07,142.89,29.11,0,4.12,17.93,24.41,467.98,10.53,3.16,3.22,0.94,49.1,43.16,644.53,27.95,30.04,6.87,117.99,106.82,11.17,0.02,16.68,0,0,0,0,32.45,0,62.51,106.83,50.76,0,13.55,28.64,48.19,141.14,0.02,15.88,"Nodo 1 - Pies inventariados","IFN3",2004,40,679.06,0,0,16.67,NA,NA,17.68,22.88,415.29,9.74,3.23,3.31,0.58,49.6,42.57,370.29,39.4,42.34,9.72,65.97,59.69,6.27,NA,NA,0,0,0,0,10.24,0,34.38,59.49,28.36,0,7.94,16.82,27.59,80.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",4,"40_1089","Nodo 3 - Pies inventariados","IFN2",10,42,451.14,1.92,120.61,18.76,0,4.84,23.01,26.08,535.85,10.43,4.09,4.12,0.6,46.63,40.01,390.1,45.13,48.49,7.79,89.17,82.76,6.41,0.02,21.33,0,0,0,0,49.77,15.07,24.06,82.54,39.32,0,8.7,15.46,31.04,94.52,0.02,18.96,"Nodo 1 - Pies inventariados","IFN3",2004,44,275.87,0,0,10.5,NA,NA,22.02,24.85,491.34,10.52,4.07,4.12,0.33,47.26,42.33,220.88,57.25,61.52,10.59,42.58,39.4,3.18,NA,NA,0,0,0,0,21.57,2.71,14.08,39.34,18.72,0,4.41,8.02,15.42,46.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",5,"40_1141","Nodo 3 - Pies inventariados","IFN2",10,29,925.03,5.82,103.24,41.1,0,4.48,23.78,29.12,667.18,13.65,3.74,3.78,1.04,56.55,46.85,847.7,24.1,25.89,10.19,244.97,226.31,18.66,0.02,24.72,0,0,0,2.71,148.24,110.99,58.8,229.95,107.53,0,16.07,26.44,68.02,218.06,0.02,18.25,"Nodo 1 - Pies inventariados","IFN3",2004,31,650.77,0,0,29.92,NA,NA,24.19,31.2,766.88,14.38,3.85,3.91,0.78,58.3,46.09,614.53,27.26,29.29,14.51,187.56,173.81,13.75,NA,NA,0,0,0,14.03,113.51,88.49,43.08,176.7,82.58,0,11.44,18.24,49.52,161.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",6,"40_1145","Nodo 3 - Pies inventariados","IFN2",10,38,517.48,3.02,74.87,28.67,0,3.56,26.56,33.65,892.63,13.24,4.3,4.38,0.78,50.51,39.36,575.22,33.2,35.67,9.81,165.93,156.38,9.56,0.03,19.3,0,0,0,22.5,96.98,87.5,27.1,156.56,74.3,0,12.47,19.14,47.45,153.36,0.04,14.69,"Nodo 1 - Pies inventariados","IFN3",2004,40,205.13,0,0,12.58,NA,NA,27.95,32.66,846.96,12.25,4.83,4.97,0.4,45.92,37.49,249.31,57.02,61.27,12.48,68.09,64.98,3.11,NA,NA,0,0,0,17.6,35.88,32.79,10.02,63.8,30.87,0,6.11,9.15,20.83,66.96,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"7",7,"40_1396","Nodo 3 - Pies inventariados","IFN2",10,28,29.31,0.12,0,4.02,0,0,41.79,40.54,1371.7,11.1,7.82,8.04,0.15,27.38,27.38,72.02,166.39,178.79,8.12,18.73,19.15,-0.42,0.01,0,0,0,0,10.49,4.48,3.08,0.36,17.62,9.1,1,2.83,3.49,6.65,23.07,0.02,0,"Nodo 1 - Pies inventariados","IFN3",2004,30,10.19,0,0,2.4,NA,NA,54.73,54.69,2352.43,9.96,11.05,11.06,0.1,18.21,18.21,40.13,314.64,338.1,9.96,9.25,9.83,-0.57,NA,NA,0,0,2.2,6.84,0,0,0,8.62,4.67,1.29,2.23,2.54,3.97,14.7,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"8",8,"40_1808","Nodo 3 - Pies inventariados","IFN2",10,35,2524.62,26.04,131.51,45.2,0.01,2.32,15.1,20.44,328.81,10.15,2.56,2.6,1.34,59.61,49.63,1044.45,19.62,21.08,7,191.42,168.31,23.11,0.02,9.06,0,0,0,0,11,0,134.35,171.9,79.97,0,18.14,42,74.81,214.92,0.04,8.15,"Nodo 1 - Pies inventariados","IFN3",2004,37,1114.08,0,0,18.99,NA,NA,14.73,20.88,343.18,10.24,2.7,2.78,0.68,47.7,49.04,441.63,29.26,31.44,10.19,70.16,62.74,7.43,NA,NA,0,0,0,0,12.61,0,39.15,62.29,29.81,0,9.37,24.25,31.44,94.87,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"9",9,"42_1194","Nodo 3 - Pies inventariados","IFN2",10,32,1158.31,8.61,180.16,25.61,0,4.61,16.78,23.48,433.05,11.47,2.93,2.99,0.81,57.48,48.86,576.4,25.61,27.52,7.87,115.98,103.64,12.33,0.02,21.16,0,0,0,0,27.65,0,65.84,104.89,49.24,0,10.43,22.21,42.39,124.27,0.02,17.12,"Nodo 1 - Pies inventariados","IFN3",2004,34,1779,0,0,21.71,NA,NA,12.47,21.16,354.82,10.76,2.64,2.73,0.44,68.36,50.87,526.33,22.03,23.67,10.66,62.98,55.5,7.48,NA,NA,0,0,0,0,12.23,0,39.86,56.66,26.37,0,5.17,11.38,22.46,65.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",10,"42_124","Nodo 3 - Pies inventariados","IFN2",10,22,270.24,1.12,80.37,6.99,0,1.77,18.15,18.82,278.14,8.81,3.56,3.56,0.27,47.48,46.85,154.29,69.01,74.16,5.87,27.59,24.88,2.71,0.01,6.43,0,0,0,0,0,0,18.11,25.08,11.82,0,3.26,7.01,11.57,33.66,0.01,6.27,"Nodo 1 - Pies inventariados","IFN3",2004,24,222.82,0,0,6.45,NA,NA,19.2,20.71,337.67,10.14,3.69,3.7,0.24,51.71,48.99,140.39,66.04,70.97,10.04,29.26,26.48,2.78,NA,NA,0,0,0,0,6.64,0,14.77,26.76,12.58,0,2.77,5.57,10.68,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",11,"42_586","Nodo 3 - Pies inventariados","IFN2",10,28,862.11,5.11,135.11,15.45,0.01,2.2,15.11,18.25,262.05,8.03,2.88,2.9,0.57,50.17,44.01,357.05,42.4,45.56,5.07,54.67,48.33,6.34,0.02,7.05,0,0,0,0,0,0,41.95,47.62,22.96,0,7.15,17.4,25.58,73.09,0.03,7.75,"Nodo 1 - Pies inventariados","IFN3",2004,30,254.65,0,0,5.02,NA,NA,15.84,18.17,259.85,8.19,3.17,3.2,0.2,48.31,45.05,114.61,76.55,82.26,8.02,17.96,16,1.95,NA,NA,0,0,0,0,0,0,12.55,15.95,7.6,0,2.38,5.62,8.31,23.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",14,"42_828","Nodo 3 - Pies inventariados","IFN2",10,30,474.77,2.88,95.68,6.45,0,1.4,13.16,14.64,168.43,7.24,2.65,2.66,0.26,53.13,49.46,154.39,63.37,68.09,4.5,21.5,18.66,2.84,0.02,4.6,0,0,0,0,0,0,17.24,18.62,8.86,0,2.88,7.73,10.68,30.16,0.04,4.66,"Nodo 1 - Pies inventariados","IFN3",2004,32,286.48,0,0,3.39,NA,NA,12.28,13.01,135.06,7.49,2.51,2.53,0.14,61.96,57.6,82.53,78.85,84.73,7.43,12.42,10.62,1.8,NA,NA,0,0,0,0,0,0,8.96,10.59,5.05,0,1.34,3.65,5.61,15.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",17,"5_1035","Nodo 3 - Pies inventariados","IFN2",10,45,564.58,4.25,70.14,32.75,0,3.32,27.17,37.36,1099.02,13.77,4.32,4.44,0.88,48.05,36.87,653.32,30.56,32.83,10.12,184.97,175.93,9.04,0.03,17.31,0,0,0,41.79,95.76,70.05,28.91,173.46,83.59,0.04,14.99,22.56,54.2,175.39,0.03,13.78,"Nodo 1 - Pies inventariados","IFN3",2002,45,611.86,0,0,37.29,NA,NA,27.85,38.41,1165.17,14.66,4.3,4.44,0.95,50.04,38.16,739.31,27.58,29.64,14.66,222.62,211.99,10.63,NA,NA,0,0,0,57.57,116.06,93.03,32.08,209.64,100.72,0.21,16.62,24.29,61.71,203.55,NA,NA,8.89629855,187.48,52.4556245,47.40466,NA,NA,NA,NA,0.7198105,14.15,4.3727745,3.8608275
"17",18,"5_1037","Nodo 3 - Pies inventariados","IFN2",10,30,1761.52,14.86,121.17,37.56,0.01,2.17,16.48,21.98,379.62,9.23,2.86,2.9,1.17,52.52,41.97,849.26,25.83,27.75,6.37,151.7,135.45,16.24,0.02,7.99,0,0,0,0,20.02,0,96.7,136.08,64.36,0,16.53,36.86,62.17,179.92,0.04,7.76,"Nodo 1 - Pies inventariados","IFN3",2002,30,594.18,0,0,16.03,NA,NA,18.53,23.05,417.68,8.89,3.45,3.52,0.58,42.5,38.55,351.9,46.17,49.61,8.89,58.36,53.38,4.98,NA,NA,0,0,0,0,13.5,0,26.84,52.64,25.36,0,8.45,18.05,26.53,78.4,NA,NA,3.67796746,102.58,13.9943978,18.228563,0,0,0,NA,NA,NA,NA,NA
"18",19,"5_390","Nodo 3 - Pies inventariados","IFN2",10,20,355.85,1.87,103.07,4.84,0,1.4,13.15,13.8,149.5,7.24,2.68,2.68,0.2,55.13,52.44,115.66,73.27,78.73,4.5,16.69,14.44,2.25,0.02,4.69,0,0,0,0,0,0,12.03,14.31,6.86,0,2.08,5.57,8,22.51,0.04,4.5,"Nodo 1 - Pies inventariados","IFN3",2002,20,1559.72,0,0,13.11,NA,NA,10.35,15.65,194.37,5.64,2.06,2.11,0.55,45.87,36.03,333.05,44.92,48.27,5.5,30.45,26.12,4.33,NA,NA,0,0,0,0,0,0,17.6,22.61,12.41,0,7.18,23.73,21.7,65.03,NA,NA,11.55559503,1400.52,26.4185817,57.5737857,NA,NA,NA,NA,NA,NA,NA,NA
"19",20,"5_614","Nodo 3 - Pies inventariados","IFN2",10,25,945.03,6.44,92.03,22.99,0,1.89,17.6,21.52,364.04,9.78,3.17,3.2,0.76,51.76,45.46,511.25,33.26,35.74,7.53,96.65,86.79,9.86,0.01,7.24,0,0,0,0,20.31,0,56.94,87.57,41.24,0,10.08,21.54,38.05,110.91,0.01,6.71,"Nodo 1 - Pies inventariados","IFN3",2002,25,1106.59,0,0,20.81,NA,NA,15.48,25.63,575.28,9.81,2.63,2.71,0.57,49.39,38.27,478.04,30.65,32.94,9.59,53.3,47.15,6.15,NA,NA,0,0,0,0,4.14,0,35.17,46.56,22.4,0,7.47,18.54,25.92,74.34,NA,NA,2.40233742,254.64,6.2364519,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",21,"5_615","Nodo 3 - Pies inventariados","IFN2",10,30,1311.98,13.48,144.16,42.74,0,5.66,20.37,31.95,808.2,10.45,3.37,3.49,1.26,46.64,32.71,916.44,26.41,28.38,6.65,180.38,166.83,13.56,0.02,21.9,0,0,0,7.44,66.5,13.84,67.81,164.9,79.27,0,21.34,40.37,70.74,211.72,0.02,23.6,"Nodo 1 - Pies inventariados","IFN3",2002,30,548.2,0,0,30.22,NA,NA,26.49,36.56,1063.72,11.06,4.45,4.59,0.91,40.03,30.25,606.8,38.61,41.49,10.94,137.59,131.66,5.93,NA,NA,0,0,0,25.35,69.72,27.72,23.68,127.54,62.56,0.23,16.56,26.58,50.02,155.95,NA,NA,6.27488825,113.2,29.440773,32.14597,0,0,0,NA,0.92638032,31.83,4.1296242,4.5236796
"21",22,"5_667","Nodo 3 - Pies inventariados","IFN2",10,30,292.14,1.15,91.7,14.29,0,4.16,24.96,29.58,692.36,10.16,4.55,4.62,0.49,39.25,34.36,291.26,57.56,61.85,7.35,61.22,57.96,3.26,0.01,16.33,0,0,0,3.81,37.01,9.63,11.72,56.34,27.54,0,7.73,13.31,23.65,72.23,0.03,16.79,"Nodo 1 - Pies inventariados","IFN3",2002,30,102.57,0,0,6.73,NA,NA,28.9,28.33,665.39,8.81,5.49,5.64,0.26,31.16,31.09,132.21,112.09,120.45,8.76,25.85,25.2,0.65,NA,NA,0,0,0,5.08,12.91,3.19,2.9,23.74,11.97,0.01,4.49,7.22,11.14,34.82,NA,NA,0.93602481,31.83,2.8538778,4.6118487,0,0,0,NA,NA,NA,NA,NA
"22",23,"5_669","Nodo 3 - Pies inventariados","IFN2",10,25,782.05,4.62,118.22,17.1,0.01,2.17,16.69,20.79,339.9,8.47,3.15,3.19,0.63,44.57,40.74,385.49,42.21,45.36,5.37,58.7,52.85,5.85,0.02,6.72,0,0,0,0,4.99,0,35.47,51.92,25.11,0,8.72,20.12,28.31,82.26,0.03,8.02,"Nodo 1 - Pies inventariados","IFN3",2002,25,845.29,0,0,21.58,NA,NA,18.03,25,494.37,8.81,3.29,3.39,0.76,42.48,35.26,477.15,39.02,41.93,8.81,75.29,68.89,6.4,NA,NA,0,0,0,0,18.23,0,36.6,67.05,32.73,0,11.85,25.83,35.73,106.14,NA,NA,11.80305444,498.69,41.8477388,57.4653083,NA,NA,NA,NA,NA,NA,NA,NA
"23",24,"5_670","Nodo 3 - Pies inventariados","IFN2",10,25,1022,6.68,137.41,17.78,0,2.36,14.88,20.14,319.32,8.14,2.83,2.87,0.66,46.51,40.41,412.35,38.44,41.3,4.87,57.53,51.08,6.45,0.02,6.99,0,0,0,0,2.78,0,38.93,50.05,24.27,0,8.91,22.28,29.43,84.89,0.03,8.78,"Nodo 1 - Pies inventariados","IFN3",2002,25,880.66,0,0,21.19,NA,NA,17.5,23.61,438.71,8.37,3.28,3.35,0.77,38.64,35.45,471.95,40.26,43.26,8.35,66,60.31,5.69,NA,NA,0,0,0,0,11.64,0,34.8,58.17,28.66,0,12.43,28.58,35.08,104.75,NA,NA,13.10060759,615.39,38.5703412,64.9118953,NA,NA,NA,NA,NA,NA,NA,NA
"24",25,"5_672","Nodo 3 - Pies inventariados","IFN2",10,30,134.87,0.58,18.74,10.78,0,1.11,31.9,34.03,929.55,10.49,5.8,5.93,0.37,33.58,30.82,206.64,82.09,88.21,7.5,47.59,46.65,0.93,0.02,4.24,0,0,0,17.65,22.84,10.96,3.54,44.5,22.17,0.12,6.66,9.75,17.84,56.54,0.03,4.68,"Nodo 1 - Pies inventariados","IFN3",2002,30,254.22,0,0,9.07,NA,NA,21.31,31.05,789.1,10.07,6,6.1,0.28,39.64,32.43,192.21,62.29,66.94,9.63,33.23,32.63,0.59,NA,NA,0,0,0,11.8,16.87,9.76,2.38,30.81,15.5,0.28,4.99,7.36,12.88,41.01,NA,NA,2.07759704,173.3,4.1758065,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",26,"5_707","Nodo 3 - Pies inventariados","IFN2",10,28,981.96,6.18,132.24,36.32,0,5.17,21.7,27.3,587.27,12.34,3.61,3.65,1.03,50.94,45.19,766.63,25.86,27.79,8.59,180.98,166.58,14.4,0.02,24.36,0,0,0,0,83.48,36.89,60.59,167.75,79.15,0,15.7,28.44,60.12,183.41,0.02,20.5,"Nodo 1 - Pies inventariados","IFN3",2002,28,901.88,0,0,36.64,NA,NA,22.74,30.35,726.55,14.07,3.59,3.66,0.95,57.06,46.36,764.21,23.66,25.43,14.07,217.05,200.37,16.68,NA,NA,0,0,0,5.22,123.83,92.89,58.48,203.39,95.2,0,14.28,24.02,60.64,194.14,NA,NA,12.56949364,258.23,77.0454149,67.6566257,NA,NA,NA,NA,NA,NA,NA,NA
"26",27,"5_708","Nodo 3 - Pies inventariados","IFN2",10,41,1050.19,7.72,127.74,39.46,0,5.07,21.87,28.9,656.96,11.51,3.6,3.67,1.11,49.58,39.83,831.15,26.8,28.8,7.97,191.38,176.89,14.49,0.02,22.84,0,0,0,0,95.43,37.48,60.64,177.25,84.05,0,17.72,31.82,65.31,198.9,0.02,20.34,"Nodo 1 - Pies inventariados","IFN3",2002,41,838.22,0,0,27.57,NA,NA,20.47,27.18,581.98,10.61,3.55,3.64,0.87,46.71,39.03,590.54,32.57,34.99,10.51,119.16,109.79,9.37,NA,NA,0,0,0,0,54.25,9.33,42.4,109.41,52.17,0,13.4,25.88,45.64,137.09,NA,NA,5.43546873,145.03,23.9530136,27.2325316,NA,NA,NA,NA,0.45561462,31.83,1.9693221,2.1316551
"27",28,"5_721","Nodo 3 - Pies inventariados","IFN2",10,20,97.64,0.24,66.05,2.9,0,1.68,19.45,19.45,297.11,7.74,4.02,4.02,0.12,39.79,39.79,62.93,130.76,140.51,5,10.12,9.27,0.85,0.01,5.36,0,0,0,0,0,0,4.77,9.07,4.4,0,1.57,3.34,4.8,14.11,0.03,6.26,"Nodo 1 - Pies inventariados","IFN3",2002,20,1460.69,0,0,24.05,NA,NA,14.48,21.33,360.37,7.42,2.68,2.74,0.86,48.47,34.77,561.53,35.28,37.91,7.37,77.76,68.91,8.85,NA,NA,0,0,0,0,2.45,0,51.25,67.34,32.74,0,12.1,30.14,39.8,114.78,NA,NA,23.34452537,1446.5,75.076113,111.2700222,NA,NA,NA,NA,NA,NA,NA,NA
"28",29,"5_724","Nodo 3 - Pies inventariados","IFN2",10,28,1158.13,9.99,153.05,37.23,0.01,5.84,20.23,28.59,644.03,12.73,3.27,3.34,1.02,58,44.54,799.64,23.08,24.8,9.87,200.86,183.18,17.68,0.05,30.06,0,0,0,4.48,87.21,54.55,77.69,186.18,87.03,0,14.69,26.84,61.62,190.19,0.06,23.34,"Nodo 1 - Pies inventariados","IFN3",2002,28,739.19,0,0,28.1,NA,NA,22,29.49,686.92,12.73,3.67,3.76,0.82,51.15,43.17,591.04,28.9,31.05,12.71,144.29,133.61,10.68,NA,NA,0,0,0,6.9,78.61,42.53,40.74,134.3,63.48,0,12.23,21.61,46.51,143.83,NA,NA,8.00721665,205.16,40.9927063,41.0063552,NA,NA,NA,NA,NA,NA,NA,NA
"29",30,"5_725","Nodo 3 - Pies inventariados","IFN2",10,29,555.33,2.89,105.51,24.25,0,4.6,23.58,30.2,721.62,11.76,4.09,4.15,0.75,44.25,38.94,501.31,36.09,38.78,8.26,112.91,105.69,7.22,0.02,20.16,0,0,0,3.8,53.88,23.33,27.49,104.45,50.22,0,11.76,20.58,40.14,122.69,0.03,18.46,"Nodo 1 - Pies inventariados","IFN3",2002,29,509.3,0,0,28.09,NA,NA,26.5,34.06,920.1,13.17,4.39,4.48,0.8,44.05,38.67,563.96,33.65,36.16,13.3,149.05,141.65,7.4,NA,NA,0,0,0,23.52,85.45,75.28,21.58,139.88,67.3,0.1,13.96,23.16,46.49,151.01,NA,NA,11.96337369,215.78,62.6848226,62.6916841,NA,NA,NA,NA,NA,NA,NA,NA
"30",31,"5_733","Nodo 3 - Pies inventariados","IFN2",10,36,1391.6,11.97,102.04,62.86,0,4.32,23.98,31.26,768.58,14.59,3.58,3.63,1.44,55.81,46.68,1293.9,18.37,19.74,10.81,377.35,349.51,27.84,0.03,24.25,0,0,0,15.33,232.44,179.35,85.3,354.45,166.06,0,24.62,40.33,104.04,335.05,0.03,17.89,"Nodo 1 - Pies inventariados","IFN3",2002,36,912.49,0,0,45.49,NA,NA,25.19,33.22,869.71,14.42,3.84,3.91,1.1,55.78,43.4,924.9,22.96,24.67,14.47,281.71,262.84,18.87,NA,NA,0,0,0,20.16,175.52,139.34,53.91,265.41,124.88,0,18.04,28.15,75.29,246.36,NA,NA,10.4688492,198.1,63.708111,56.433313,0,0,0,NA,NA,NA,NA,NA
"31",32,"5_980","Nodo 3 - Pies inventariados","IFN2",10,30,86.04,0.21,54.42,2.86,0,1.57,20.57,20.57,332.32,7.19,4.29,4.29,0.12,34.98,34.98,61.16,149.85,161.02,4.5,9.16,8.49,0.67,0.01,4.56,0,0,0,0,5.17,0,3.88,8.26,4.03,0,1.72,3.62,4.73,14.1,0.03,6.26,"Nodo 1 - Pies inventariados","IFN3",2002,30,14.15,0,0,0.86,NA,NA,27.8,27.8,606.99,6.5,6.14,6.14,0.04,23.38,23.38,17.04,409.03,439.53,6.5,2.36,2.3,0.06,NA,NA,0,0,0,0,1.35,0,0.32,2.08,1.09,0,0.71,1.3,1.42,4.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",33,"5_984","Nodo 3 - Pies inventariados","IFN2",10,30,741.87,4.07,116.39,29.62,0,4.92,22.55,28.62,646.75,11.26,3.87,3.91,0.89,46.21,39.33,619.21,32.61,35.04,7.93,137.88,127.99,9.88,0.02,21.53,0,0,0,3.35,72.07,27.88,39.26,127.08,60.81,0,13.92,25.05,49.03,148.81,0.02,19.78,"Nodo 1 - Pies inventariados","IFN3",2002,30,484.54,0,0,20.13,NA,NA,23,29.49,685,10,4.15,4.22,0.68,38.99,33.92,418.74,45.43,48.82,10,80.47,75.61,4.85,NA,NA,0,0,0,2.25,39.7,12.83,21.47,73.49,35.93,0,11.01,20.24,33.32,100.49,NA,NA,4.50622315,84.9,19.06854,22.7810755,0,0,0,NA,NA,NA,NA,NA
"33",34,"5_995","Nodo 3 - Pies inventariados","IFN2",10,30,1112.7,8.77,170.08,35.61,0,5.83,20.19,27.38,592.61,10.25,3.45,3.55,1.1,44.92,37.44,765.35,29.25,31.43,6.59,145.14,133.95,11.19,0.02,22.33,0,0,0,0,57.46,10.51,52.14,132.21,63.64,0,17.94,35.05,58.95,175.58,0.02,23.5,"Nodo 1 - Pies inventariados","IFN3",2002,30,820.53,0,0,27.8,NA,NA,20.77,28.53,643.58,9.21,3.61,3.76,0.91,40.75,32.28,593.2,37.92,40.74,9.12,106.24,99.11,7.13,NA,NA,0,0,0,2.42,47.47,3.34,31.8,96.26,47.09,0,15.25,29.36,46.01,137.72,NA,NA,8.8990482,183.95,34.251773,44.5664155,NA,NA,NA,NA,NA,NA,NA,NA
"34",35,"9_1043","Nodo 3 - Pies inventariados","IFN2",10,34,388.94,1.47,121.62,15.69,0,4.91,22.66,26.34,548.81,8.65,4.27,4.31,0.57,34.97,32.85,327.54,58.59,62.96,5.34,55.23,51.93,3.3,0.01,16.12,0,0,0,0,27.18,0,15.1,50.12,24.68,0,9.36,18.05,25.97,78.05,0.02,20.46,"Nodo 1 - Pies inventariados","IFN3",2003,35,198.06,0,0,7.68,NA,NA,22.23,24.94,497,9.06,4.22,4.29,0.29,42.22,36.32,161.2,78.45,84.3,9.02,31.48,29.34,2.15,NA,NA,0,0,0,0,15.05,0,10.81,28.76,13.94,0,4.06,7.53,12.72,38.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",36,"9_1095","Nodo 3 - Pies inventariados","IFN2",10,29,1490.45,10.15,163.7,34.95,0,4.24,17.28,22.55,399.57,11.02,2.96,2.99,1.05,56.68,48.85,780.9,23.51,25.26,7.25,158.95,141.94,17.01,0.01,19.36,0,0,0,0,23.32,0,99.62,144.69,67.44,0,14.23,30.13,57.85,169.65,0.02,15.95,"Nodo 1 - Pies inventariados","IFN3",2003,30,937.25,0,0,21.58,NA,NA,17.12,21.37,359.67,10.07,3.08,3.13,0.72,52.67,47.15,483.23,32.43,34.84,10.04,90.37,80.98,9.39,NA,NA,0,0,0,0,10.61,2.47,54.94,81.81,38.48,0,9.44,20.44,35.72,104.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
