"","X","PLOT_ID","Hoja_arboles.x","INVENTORY_ID_IFN2","Anho.x","T_IFN2","N_IFN2","N_muerto_IFN2","N_incorporado_IFN2","G_IFN2","G_muerta_IFN2","G_incorporada_IFN2","dg_IFN2","Do_IFN2","Seccion_dominante_IFN2","Ho_IFN2","d_copa_IFN2","Do_copa_IFN2","FCC_IFN2","Esbeltez.x","Esbeltez_dominante.x","SDI_IFN2","Hart_IFN2","Hart_tresbolillo_IFN2","SI_IFN2","VOB_IFN2","VUB_IFN2","VBARK_IFN2","V_muerto_IFN2","V_incorporado_IFN2","V_desenrollo.x","V_chapa.x","V_sierra_gruesa_IFN2","V_sierra_IFN2","V_sierra_canter_IFN2","V_postes.x","V_estacas.x","V_trituracion_IFN2","WSW_IFN2","WTHICKB_IFN2","WB2_7_IFN2","WTBL_IFN2","WR_IFN2","WT_IFN2","WT_muerta_IFN2","WT_incorporada_IFN2","Hoja_arboles.y","INVENTORY_ID_IFN3","Anho.y","T_IFN3","N_IFN3","N_muerto_IFN3.x","N_incorporado_IFN3.x","G_IFN3","G_muerta_IFN3.x","G_incorporada_IFN3.x","dg_IFN3","Do_IFN3","Seccion_dominante_IFN3","Ho_IFN3","d_copa_IFN3","Do_copa_IFN3","FCC_IFN3","Esbeltez.y","Esbeltez_dominante.y","SDI_IFN3","Hart_IFN3","Hart_tresbolillo_IFN3","SI_IFN3","VOB_IFN3","VUB_IFN3","VBARK_IFN3","V_muerto_IFN3.x","V_incorporado_IFN3.x","V_desenrollo.y","V_chapa.y","V_sierra_gruesa_IFN3","V_sierra_IFN3","V_sierra_canter_IFN3","V_postes.y","V_estacas.y","V_trituracion_IFN3","WSW_IFN3","WTHICKB_IFN3","WB2_7_IFN3","WTBL_IFN3","WR_IFN3","WT_IFN3","WT_muerta_IFN3.x","WT_incorporada_IFN3.x","G_incorporada_IFN3.y","N_incorporado_IFN3.y","V_incorporado_IFN3.y","WT_incorporada_IFN3.y","G_cortada_IFN3","N_cortado_IFN3","V_cortado_IFN3","WT_cortada_IFN3","G_muerta_IFN3.y","N_muerto_IFN3.y","V_muerto_IFN3.y","WT_muerta_IFN3.y"
"1",1,"40_1022","Nodo 3 - Pies inventariados","IFN2",10,35,1042.02,12.37,110.07,46.51,0.01,4.53,23.84,33.55,888.83,13.2,3.72,3.83,1.2,50.46,39.33,958.78,23.48,25.23,11.87,247.59,231.73,15.85,0.04,23.6,0,0,0,20.18,132.68,99.88,56.92,231.33,110.1,0,20.64,34.05,76.98,241.78,0.04,18.61,"Nodo 1 - Pies inventariados","IFN3",2004,37,802.85,0,0,32.94,NA,NA,22.85,34.35,935.28,14.53,3.5,3.7,0.86,58.33,42.29,686.19,24.29,26.1,14.44,196.56,183.4,13.16,NA,NA,0,0,0,26.65,96.65,75.22,49.12,184.45,87.14,0.02,13.34,21.2,54.52,176.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61619697,31.83,3.6088854,3.0926028
"2",2,"40_1033","Nodo 3 - Pies inventariados","IFN2",10,35,1214.22,10.25,159.9,40.15,0,5.66,20.52,27.29,587.66,10.25,3.53,3.6,1.24,41.62,37.57,859.35,27.99,30.08,8.71,156.74,145.12,11.62,0.02,22.05,0,0,0,0,63.76,4.67,55.65,142.55,68.95,0,21.19,42.13,66.46,198.73,0.02,22.33,"Nodo 1 - Pies inventariados","IFN3",2004,37,700.28,0,0,22.43,NA,NA,20.19,26.48,555.81,11.66,3.48,3.54,0.69,55.19,44.04,482.01,32.4,34.82,11.47,113.31,103.28,10.03,NA,NA,0,0,0,2.26,44.83,12.33,46.44,104.8,49.07,0,9.32,17.43,37.13,112.95,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"3",3,"40_1062","Nodo 3 - Pies inventariados","IFN2",10,38,1153.37,8.07,142.85,29.13,0,4.12,17.93,24.41,468.11,8.25,3.32,3.38,1.04,36.14,33.81,644.79,35.68,38.34,6.87,86.55,79.46,7.09,0.02,12.88,0,0,0,0,14.56,0,44.08,75.87,37.75,0,17.79,40.76,48.21,144.52,0.02,16.07,"Nodo 1 - Pies inventariados","IFN3",2004,40,679.06,0,0,16.67,NA,NA,17.68,22.88,415.29,9.74,3.23,3.31,0.58,49.6,42.57,370.29,39.4,42.34,9.72,65.97,59.69,6.27,NA,NA,0,0,0,0,10.24,0,34.38,59.49,28.36,0,7.94,16.82,27.59,80.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",4,"40_1089","Nodo 3 - Pies inventariados","IFN2",10,42,451.13,1.92,120.59,18.76,0,4.84,23.01,26.08,536,8.15,4.27,4.3,0.66,36.65,31.26,390.18,57.75,62.06,7.79,69.41,65.12,4.29,0.02,17.63,0,0,0,0,36.04,0,17.65,63.04,30.94,0,10.81,20.43,31.05,93.23,0.02,18.96,"Nodo 1 - Pies inventariados","IFN3",2004,44,275.87,0,0,10.5,NA,NA,22.02,24.85,491.34,10.52,4.07,4.12,0.33,47.26,42.33,220.88,57.25,61.52,10.59,42.58,39.4,3.18,NA,NA,0,0,0,0,21.57,2.71,14.08,39.34,18.72,0,4.41,8.02,15.42,46.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",5,"40_1141","Nodo 3 - Pies inventariados","IFN2",10,29,925.01,5.82,103.23,41.11,0,4.48,23.79,29.13,667.37,11.36,3.91,3.96,1.14,46.88,39.02,847.93,28.93,31.09,10.19,201.46,187.69,13.77,0.02,21.27,0,0,0,0,118.27,46.94,47.56,187.21,89.18,0,19.05,32.87,68.04,209.14,0.02,18.1,"Nodo 1 - Pies inventariados","IFN3",2004,31,650.77,0,0,29.92,NA,NA,24.19,31.2,766.88,14.38,3.85,3.91,0.78,58.3,46.09,614.53,27.26,29.29,14.51,187.56,173.81,13.75,NA,NA,0,0,0,14.03,113.51,88.49,43.08,176.7,82.58,0,11.44,18.24,49.52,161.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",6,"40_1145","Nodo 3 - Pies inventariados","IFN2",10,38,517.47,3.02,74.86,28.67,0,3.56,26.56,33.65,892.84,10.96,4.5,4.58,0.85,41.77,32.58,575.35,40.1,43.09,9.81,136.17,129.43,6.74,0.03,16.62,0,0,0,12.23,80.02,36.58,21.83,126.45,61.5,0,14.81,23.86,47.46,147.63,0.03,14.58,"Nodo 1 - Pies inventariados","IFN3",2004,40,205.13,0,0,12.58,NA,NA,27.95,32.66,846.96,12.25,4.83,4.97,0.4,45.92,37.49,249.31,57.02,61.27,12.48,68.09,64.98,3.11,NA,NA,0,0,0,17.6,35.88,32.79,10.02,63.8,30.87,0,6.11,9.15,20.83,66.96,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"7",7,"40_1396","Nodo 3 - Pies inventariados","IFN2",10,28,29.31,0.12,0,4.02,0,0,41.79,40.55,1371.9,8.82,8.1,8.33,0.16,21.76,21.76,72.03,209.39,225.01,8.12,14.88,15.37,-0.49,0.01,0,0,0,0,8.64,2.14,0,0.32,13.7,7.3,1.07,3.47,4.53,6.65,23.03,0.02,0,"Nodo 1 - Pies inventariados","IFN3",2004,30,10.19,0,0,2.4,NA,NA,54.73,54.69,2352.43,9.96,11.05,11.06,0.1,18.21,18.21,40.13,314.64,338.1,9.96,9.25,9.83,-0.57,NA,NA,0,0,2.2,6.84,0,0,0,8.62,4.67,1.29,2.23,2.54,3.97,14.7,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"8",8,"40_1808","Nodo 3 - Pies inventariados","IFN2",10,35,2524.58,26.04,131.46,45.23,0.01,2.32,15.1,20.45,328.96,7.87,2.71,2.76,1.51,44.27,38.47,1045.09,25.3,27.19,7,141.22,125.86,15.36,0.02,7.15,0,0,0,0,6.35,0,95.42,122.45,59.8,0,23.67,59.23,74.86,217.57,0.04,8.22,"Nodo 1 - Pies inventariados","IFN3",2004,37,1114.08,0,0,18.99,NA,NA,14.73,20.88,343.18,10.24,2.7,2.78,0.68,47.7,49.04,441.63,29.26,31.44,10.19,70.16,62.74,7.43,NA,NA,0,0,0,0,12.61,0,39.15,62.29,29.81,0,9.37,24.25,31.44,94.87,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"9",9,"42_1194","Nodo 3 - Pies inventariados","IFN2",10,32,1158.27,8.61,180.11,25.62,0,4.61,16.78,23.48,433.17,9.19,3.07,3.13,0.89,43.58,39.14,576.61,31.97,34.35,7.87,87.92,79.57,8.34,0.02,16.85,0,0,0,0,14.84,0,48.39,78,37.81,0,13.27,30.41,42.41,123.9,0.02,17.1,"Nodo 1 - Pies inventariados","IFN3",2004,34,1779,0,0,21.71,NA,NA,12.47,21.16,354.82,10.76,2.64,2.73,0.44,68.36,50.87,526.33,22.03,23.67,10.66,62.98,55.5,7.48,NA,NA,0,0,0,0,12.23,0,39.86,56.66,26.37,0,5.17,11.38,22.46,65.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",10,"42_124","Nodo 3 - Pies inventariados","IFN2",10,22,270.23,1.12,80.36,6.99,0,1.77,18.15,18.82,278.21,6.53,3.69,3.69,0.29,34.91,34.72,154.32,93.09,100.03,5.87,20.02,18.3,1.71,0.01,5.01,0,0,0,0,0,0,12.67,17.69,8.7,0,4.3,10,11.57,34.57,0.01,6.35,"Nodo 1 - Pies inventariados","IFN3",2004,24,222.82,0,0,6.45,NA,NA,19.2,20.71,337.67,10.14,3.69,3.7,0.24,51.71,48.99,140.39,66.04,70.97,10.04,29.26,26.48,2.78,NA,NA,0,0,0,0,6.64,0,14.77,26.76,12.58,0,2.77,5.57,10.68,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",11,"42_586","Nodo 3 - Pies inventariados","IFN2",10,28,862.09,5.11,135.08,15.46,0.01,2.2,15.11,18.25,262.14,5.75,3.01,3.03,0.62,34.96,31.51,357.18,59.21,63.63,5.07,37.61,33.8,3.81,0.01,5.28,0,0,0,0,0,0,27.8,31.16,16.06,0,9.87,26.35,25.59,77.87,0.03,7.92,"Nodo 1 - Pies inventariados","IFN3",2004,30,254.65,0,0,5.02,NA,NA,15.84,18.17,259.85,8.19,3.17,3.2,0.2,48.31,45.05,114.61,76.55,82.26,8.02,17.96,16,1.95,NA,NA,0,0,0,0,0,0,12.55,15.95,7.6,0,2.38,5.62,8.31,23.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",14,"42_828","Nodo 3 - Pies inventariados","IFN2",10,30,474.75,2.88,95.65,6.46,0,1.4,13.16,14.65,168.47,4.96,2.75,2.76,0.28,35.71,33.88,154.42,92.49,99.38,4.5,14.25,12.59,1.66,0.02,3.14,0,0,0,0,0,0,10.42,11.31,5.98,0,4.1,12.2,10.69,32.97,0.04,4.92,"Nodo 1 - Pies inventariados","IFN3",2004,32,286.48,0,0,3.39,NA,NA,12.28,13.01,135.06,7.49,2.51,2.53,0.14,61.96,57.6,82.53,78.85,84.73,7.43,12.42,10.62,1.8,NA,NA,0,0,0,0,0,0,8.96,10.59,5.05,0,1.34,3.65,5.61,15.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",15,"5_1030","Nodo 3 - Pies inventariados","IFN2",10,29,1064.74,8.74,153.93,32.73,0,6.09,19.78,28.83,657.71,8.6,3.5,3.61,1.09,38.69,29.82,706.95,35.65,38.3,7.3,112.1,104.1,7.99,0.03,21.39,0,0,0,0,38.24,0,41.4,100.25,49.46,0,19.02,38.91,54.18,161.57,0.03,24.76,"Nodo 1 - Pies inventariados","IFN3",2002,29,1174.21,0,0,37.3,NA,NA,20.11,29.7,697.13,13.31,3.1,3.29,1,60.8,44.81,802.34,21.93,23.56,13.41,211.15,193.94,17.22,NA,NA,0,0,0,4.96,114.83,80.24,61.41,196.6,92.15,0,14.81,25.96,61.74,194.66,NA,NA,16.17930733,509.34,95.059489,85.4584492,NA,NA,NA,NA,2.58045736,187.45,14.1174169,12.8225831
"16",16,"5_1035","Nodo 3 - Pies inventariados","IFN2",10,45,564.57,4.25,70.13,32.75,0,3.32,27.18,37.36,1099.27,11.49,4.52,4.65,0.96,39.41,30.76,653.48,36.62,39.35,10.12,151.25,145.16,6.09,0.03,14.81,0,0,0,30.09,72.56,38.09,24.11,140.49,68.97,0.04,17.87,28.32,54.22,169.42,0.03,13.71,"Nodo 1 - Pies inventariados","IFN3",2002,45,611.86,0,0,37.29,NA,NA,27.85,38.41,1165.17,14.66,4.3,4.44,0.95,50.04,38.16,739.31,27.58,29.64,14.66,222.62,211.99,10.63,NA,NA,0,0,0,57.57,116.06,93.03,32.08,209.64,100.72,0.21,16.62,24.29,61.71,203.55,NA,NA,8.89629855,187.48,52.4556245,47.40466,NA,NA,NA,NA,0.7198105,14.15,4.3727745,3.8608275
"17",17,"5_1037","Nodo 3 - Pies inventariados","IFN2",10,30,1761.48,14.86,121.13,37.58,0.01,2.17,16.48,21.99,379.79,6.94,3.02,3.07,1.3,38.46,31.59,849.7,34.31,36.87,6.37,110.59,100.16,10.43,0.02,6.22,0,0,0,0,8.86,0,67.06,95.79,47.59,0,21.78,52.67,62.21,184.25,0.04,7.87,"Nodo 1 - Pies inventariados","IFN3",2002,30,594.18,0,0,16.03,NA,NA,18.53,23.05,417.68,8.89,3.45,3.52,0.58,42.5,38.55,351.9,46.17,49.61,8.89,58.36,53.38,4.98,NA,NA,0,0,0,0,13.5,0,26.84,52.64,25.36,0,8.45,18.05,26.53,78.4,NA,NA,3.67796746,102.58,13.9943978,18.228563,0,0,0,NA,NA,NA,NA,NA
"18",18,"5_390","Nodo 3 - Pies inventariados","IFN2",10,20,355.83,1.87,103.05,4.84,0,1.4,13.15,13.8,149.54,4.96,2.77,2.78,0.22,37.76,35.91,115.68,106.99,114.96,4.5,11.24,9.89,1.35,0.02,3.22,0,0,0,0,0,0,8.36,8.77,4.7,0,2.93,8.61,8,24.24,0.04,4.73,"Nodo 1 - Pies inventariados","IFN3",2002,20,1559.72,0,0,13.11,NA,NA,10.35,15.65,194.37,5.64,2.06,2.11,0.55,45.87,36.03,333.05,44.92,48.27,5.5,30.45,26.12,4.33,NA,NA,0,0,0,0,0,0,17.6,22.61,12.41,0,7.18,23.73,21.7,65.03,NA,NA,11.55559503,1400.52,26.4185817,57.5737857,NA,NA,NA,NA,NA,NA,NA,NA
"19",19,"5_614","Nodo 3 - Pies inventariados","IFN2",10,25,945.01,6.44,92.02,23,0,1.89,17.6,21.52,364.17,7.5,3.32,3.35,0.83,38.68,34.85,511.46,43.37,46.61,7.53,71.64,65.19,6.45,0.01,5.73,0,0,0,0,6.94,0,40.93,63.14,30.97,0,13.07,30.11,38.07,112.22,0.01,6.76,"Nodo 1 - Pies inventariados","IFN3",2002,25,1106.59,0,0,20.81,NA,NA,15.48,25.63,575.28,9.81,2.63,2.71,0.57,49.39,38.27,478.04,30.65,32.94,9.59,53.3,47.15,6.15,NA,NA,0,0,0,0,4.14,0,35.17,46.56,22.4,0,7.47,18.54,25.92,74.34,NA,NA,2.40233742,254.64,6.2364519,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",20,"5_615","Nodo 3 - Pies inventariados","IFN2",10,30,1311.95,13.48,144.13,42.76,0,5.66,20.37,31.96,808.42,8.17,3.56,3.69,1.4,35.05,25.57,916.81,33.79,36.31,6.65,135.18,126.66,8.52,0.02,17.61,0,0,0,6.87,42.07,0,48.46,120.04,60.18,0,27.48,56.02,70.77,214.45,0.03,23.8,"Nodo 1 - Pies inventariados","IFN3",2002,30,548.2,0,0,30.22,NA,NA,26.49,36.56,1063.72,11.06,4.45,4.59,0.91,40.03,30.25,606.8,38.61,41.49,10.94,137.59,131.66,5.93,NA,NA,0,0,0,25.35,69.72,27.72,23.68,127.54,62.56,0.23,16.56,26.58,50.02,155.95,NA,NA,6.27488825,113.2,29.440773,32.14597,0,0,0,NA,0.92638032,31.83,4.1296242,4.5236796
"21",21,"5_667","Nodo 3 - Pies inventariados","IFN2",10,30,292.13,1.15,91.69,14.29,0,4.16,24.96,29.58,692.51,7.88,4.75,4.82,0.53,29.97,26.65,291.32,74.21,79.74,7.35,46.45,44.52,1.93,0.01,13.22,0,0,0,0,20.39,0,9.33,41.87,21.15,0,9.83,18.15,23.66,72.79,0.03,16.9,"Nodo 1 - Pies inventariados","IFN3",2002,30,102.57,0,0,6.73,NA,NA,28.9,28.33,665.39,8.81,5.49,5.64,0.26,31.16,31.09,132.21,112.09,120.45,8.76,25.85,25.2,0.65,NA,NA,0,0,0,5.08,12.91,3.19,2.9,23.74,11.97,0.01,4.49,7.22,11.14,34.82,NA,NA,0.93602481,31.83,2.8538778,4.6118487,0,0,0,NA,NA,NA,NA,NA
"22",22,"5_669","Nodo 3 - Pies inventariados","IFN2",10,25,782.02,4.62,118.19,17.11,0.01,2.17,16.69,20.8,340,6.19,3.3,3.34,0.69,30.72,29.77,385.64,57.75,62.06,5.37,40.16,36.77,3.39,0.02,4.97,0,0,0,0,2.34,0,22.7,34.2,17.47,0,12.16,30.92,28.32,88.87,0.03,8.26,"Nodo 1 - Pies inventariados","IFN3",2002,25,845.29,0,0,21.58,NA,NA,18.03,25,494.37,8.81,3.29,3.39,0.76,42.48,35.26,477.15,39.02,41.93,8.81,75.29,68.89,6.4,NA,NA,0,0,0,0,18.23,0,36.6,67.05,32.73,0,11.85,25.83,35.73,106.14,NA,NA,11.80305444,498.69,41.8477388,57.4653083,NA,NA,NA,NA,NA,NA,NA,NA
"23",23,"5_670","Nodo 3 - Pies inventariados","IFN2",10,25,1021.96,6.68,137.37,17.79,0,2.36,14.89,20.14,319.42,5.86,2.97,3.01,0.73,30.98,29.08,412.53,53.4,57.38,4.87,38,34.36,3.63,0.02,5.08,0,0,0,0,0,0,22.14,31.07,16.33,0,12.84,35.74,29.44,94.35,0.03,9.11,"Nodo 1 - Pies inventariados","IFN3",2002,25,880.66,0,0,21.19,NA,NA,17.5,23.61,438.71,8.37,3.28,3.35,0.77,38.64,35.45,471.95,40.26,43.26,8.35,66,60.31,5.69,NA,NA,0,0,0,0,11.64,0,34.8,58.17,28.66,0,12.43,28.58,35.08,104.75,NA,NA,13.10060759,615.39,38.5703412,64.9118953,NA,NA,NA,NA,NA,NA,NA,NA
"24",24,"5_672","Nodo 3 - Pies inventariados","IFN2",10,30,134.87,0.58,18.74,10.78,0,1.11,31.91,34.04,929.74,8.21,6.04,6.17,0.4,26.29,24.12,206.67,104.88,112.7,7.5,36.84,36.52,0.32,0.02,3.68,0,0,0,6.89,16.61,0,2.77,33.65,17.35,0.12,8.31,12.95,17.85,56.59,0.03,4.68,"Nodo 1 - Pies inventariados","IFN3",2002,30,254.22,0,0,9.07,NA,NA,21.31,31.05,789.1,10.07,6,6.1,0.28,39.64,32.43,192.21,62.29,66.94,9.63,33.23,32.63,0.59,NA,NA,0,0,0,11.8,16.87,9.76,2.38,30.81,15.5,0.28,4.99,7.36,12.88,41.01,NA,NA,2.07759704,173.3,4.1758065,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",25,"5_707","Nodo 3 - Pies inventariados","IFN2",10,28,981.94,6.18,132.22,36.34,0,5.17,21.71,27.31,587.44,10.06,3.78,3.83,1.13,40.31,36.84,766.87,31.73,34.09,8.59,142.37,132.44,9.93,0.02,20.36,0,0,0,0,58.73,9.03,47.36,129.55,62.93,0,19.34,37.21,60.15,179.63,0.02,20.46,"Nodo 1 - Pies inventariados","IFN3",2002,28,901.88,0,0,36.64,NA,NA,22.74,30.35,726.55,14.07,3.59,3.66,0.95,57.06,46.36,764.21,23.66,25.43,14.07,217.05,200.37,16.68,NA,NA,0,0,0,5.22,123.83,92.89,58.48,203.39,95.2,0,14.28,24.02,60.64,194.14,NA,NA,12.56949364,258.23,77.0454149,67.6566257,NA,NA,NA,NA,NA,NA,NA,NA
"26",26,"5_708","Nodo 3 - Pies inventariados","IFN2",10,41,1050.17,7.72,127.72,39.47,0,5.07,21.88,28.91,657.15,9.23,3.78,3.85,1.22,38.95,31.94,831.42,33.42,35.92,7.97,149.61,139.81,9.8,0.02,18.95,0,0,0,0,64.09,0,46.59,136.1,66.43,0,21.94,41.91,65.34,195.61,0.02,20.33,"Nodo 1 - Pies inventariados","IFN3",2002,41,838.22,0,0,27.57,NA,NA,20.47,27.18,581.98,10.61,3.55,3.64,0.87,46.71,39.03,590.54,32.57,34.99,10.51,119.16,109.79,9.37,NA,NA,0,0,0,0,54.25,9.33,42.4,109.41,52.17,0,13.4,25.88,45.64,137.09,NA,NA,5.43546873,145.03,23.9530136,27.2325316,NA,NA,NA,NA,0.45561462,31.83,1.9693221,2.1316551
"27",27,"5_721","Nodo 3 - Pies inventariados","IFN2",10,20,97.64,0.24,66.04,2.9,0,1.68,19.45,19.45,297.16,5.46,4.16,4.16,0.13,28.07,28.07,62.93,185.37,199.19,5,7.03,6.54,0.49,0.01,4.03,0,0,0,0,0,0,2.73,6.02,3.11,0,2.14,4.99,4.8,15.04,0.03,6.41,"Nodo 1 - Pies inventariados","IFN3",2002,20,1460.69,0,0,24.05,NA,NA,14.48,21.33,360.37,7.42,2.68,2.74,0.86,48.47,34.77,561.53,35.28,37.91,7.37,77.76,68.91,8.85,NA,NA,0,0,0,0,2.45,0,51.25,67.34,32.74,0,12.1,30.14,39.8,114.78,NA,NA,23.34452537,1446.5,75.076113,111.2700222,NA,NA,NA,NA,NA,NA,NA,NA
"28",28,"5_724","Nodo 3 - Pies inventariados","IFN2",10,28,1158.1,9.99,153.03,37.24,0.01,5.84,20.24,28.59,644.22,10.45,3.43,3.5,1.12,46.45,36.56,799.92,28.11,30.21,9.87,160.86,148.2,12.67,0.05,25.57,0,0,0,0,68.84,19.86,59.91,147.22,70.41,0,17.85,34.57,61.65,184.47,0.06,23.19,"Nodo 1 - Pies inventariados","IFN3",2002,28,739.19,0,0,28.1,NA,NA,22,29.49,686.92,12.73,3.67,3.76,0.82,51.15,43.17,591.04,28.9,31.05,12.71,144.29,133.61,10.68,NA,NA,0,0,0,6.9,78.61,42.53,40.74,134.3,63.48,0,12.23,21.61,46.51,143.83,NA,NA,8.00721665,205.16,40.9927063,41.0063552,NA,NA,NA,NA,NA,NA,NA,NA
"29",29,"5_725","Nodo 3 - Pies inventariados","IFN2",10,29,555.32,2.89,105.5,24.26,0,4.6,23.58,30.2,721.79,9.48,4.29,4.34,0.82,34.44,31.38,501.45,44.77,48.11,8.26,87.55,82.9,4.65,0.02,16.66,0,0,0,3.55,44.69,4.55,20.12,79.49,39.39,0,14.68,27.44,40.15,121.66,0.03,18.49,"Nodo 1 - Pies inventariados","IFN3",2002,29,509.3,0,0,28.09,NA,NA,26.5,34.06,920.1,13.17,4.39,4.48,0.8,44.05,38.67,563.96,33.65,36.16,13.3,149.05,141.65,7.4,NA,NA,0,0,0,23.52,85.45,75.28,21.58,139.88,67.3,0.1,13.96,23.16,46.49,151.01,NA,NA,11.96337369,215.78,62.6848226,62.6916841,NA,NA,NA,NA,NA,NA,NA,NA
"30",30,"5_733","Nodo 3 - Pies inventariados","IFN2",10,36,1391.58,11.97,102.02,62.88,0,4.32,23.99,31.27,768.81,12.31,3.77,3.81,1.59,46.2,39.38,1294.32,21.77,23.4,10.81,310.92,290.45,20.47,0.03,20.91,0,0,0,9.96,181.64,125.53,69.68,289.23,138,0,29.17,50.21,104.08,321.46,0.03,17.75,"Nodo 1 - Pies inventariados","IFN3",2002,36,912.49,0,0,45.49,NA,NA,25.19,33.22,869.71,14.42,3.84,3.91,1.1,55.78,43.4,924.9,22.96,24.67,14.47,281.71,262.84,18.87,NA,NA,0,0,0,20.16,175.52,139.34,53.91,265.41,124.88,0,18.04,28.15,75.29,246.36,NA,NA,10.4688492,198.1,63.708111,56.433313,0,0,0,NA,NA,NA,NA,NA
"31",31,"5_980","Nodo 3 - Pies inventariados","IFN2",10,30,86.04,0.21,54.41,2.86,0,1.57,20.57,20.57,332.37,4.91,4.43,4.43,0.13,23.89,23.89,61.16,219.37,235.73,4.5,6.15,5.8,0.35,0.01,3.34,0,0,0,0,0,0,2.27,5.36,2.76,0,2.42,5.62,4.73,15.53,0.03,6.46,"Nodo 1 - Pies inventariados","IFN3",2002,30,14.15,0,0,0.86,NA,NA,27.8,27.8,606.99,6.5,6.14,6.14,0.04,23.38,23.38,17.04,409.03,439.53,6.5,2.36,2.3,0.06,NA,NA,0,0,0,0,1.35,0,0.32,2.08,1.09,0,0.71,1.3,1.42,4.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",32,"5_984","Nodo 3 - Pies inventariados","IFN2",10,30,741.85,4.07,116.37,29.63,0,4.92,22.55,28.63,646.93,8.98,4.05,4.1,0.98,35.97,31.36,619.4,40.9,43.94,7.93,106.67,100.15,6.52,0.02,17.77,0,0,0,0,46.9,0,30.59,96.36,47.59,0,17.4,33.43,49.05,147.46,0.02,19.79,"Nodo 1 - Pies inventariados","IFN3",2002,30,484.54,0,0,20.13,NA,NA,23,29.49,685,10,4.15,4.22,0.68,38.99,33.92,418.74,45.43,48.82,10,80.47,75.61,4.85,NA,NA,0,0,0,2.25,39.7,12.83,21.47,73.49,35.93,0,11.01,20.24,33.32,100.49,NA,NA,4.50622315,84.9,19.06854,22.7810755,0,0,0,NA,NA,NA,NA,NA
"33",33,"5_995","Nodo 3 - Pies inventariados","IFN2",10,30,1112.66,8.77,170.04,35.63,0,5.83,20.19,27.38,592.78,7.97,3.64,3.74,1.22,33.31,29.1,765.66,37.62,40.42,6.59,107.4,100.48,6.92,0.02,17.83,0,0,0,0,45.17,0,35.63,94.9,47.74,0,23.41,49.6,58.97,179.73,0.02,23.75,"Nodo 1 - Pies inventariados","IFN3",2002,30,820.53,0,0,27.8,NA,NA,20.77,28.53,643.58,9.21,3.61,3.76,0.91,40.75,32.28,593.2,37.92,40.74,9.12,106.24,99.11,7.13,NA,NA,0,0,0,2.42,47.47,3.34,31.8,96.26,47.09,0,15.25,29.36,46.01,137.72,NA,NA,8.8990482,183.95,34.251773,44.5664155,NA,NA,NA,NA,NA,NA,NA,NA
"34",34,"9_1043","Nodo 3 - Pies inventariados","IFN2",10,34,388.93,1.47,121.6,15.69,0,4.91,22.67,26.35,548.93,6.37,4.47,4.51,0.62,24.81,24.19,327.61,79.55,85.48,5.34,38.93,37.18,1.75,0.01,12.41,0,0,0,0,12.35,0,9.98,34.13,17.67,0,12.68,26.76,25.97,83.08,0.03,20.9,"Nodo 1 - Pies inventariados","IFN3",2003,35,198.06,0,0,7.68,NA,NA,22.23,24.94,497,9.06,4.22,4.29,0.29,42.22,36.32,161.2,78.45,84.3,9.02,31.48,29.34,2.15,NA,NA,0,0,0,0,15.05,0,10.81,28.76,13.94,0,4.06,7.53,12.72,38.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",35,"9_1095","Nodo 3 - Pies inventariados","IFN2",10,29,1490.41,10.15,163.66,34.97,0,4.24,17.28,22.56,399.69,8.74,3.11,3.15,1.16,43.34,38.74,781.2,29.65,31.86,7.25,120.7,109.1,11.6,0.01,15.38,0,0,0,0,11.41,0,74.37,107.63,51.84,0,18.1,41.11,57.88,168.92,0.02,15.93,"Nodo 1 - Pies inventariados","IFN3",2003,30,937.25,0,0,21.58,NA,NA,17.12,21.37,359.67,10.07,3.08,3.13,0.72,52.67,47.15,483.23,32.43,34.84,10.04,90.37,80.98,9.39,NA,NA,0,0,0,0,10.61,2.47,54.94,81.81,38.48,0,9.44,20.44,35.72,104.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
