"","X","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","TREE_ID_IFN3_2.x","TREE_ID_IFN3.x","TREE_ID_IFN2.x","TREE_ID_compare","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_desenrollo.x","v_chapa.x","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_poste.x","v_estaca.x","v_trituracion_IFN2","wsw_IFN2","wthickb_IFN2","wb2_7_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","dbh","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2.y","TREE_ID_IFN3.y","TREE_ID_IFN2.y","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","g_ha","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_ha","v_desenrollo.y","v_chapa.y","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_poste.y","v_estaca.y","v_trituracion_IFN3","wsw_IFN3","wthickb_IFN3","wb2_7_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"11",11,"40_1022_19","IFN2","40_1022",NA,NA,19,NA,15.93,32.26,13.37,817.57,6.16,101.36,41.45,0.39,5.18,8.14,9.79,467.04,451.16,15.88,0,0,0,169.22,307.57,270.64,26.93,439.84,214.36,0,39.29,55.39,135.32,444.37,"Nodo 3 - Pies inventariados",4.86,1.37,27.4,"40_1022_29","IFN3","40_1022",29,29,19,14.15,30.89,14.5,749.47,8.22,1.06,97.05,46.94,0.42,4.96,8.4,10.04,469.09,448.47,20.62,6.64,0,0,0,160.41,305.47,265,41.4,441.83,213.08,0,32.42,45.85,124.05,415.41,"Nodo 1 - Pies inventariados",3.49,2.5
"12",12,"40_1022_2","IFN2","40_1022",NA,NA,2,NA,15.93,29.83,12.87,698.69,8.58,93.7,43.16,0.39,4.82,7.88,9.47,388.27,371.19,17.09,0,0,0,0,276.6,242.99,28.41,363.6,176.36,0,32.78,48.69,115.65,373.48,"Nodo 3 - Pies inventariados",4.83,1.37,25,"40_1022_2","IFN3","40_1022",2,2,2,14.15,31.61,14.42,784.73,6.05,1.11,99.3,45.61,0.43,5.11,8.26,9.91,486.49,466.88,19.61,6.88,0,0,0,167.08,315.72,274.44,28.25,461.99,221.83,0,34.71,48.55,129.89,434.98,"Nodo 1 - Pies inventariados",6.61,2.92
"13",13,"40_1022_20","IFN2","40_1022",NA,NA,20,NA,139.35,13.84,10.39,150.39,44.41,43.47,75.05,0.32,2.23,7.08,8.26,75.17,64.46,10.71,0,0,0,0,0,0,64.28,68.42,30.63,0,4.84,11.52,24.89,71.88,"Nodo 3 - Pies inventariados",4.39,1.39,9.45,"40_1022_30","IFN3","40_1022",30,30,20,127.32,10.44,9,85.56,31.85,1.09,32.79,86.23,0.39,1.8,5.5,6.55,38.46,31.78,6.68,4.9,0,0,0,0,0,0,31.21,32.93,15.1,0,2.54,7.31,14.16,39.11,"Nodo 1 - Pies inventariados",0.99,0
"14",14,"40_1022_21","IFN2","40_1022",NA,NA,21,NA,15.95,37.55,13.38,1107.41,0,117.97,35.63,0.41,6.09,7.94,9.63,618.33,611.42,6.91,0,0,0,380.65,218.92,242.98,22,582.57,290.51,0,59.53,77.28,183.3,610.62,"Nodo 3 - Pies inventariados",4.95,1.38,32.6,"40_1022_31","IFN3","40_1022",31,31,21,14.15,39.54,14.92,1227.72,0,1.74,124.21,37.73,0.44,6.39,8.34,10.07,761.98,755.76,6.22,10.78,0,0,0,436.13,220.33,244.77,21.61,725.25,359.09,1.5,62.18,76.36,203.21,702.35,"Nodo 1 - Pies inventariados",6.94,2.92
"15",15,"40_1022_22","IFN2","40_1022",NA,NA,22,NA,35.77,27.11,11.85,577.1,17.8,85.16,43.7,0.37,4.41,7.45,8.9,298.35,282.11,16.25,0,0,0,0,184.98,208.1,43.63,278.71,134.04,0,27.18,43.43,95.52,300.17,"Nodo 3 - Pies inventariados",4.76,1.35,22.35,"40_1022_32","IFN3","40_1022",32,32,22,14.15,26.3,13,543.12,18.18,0.77,82.61,49.44,0.4,4.28,7.78,9.23,310.9,291.37,19.52,4.4,0,0,0,0,183.84,208.35,47.81,289.98,138.44,0,23,36.5,89.9,287.84,"Nodo 1 - Pies inventariados",3.95,2.5
"16",16,"40_1022_23","IFN2","40_1022",NA,NA,23,NA,35.7,25.24,11.82,500.37,25.81,79.3,46.85,0.35,4.06,7.66,9.06,261.05,244.16,16.89,0,0,0,0,170.46,191.89,47.43,243.53,116.01,0,22.39,37.2,82.82,258.42,"Nodo 3 - Pies inventariados",4.69,1.32,20.55,"40_1022_33","IFN3","40_1022",33,33,23,14.15,24.21,12.58,460.42,20.38,0.65,76.06,51.97,0.4,3.96,7.58,8.98,258,239.09,18.91,3.65,0,0,0,0,165.5,187.05,50.89,242.68,113.6,0,18.88,31.6,76.21,240.29,"Nodo 1 - Pies inventariados",3.66,2.08
"17",17,"40_1022_24","IFN2","40_1022",NA,NA,24,NA,15.91,28.24,11.86,626.56,12.93,88.73,41.99,0.38,4.63,7.32,8.8,322.31,306.68,15.63,0,0,0,0,193.66,218.43,28.7,301.4,145.72,0,30.38,47.47,103.71,327.28,"Nodo 3 - Pies inventariados",4.79,1.36,23.45,"40_1022_34","IFN3","40_1022",34,34,24,14.15,28.45,13.42,635.64,12.23,0.9,89.37,47.16,0.42,4.64,7.85,9.37,371.52,351.94,19.58,5.26,0,0,0,0,264.23,230.9,44.15,350.89,167.22,0,27.74,41.84,105.21,342.01,"Nodo 1 - Pies inventariados",5,2.92
"18",18,"40_1022_25","IFN2","40_1022",NA,NA,25,NA,34.68,20.87,11.32,342.07,36.17,65.56,54.25,0.33,3.34,7.58,8.87,175.63,159.83,15.8,0,0,0,0,72.02,0,67.86,161.87,75.94,0,13.82,25.75,56.62,172.12,"Nodo 3 - Pies inventariados",4.57,1.32,16.3,"40_1022_35","IFN3","40_1022",35,35,25,31.83,20.3,12.92,323.74,24.44,1.03,63.78,63.62,0.39,3.28,7.93,9.33,191.57,172.57,19,6.1,0,0,0,0,71.34,0,83.99,179.87,81.99,0,11.38,20.82,53.59,167.78,"Nodo 1 - Pies inventariados",4,2.92
"19",19,"40_1022_26","IFN2","40_1022",NA,NA,26,NA,15.93,29.89,11.88,701.66,7.47,93.9,39.74,0.4,4.94,7.17,8.68,358.36,343.95,14.41,0,0,0,0,208.45,234.92,27.89,335.48,163.42,0,35.44,53.67,116.14,368.67,"Nodo 3 - Pies inventariados",4.84,1.38,25.05,"40_1022_36","IFN3","40_1022",36,36,26,14.15,27.92,13.83,612.21,14,0.87,87.71,49.55,0.41,4.5,8.18,9.73,370.52,349.5,21.03,5.24,0,0,0,0,261.59,228,45.92,350.28,166.06,0,25.63,38.76,101.33,331.78,"Nodo 1 - Pies inventariados",2.87,3.33
"20",20,"40_1022_27","IFN2","40_1022",NA,NA,27,NA,34.5,16.95,12.34,225.62,43.63,53.25,72.82,0.31,2.62,8.53,9.85,130.91,114.93,15.98,0,0,0,0,0,0,99.71,122.08,54.61,0,7.23,14.75,37.35,113.93,"Nodo 3 - Pies inventariados",4.45,1.34,12.5,"40_1022_38","IFN3","40_1022",38,38,27,31.83,16.01,13.5,201.44,30.59,0.64,50.31,84.3,0.37,2.53,8.52,9.94,129.47,112.22,17.25,4.12,0,0,0,0,0,0,98.79,121.3,53.32,0,5.71,11.74,33.34,104.11,"Nodo 1 - Pies inventariados",3.51,2.5
"21",21,"40_1022_28","IFN2","40_1022",NA,NA,28,NA,34.72,22,11.82,380.07,33.66,69.11,53.74,0.33,3.49,7.88,9.22,202.48,185.41,17.07,0,0,0,0,135.28,0,65.22,188.84,88.09,0,15.36,27.51,62.91,193.87,"Nodo 3 - Pies inventariados",4.6,1.32,17.4,"40_1022_39","IFN3","40_1022",39,39,28,31.83,21.05,13,347.87,22.25,1.11,66.12,61.77,0.39,3.4,7.91,9.34,206.09,186.63,19.46,6.56,0,0,0,0,129.62,0,72.16,192.22,88.67,0,12.49,22.36,57.58,181.1,"Nodo 1 - Pies inventariados",3.65,2.5
"22",22,"40_1022_29","IFN2","40_1022",NA,NA,29,NA,34.69,22.62,11.32,401.85,32.26,71.06,50.04,0.34,3.64,7.47,8.79,203.73,187.73,16.01,0,0,0,0,139.64,0,51.58,187.76,89.2,0,17.24,30.74,66.51,203.69,"Nodo 3 - Pies inventariados",4.62,1.32,18,"40_1022_40","IFN3","40_1022",40,40,29,31.83,20.8,12.92,339.85,23.36,1.08,65.35,62.09,0.39,3.36,7.89,9.31,200.35,181.16,19.19,6.38,0,0,0,0,126.41,0,72.64,188.11,86.07,0,12.17,21.96,56.25,176.45,"Nodo 1 - Pies inventariados",2.8,2.92
"23",23,"40_1022_3","IFN2","40_1022",NA,NA,3,NA,34.61,19.83,10.82,308.86,40.69,62.3,54.55,0.32,3.18,7.31,8.55,152.39,137.88,14.51,0,0,0,0,64.77,0,69.86,141.37,65.51,0,12.52,24.25,51.12,153.4,"Nodo 3 - Pies inventariados",4.53,1.32,15.3,"40_1022_3","IFN3","40_1022",3,3,3,31.83,17.54,12.42,241.54,29.09,0.77,55.09,70.8,0.38,2.84,7.74,9.07,140.28,123.77,16.51,4.47,0,0,0,0,0,0,104.11,129.93,58.81,0,7.89,15.79,39.98,122.47,"Nodo 1 - Pies inventariados",2.24,2.92
"24",24,"40_1022_30","IFN2","40_1022",NA,NA,30,NA,34.63,19.99,11.32,313.7,39.6,62.79,56.64,0.32,3.18,7.66,8.94,162.11,146.54,15.56,0,0,0,0,66.47,0,70.54,149.39,69.63,0,12.27,23.41,51.92,157.24,"Nodo 3 - Pies inventariados",4.54,1.32,15.45,"40_1022_42","IFN3","40_1022",42,42,30,31.83,18.62,12.08,272.23,27.45,0.87,58.49,64.9,0.38,3.04,7.46,8.78,152.26,135.75,16.51,4.85,0,0,0,0,59.49,0,89.1,141.35,64.5,0,9.53,18.58,45.06,137.67,"Nodo 1 - Pies inventariados",3.17,2.08
"25",25,"40_1022_31","IFN2","40_1022",NA,NA,31,NA,35.74,26.68,12.33,558.96,21.9,83.81,46.22,0.36,4.27,7.91,9.37,302.09,284.43,17.67,0,0,0,0,182.41,206.39,45.55,285.64,135.14,0,25.09,40.04,92.52,292.79,"Nodo 3 - Pies inventariados",4.73,1.33,21.95,"40_1022_46","IFN3","40_1022",46,46,31,14.15,26.97,13.92,571.21,17.37,0.81,84.72,51.6,0.4,4.32,8.35,9.89,349.75,328.05,21.69,4.95,0,0,0,0,252.3,219.85,48.07,328.1,155.87,0,23.18,35.66,94.55,309.26,"Nodo 1 - Pies inventariados",5.02,2.92
"26",26,"40_1022_32","IFN2","40_1022",NA,NA,32,NA,15.92,29.15,13.87,667.41,10.81,91.58,47.57,0.38,4.6,8.64,10.29,402.27,381.93,20.34,0,0,0,0,278,241.88,43.47,381.04,181.47,0,28.79,42.49,110.47,363.23,"Nodo 3 - Pies inventariados",4.8,1.37,24.35,"40_1022_47","IFN3","40_1022",47,47,32,14.15,29.79,14.17,697.21,10.29,0.99,93.6,47.55,0.42,4.8,8.26,9.86,428.28,407.61,20.67,6.06,0,0,0,0,288.93,251.19,42.63,402.32,193.67,0,29.99,43.5,115.4,382.56,"Nodo 1 - Pies inventariados",5.44,1.67
"27",27,"40_1022_33","IFN2","40_1022",NA,NA,33,NA,34.66,20.39,13.82,326.47,37.36,64.05,67.81,0.32,3.09,9.47,10.93,207.26,186.26,21,0,0,0,0,124.83,0,87.08,195.84,88.5,0,10.83,19.43,54.04,172.8,"Nodo 3 - Pies inventariados",4.54,1.32,15.85,"40_1022_49","IFN3","40_1022",49,49,33,31.83,20.3,13.33,323.52,25.47,1.03,63.76,65.69,0.38,3.24,8.24,9.68,197.9,178.02,19.89,6.3,0,0,0,0,72,0,85.79,185.95,84.58,0,11.05,20.05,53.55,169.24,"Nodo 1 - Pies inventariados",4.45,0.83
"28",28,"40_1022_34","IFN2","40_1022",NA,NA,34,NA,34.64,20.26,9.32,322.51,38.49,63.66,45.99,0.34,3.37,6.15,7.3,135.71,124.02,11.68,0,0,0,0,64.19,0,51.32,125.63,58.93,0,15.18,30.21,53.38,157.7,"Nodo 3 - Pies inventariados",4.56,1.32,15.7,"40_1022_50","IFN3","40_1022",50,888,34,31.83,15.7,12.31,193.59,31.23,0.62,49.32,78.43,0.37,2.54,7.73,9.05,113.38,98.38,15,3.61,0,0,0,0,0,0,90.64,105.55,46.74,0,5.87,12.5,32.04,97.16,"Nodo 1 - Pies inventariados",0,4.31
"29",29,"40_1022_35","IFN2","40_1022",NA,NA,35,NA,15.92,29.81,13.87,698.14,9.7,93.66,46.52,0.38,4.71,8.6,10.26,419.38,399.56,19.82,0,0,0,0,285.8,248.79,41.98,397.28,189.85,0,30.62,44.65,115.56,380.67,"Nodo 3 - Pies inventariados",4.81,1.37,25,"40_1022_53","IFN3","40_1022",53,52,35,14.15,30.14,13.75,713.65,9.28,1.01,94.7,45.61,0.42,4.9,7.96,9.53,424.15,404.95,19.2,6,0,0,0,0,287.37,251.25,28.83,399,192.4,0,31.8,46.19,118.12,388.52,"Nodo 1 - Pies inventariados",5.14,1.25
"30",30,"40_1022_4","IFN2","40_1022",NA,NA,4,NA,34.73,23.81,10.82,445.21,29.28,74.8,45.45,0.35,3.89,7.03,8.33,213.63,198.81,14.82,0,0,0,0,150.9,0,48.12,198.23,94.46,0,20.66,36.24,73.69,225.05,"Nodo 3 - Pies inventariados",4.66,1.32,19.15,"40_1022_6","IFN3","40_1022",6,6,4,14.15,23.44,13.25,431.7,21.04,0.61,73.65,56.52,0.39,3.78,8.04,9.49,256.59,236.05,20.53,3.63,0,0,0,0,159.11,180.37,64.31,239.96,112.16,0,16.51,27.74,71.46,227.86,"Nodo 1 - Pies inventariados",4.29,3.75
"31",31,"40_1022_5","IFN2","40_1022",NA,NA,5,NA,35.75,26.89,12.34,567.91,19.87,84.48,45.88,0.36,4.32,7.86,9.33,306.75,289.16,17.59,0,0,0,0,185.24,209.58,45.56,290.19,137.39,0,25.63,40.71,94,297.74,"Nodo 3 - Pies inventariados",4.74,1.34,22.15,"40_1022_7","IFN3","40_1022",7,7,5,14.15,27.3,13.92,585.53,15.72,0.83,85.78,50.97,0.4,4.38,8.29,9.84,357.83,336.28,21.55,5.06,0,0,0,0,256.04,223.12,47.76,335.68,159.78,0,23.98,36.65,96.92,317.32,"Nodo 1 - Pies inventariados",5.15,2.92
"32",32,"40_1022_6","IFN2","40_1022",NA,NA,6,NA,15.91,28.24,12.36,626.18,13.92,88.71,43.76,0.38,4.57,7.69,9.2,336.22,319.31,16.91,0,0,0,0,196.01,221.46,42.53,314.99,151.71,0,29.26,45.25,103.65,329.88,"Nodo 3 - Pies inventariados",4.79,1.36,23.45,"40_1022_8","IFN3","40_1022",8,8,6,14.15,29.19,14.33,669.3,11.28,0.95,91.71,49.1,0.41,4.68,8.4,10.01,417.51,395.9,21.61,5.91,0,0,0,0,282.18,244.86,44.57,394.49,188.1,0,28.06,41.03,110.78,367.98,"Nodo 1 - Pies inventariados",5.74,3.33
"33",33,"40_1022_7","IFN2","40_1022",NA,NA,7,NA,15.92,29.06,12.36,663.09,11.87,91.28,42.54,0.38,4.72,7.63,9.16,354.6,338.25,16.35,0,0,0,0,203.45,229.82,28.6,332.33,160.72,0,31.64,48.17,109.76,350.29,"Nodo 3 - Pies inventariados",4.81,1.36,24.25,"40_1022_9","IFN3","40_1022",9,9,7,14.15,30.94,13.92,751.99,7.16,1.06,97.21,44.98,0.43,5.04,7.99,9.58,450.78,431.88,18.91,6.38,0,0,0,158.77,300.22,262.17,28.36,422.88,205.2,0,33.8,48.25,124.47,411.72,"Nodo 1 - Pies inventariados",6.69,2.92
"34",34,"40_1022_8","IFN2","40_1022",NA,NA,8,NA,34.57,18.71,10.33,274.88,41.76,58.77,55.2,0.32,3.03,6.97,8.17,130.36,117.14,13.22,0,0,0,0,57.31,0,71.9,118.22,55.66,0,11.12,22.51,45.5,134.79,"Nodo 3 - Pies inventariados",4.51,1.33,14.2,"40_1022_10","IFN3","40_1022",10,10,8,31.83,17.58,12.33,242.67,28.31,0.77,55.22,70.16,0.38,2.85,7.66,8.99,139.9,123.51,16.39,4.45,0,0,0,0,0,0,103.89,130.39,58.69,0,7.99,15.99,40.17,122.84,"Nodo 1 - Pies inventariados",3.38,3.33
"35",35,"40_1022_9","IFN2","40_1022",NA,NA,9,NA,34.71,22.98,12.32,414.59,30.82,72.18,53.64,0.34,3.63,8.17,9.56,229.14,210.84,18.3,0,0,0,0,148.87,0,63.42,213.45,100.18,0,16.67,28.85,68.62,214.32,"Nodo 3 - Pies inventariados",4.63,1.32,18.35,"40_1022_13","IFN3","40_1022",13,13,9,14.15,23.36,13.5,428.47,21.65,0.61,73.38,57.8,0.39,3.74,8.22,9.7,259.84,238.71,21.13,3.68,0,0,0,0,159.48,180.68,66,243.43,113.42,0,16.06,26.92,70.92,227.33,"Nodo 1 - Pies inventariados",5.01,2.5
"36",36,"40_1033_1","IFN2","40_1033",NA,NA,1,NA,46.76,25.6,10.02,514.56,4.21,80.41,39.15,0.43,4.47,5.68,6.99,225.32,212.77,12.55,0,0,0,0,161.86,0,41.85,205.76,101.09,0,26.99,46.44,85.17,259.7,"Nodo 3 - Pies inventariados",4.6,1.02,21,"40_1033_1","IFN3","40_1033",1,1,1,14.15,26.9,12.33,568.25,1.98,0.8,84.5,45.85,0.49,4.67,6.34,7.81,306.8,289.23,17.58,4.34,0,0,0,0,185.26,209.61,45.52,290.15,137.42,0,25.66,40.76,94.06,297.9,"Nodo 1 - Pies inventariados",5.9,3.33
"37",37,"40_1033_10","IFN2","40_1033",NA,NA,10,NA,46.75,25.2,8.51,498.65,6.61,79.16,33.78,0.44,4.53,4.77,5.95,184.59,175.17,9.42,0,0,0,0,92.96,0,27.71,168.56,83.23,0,29.94,54.14,82.54,249.84,"Nodo 3 - Pies inventariados",4.6,1.01,20.6,"40_1033_13","IFN3","40_1033",13,13,10,14.15,25.5,11.25,510.84,2.79,0.72,80.12,44.11,0.49,4.52,5.76,7.11,252.61,237.17,15.44,3.57,0,0,0,0,168.16,188.51,46.16,235.83,112.69,0,24.08,40.31,84.56,261.64,"Nodo 1 - Pies inventariados",4.9,3.75
"38",38,"40_1033_11","IFN2","40_1033",NA,NA,11,NA,36.48,22.73,8.99,405.63,17.75,71.4,39.56,0.41,3.97,5.34,6.51,161.54,150.5,11.03,0,0,0,0,78.42,0,45.8,146.41,71.51,0,21.47,40.51,67.14,200.63,"Nodo 3 - Pies inventariados",4.53,0.99,18.2,"40_1033_14","IFN3","40_1033",14,14,11,31.83,21.79,11.33,373.03,9.19,1.19,68.47,52,0.47,3.81,6,7.33,190.45,174.47,15.98,6.06,0,0,0,0,78.1,0,63.74,175.65,82.9,0,15.55,28.29,61.74,188.47,"Nodo 1 - Pies inventariados",3.59,3.33
