"","X","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","TREE_ID_IFN3_2.x","TREE_ID_IFN3.x","TREE_ID_IFN2.x","TREE_ID_compare","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_desenrollo.x","v_chapa.x","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_poste.x","v_estaca.x","v_trituracion_IFN2","wsw_IFN2","wthickb_IFN2","wb2_7_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","dbh","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2.y","TREE_ID_IFN3.y","TREE_ID_IFN2.y","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","g_ha","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_ha","v_desenrollo.y","v_chapa.y","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_poste.y","v_estaca.y","v_trituracion_IFN3","wsw_IFN3","wthickb_IFN3","wb2_7_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"2169",2169,"9_1427_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1427_16","IFN3","9_1427",16,16,10,31.83,20.79,6.95,339.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",4.64,2.45
"2170",2170,"9_1427_2","IFN2","9_1427",NA,NA,2,NA,39.5,22.04,7.14,381.48,10.11,69.24,32.4,0.52,4.24,3.44,4.36,119.99,112.43,7.56,0,0,0,0,68.18,0,28.3,108.94,53.42,0,24.28,49.38,63.14,190.22,"Nodo 3 - Pies inventariados",4.64,0.64,17.4,"9_1427_5","IFN3","9_1427",5,5,2,14.15,22.79,9.41,407.97,2.77,0.58,71.6,41.28,0.57,4.37,4.04,5.38,170.3,158.41,11.89,2.41,0,0,0,0,79.9,0,46.98,157.58,75.27,0,20.78,38.68,67.53,202.26,"Nodo 1 - Pies inventariados",5.39,2.91
"2171",2171,"9_1427_3","IFN2","9_1427",NA,NA,3,NA,39.47,18.82,6.65,278.26,14.51,59.13,35.32,0.51,3.63,3.26,4.12,83.21,76.34,6.87,0,0,0,0,0,0,46.98,73.03,36.27,0,16.8,37.91,46.06,137.05,"Nodo 3 - Pies inventariados",4.57,0.65,14.25,"9_1427_6","IFN3","9_1427",6,6,3,31.83,19,8.27,283.62,5.69,0.9,59.7,43.53,0.57,3.7,3.59,4.76,106.43,96.83,9.6,3.39,0,0,0,0,0,0,51.44,97.2,46.01,0,14.17,30.09,46.94,137.21,"Nodo 1 - Pies inventariados",4.75,2.27
"2172",2172,"9_1427_4","IFN2","9_1427",NA,NA,4,NA,86.37,26.48,7.14,550.64,0,83.18,26.98,0.55,5.18,3.24,4.19,168.43,162.34,6.09,0,0,0,0,92.11,0,25.44,152.04,77.13,0,40.15,73.9,91.14,282.32,"Nodo 3 - Pies inventariados",4.73,0.64,21.75,"9_1427_7","IFN3","9_1427",7,7,4,14.15,27.11,7.68,577.42,0,0.82,85.18,28.33,0.58,5.38,3.19,4.3,189.84,183.05,6.79,2.69,0,0,0,0,97.55,0,25.68,170.52,86.97,0,40.14,71.61,95.57,294.3,"Nodo 1 - Pies inventariados",5.36,1.18
"2173",2173,"9_1427_5","IFN2","9_1427",NA,NA,5,NA,41.47,24.14,6.64,457.62,4.76,75.83,27.52,0.54,4.73,3.08,3.96,131.62,125.47,6.15,0,0,0,0,78.33,0,26.35,115.48,59.62,0,33.25,65.55,75.75,234.17,"Nodo 3 - Pies inventariados",4.69,0.64,19.45,"9_1427_8","IFN3","9_1427",8,8,5,14.15,24.88,8.36,486.05,0.82,0.69,78.15,33.62,0.58,4.87,3.52,4.71,176.99,167.76,9.23,2.5,0,0,0,0,90.18,0,27.59,161.84,79.71,0,29.37,53.72,80.45,243.24,"Nodo 1 - Pies inventariados",5.43,2.36
"2174",2174,"9_1427_6","IFN2","9_1427",NA,NA,6,NA,39.5,21.83,7.64,374.24,11.62,68.58,35,0.51,4.15,3.73,4.71,126.49,117.99,8.51,0,0,0,0,68.69,0,43.9,113.2,56.06,0,22.26,44.73,61.95,185,"Nodo 3 - Pies inventariados",4.63,0.64,17.2,"9_1427_9","IFN3","9_1427",9,9,6,31.83,21.74,8.91,371.05,3.35,1.18,68.28,40.99,0.57,4.2,3.83,5.09,147.37,136.42,10.95,4.69,0,0,0,0,71.89,0,47.65,133.8,64.82,0,19.16,37.12,61.42,182.51,"Nodo 1 - Pies inventariados",4.54,1.91
"2175",2175,"9_1427_7","IFN2","9_1427",NA,NA,7,NA,41.47,23.32,6.64,427.16,6.65,73.27,28.49,0.53,4.56,3.11,3.99,123.49,117.1,6.39,0,0,0,0,73.5,0,26.71,108.34,55.64,0,30.26,60.78,70.7,217.38,"Nodo 3 - Pies inventariados",4.67,0.64,18.65,"9_1427_12","IFN3","9_1427",12,12,7,14.15,23.49,8.82,433.25,2.16,0.61,73.79,37.55,0.57,4.55,3.76,5.01,168.22,157.66,10.55,2.38,0,0,0,0,82.68,0,43.62,152.84,74.91,0,23.92,44.53,71.71,215.07,"Nodo 1 - Pies inventariados",4.84,2.82
"2176",2176,"9_1427_8","IFN2","9_1427",NA,NA,8,NA,39.49,21.37,6.64,358.77,13.1,67.14,31.06,0.51,4.14,3.23,4.09,105.04,98.28,6.76,0,0,0,0,62.51,0,27.91,92.11,46.7,0,23.84,50.21,59.38,180.13,"Nodo 3 - Pies inventariados",4.62,0.64,16.75,"9_1427_13","IFN3","9_1427",13,13,8,31.83,21.52,8.27,363.87,4.53,1.16,67.62,38.43,0.57,4.19,3.56,4.74,133.95,124.23,9.72,4.26,0,0,0,0,68.89,0,46.34,122.33,59.02,0,19.94,39.57,60.23,178.76,"Nodo 1 - Pies inventariados",4.77,2.27
"2177",2177,"9_1427_9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1427_14","IFN3","9_1427",14,14,9,31.83,21.03,6.68,347.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",4.13,2.18
"2178",2178,"9_1428_1","IFN2","9_1428",NA,NA,1,NA,14.96,30.56,16.58,733.29,19.01,95.99,54.25,0.31,4.42,11.39,13.34,528.79,501.66,27.13,0,0,0,163.35,374.17,272.07,45.79,504.99,238.36,0,27.9,38.36,121.37,425.99,"Nodo 3 - Pies inventariados",4.61,1.58,25.95,"9_1428_1","IFN3","9_1428",1,1,1,14.15,32.53,16.73,830.95,16.09,1.18,102.19,51.43,0.35,4.79,10.93,12.81,599.07,573.61,25.46,8.48,0,0,0,184.16,394.99,289.23,41.56,567.8,272.54,0,32.85,43.56,137.54,486.49,"Nodo 1 - Pies inventariados",6.58,1.73
"2179",2179,"9_1428_10","IFN2","9_1428",NA,NA,10,NA,33.33,24.96,10.51,489.35,42.44,78.42,42.09,0.3,3.96,7.36,8.72,226.02,212.15,13.86,0,0,0,0,159.89,0,45.49,210.83,100.8,0,24.15,41.61,81,247.56,"Nodo 3 - Pies inventariados",4.46,1.51,20.5,"9_1428_21","IFN3","9_1428",21,18,10,14.15,23.64,8.18,439.08,34.61,0.62,74.28,34.6,0.36,4.05,5.26,6.39,157.48,148.25,9.23,2.23,0,0,0,0,81.54,0,28.39,144.61,70.44,0,26.06,49.27,72.68,218.44,"Nodo 1 - Pies inventariados",3.14,NA
"2180",2180,"9_1428_11","IFN2","9_1428",NA,NA,11,NA,15.02,42.71,15.63,1432.87,0,134.19,36.59,0.36,6.47,9.99,12.05,922.75,924.24,-1.49,0,0,0,674.8,212.47,0,21.18,870.56,439.14,9.62,73.7,85.75,237.17,845.37,"Nodo 3 - Pies inventariados",4.81,1.63,37.9,"9_1428_22","IFN3","9_1428",22,19,11,5.09,48.12,15.64,1818.74,0,0.93,151.18,32.49,0.39,7.43,9.54,11.45,1150.39,1173.6,-23.21,5.86,0,0,0,841.36,124.24,0,19.64,1085.7,557.62,39.93,102.16,111.41,301.04,1112.15,"Nodo 1 - Pies inventariados",10.22,1.64
"2181",2181,"9_1428_12","IFN2","9_1428",NA,NA,12,NA,14.9,27.33,13.54,586.65,30.64,85.86,49.54,0.3,4.13,9.44,11.07,348.3,327.78,20.53,0,0,0,0,252.36,220.54,46.6,327.49,155.74,0,24.65,37.91,97.1,315.4,"Nodo 3 - Pies inventariados",4.53,1.54,22.8,"9_1428_24","IFN3","9_1428",24,21,12,14.15,28.63,14.36,643.88,23.42,0.91,89.95,50.17,0.34,4.37,9.49,11.11,403.74,381.66,22.08,5.71,0,0,0,0,276.96,239.72,45.71,382.18,181.34,0,26.55,39.23,106.57,353.7,"Nodo 1 - Pies inventariados",5.83,2.36
"2182",2182,"9_1428_13","IFN2","9_1428",NA,NA,13,NA,15.01,36.4,13.62,1040.44,5.99,114.34,37.42,0.36,5.7,8.75,10.58,594.71,584.78,9.94,0,0,0,362.26,225.44,251.82,23.51,561.95,277.85,0,53.78,70.69,172.22,574.54,"Nodo 3 - Pies inventariados",4.75,1.62,31.65,"9_1428_25","IFN3","9_1428",25,22,13,14.15,39.53,14.18,1227.4,4.93,1.74,124.19,35.87,0.38,6.23,8.73,10.48,722.62,718.34,4.28,10.22,0,0,0,428.86,216.71,0,21.36,685.24,341.31,1.53,65.05,80.91,203.16,691.97,"Nodo 1 - Pies inventariados",7.88,2.18
"2183",2183,"9_1428_14","IFN2","9_1428",NA,NA,14,NA,14.97,31.19,13.08,764.27,17.87,98,41.92,0.33,4.85,8.71,10.41,428.76,412.44,16.31,0,0,0,158.47,295.07,258.83,27.53,401.73,195.97,0,36.55,52.77,126.5,411.79,"Nodo 3 - Pies inventariados",4.64,1.58,26.55,"9_1428_28","IFN3","9_1428",28,25,14,14.15,32.1,13.77,809.1,17.26,1.14,100.83,42.91,0.36,5.01,8.86,10.49,477.08,459.87,17.21,6.75,0,0,0,169.42,313.4,274.03,27.25,449.4,218.5,0,37.72,52.93,133.92,443.07,"Nodo 1 - Pies inventariados",5.55,2.27
"2184",2184,"9_1428_15","IFN2","9_1428",NA,NA,15,NA,35.04,17.15,11.05,231.02,57.76,53.88,64.42,0.26,2.63,8.13,9.41,119.16,105.33,13.83,0,0,0,0,0,0,86.32,110.12,50.04,0,8.25,17.2,38.24,113.73,"Nodo 3 - Pies inventariados",4.25,1.55,12.9,"9_1428_29","IFN3","9_1428",29,26,15,31.83,17.19,13.5,232.02,44.2,0.74,54,78.54,0.3,2.59,9.49,10.9,147.52,129.26,18.25,4.7,0,0,0,0,0,0,108.47,138.2,61.42,0,6.93,13.72,38.4,120.47,"Nodo 1 - Pies inventariados",4.29,4
"2185",2185,"9_1428_16","IFN2","9_1428",NA,NA,16,NA,35.09,17.51,11.55,240.72,56.92,55,65.95,0.26,2.66,8.52,9.83,129.6,114.69,14.91,0,0,0,0,0,0,91.3,118.58,54.49,0,8.39,17.11,39.84,119.83,"Nodo 3 - Pies inventariados",4.26,1.55,13.25,"9_1428_30","IFN3","9_1428",30,27,16,31.83,17.87,13.55,250.73,42.61,0.8,56.13,75.81,0.3,2.7,9.48,10.9,159.02,140.15,18.86,5.06,0,0,0,0,57.16,0,107.72,147.52,66.59,0,7.68,14.88,41.5,130.65,"Nodo 1 - Pies inventariados",4.62,3.55
"2186",2186,"9_1428_17","IFN2","9_1428",NA,NA,17,NA,14.99,33.24,13.6,867.82,11.63,104.43,40.92,0.34,5.16,8.91,10.7,502.34,487.12,15.22,0,0,0,179.84,302.28,267.27,26.57,474.16,231.45,0,41.99,58,143.64,475.08,"Nodo 3 - Pies inventariados",4.69,1.6,28.55,"9_1428_31","IFN3","9_1428",31,28,17,14.15,35.72,13.73,1001.93,8.13,1.42,112.21,38.43,0.38,5.66,8.53,10.21,579.12,567.59,11.53,8.19,0,0,0,351.6,229.09,256.53,23.86,544.04,269.68,0,50.71,67.21,165.84,553.44,"Nodo 1 - Pies inventariados",7.17,1.73
"2188",2188,"9_1428_19","IFN2","9_1428",NA,NA,19,NA,33.36,25.5,13.51,510.75,40.74,80.11,52.98,0.28,3.8,9.7,11.24,305.82,284.76,21.05,0,0,0,0,180.14,204.4,50.44,290.54,135.3,0,20.42,32.63,84.54,272.9,"Nodo 3 - Pies inventariados",4.45,1.51,21.05,"9_1428_35","IFN3","9_1428",35,31,19,14.15,27.32,16.82,586.4,26.96,0.83,85.84,61.55,0.32,3.96,11.42,13.2,436.74,406.99,29.74,6.18,0,0,0,0,277.4,237.56,52.28,415.88,193.38,0,20.27,29.51,97.06,340.22,"Nodo 1 - Pies inventariados",6.27,4.82
"2189",2189,"9_1428_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1428_4","IFN3","9_1428",4,4,2,31.83,17.26,15.27,233.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",4.21,2.27
"2190",2190,"9_1428_20","IFN2","9_1428",NA,NA,20,NA,15.02,41.61,14.12,1359.69,2.15,130.71,33.93,0.36,6.48,8.98,10.89,790.49,792.2,-1.7,0,0,0,471.02,207.35,0,20.31,746.62,376.4,6.28,75.15,91.02,225.06,773.91,"Nodo 3 - Pies inventariados",4.81,1.62,36.8,"9_1428_36","IFN3","9_1428",36,32,20,14.15,42.42,16.14,1413.23,2.93,2,133.26,38.04,0.38,6.46,10,11.93,941.93,941.09,0.83,13.33,0,0,0,675.79,215.72,0,22.03,891.5,447.15,8.42,70.27,81.41,233.92,841.17,"Nodo 1 - Pies inventariados",5.62,3.64
"2191",2191,"9_1428_21","IFN2","9_1428",NA,NA,21,NA,35,16.94,12.05,225.25,58.57,53.2,71.16,0.26,2.54,8.97,10.29,127.47,112.01,15.46,0,0,0,0,0,0,89.56,118.09,53.22,0,7.37,15.14,37.28,113.01,"Nodo 3 - Pies inventariados",4.24,1.55,12.7,"9_1428_39","IFN3","9_1428",39,35,21,31.83,14.68,11.32,169.3,45.67,0.54,46.12,77.09,0.31,2.31,7.86,9.12,91.73,79.07,12.65,2.92,0,0,0,0,0,0,72.82,84.53,37.57,0,5.27,11.89,28.02,82.75,"Nodo 1 - Pies inventariados",1.98,0.82
"2192",2192,"9_1428_22","IFN2","9_1428",NA,NA,22,NA,33.5,26.96,14.03,570.93,33.45,84.7,52.05,0.29,4.02,9.91,11.54,352.65,330.64,22.01,0,0,0,0,253.99,220.47,48.54,333.05,157.1,0,22.99,35.3,94.5,309.9,"Nodo 3 - Pies inventariados",4.51,1.53,22.45,"9_1428_41","IFN3","9_1428",41,37,22,14.15,27.74,17.41,604.53,26.11,0.86,87.16,62.75,0.32,3.98,11.83,13.66,465.69,434.32,31.37,6.59,0,0,0,0,339.62,243.17,52.11,442.23,206.36,0,20.49,29.32,100.06,356.23,"Nodo 1 - Pies inventariados",5.29,4.91
"2193",2193,"9_1428_23","IFN2","9_1428",NA,NA,23,NA,14.91,27.58,15.55,597.36,28.87,86.64,56.37,0.3,4.01,10.94,12.72,409.24,383.26,25.97,0,0,0,0,270.92,233.56,49.68,389.86,182.1,0,22.31,32.97,98.88,336.26,"Nodo 3 - Pies inventariados",4.53,1.55,23.05,"9_1428_42","IFN3","9_1428",42,38,23,14.15,26.58,17.64,554.8,29.4,0.78,83.5,66.36,0.31,3.78,12.12,13.95,436.09,403.79,32.3,6.17,0,0,0,0,324.15,231.99,66.17,411.71,191.86,0,18,26.28,91.83,327.97,"Nodo 1 - Pies inventariados",3.53,3.64
"2194",2194,"9_1428_24","IFN2","9_1428",NA,NA,24,NA,35.25,20.42,10.51,327.43,55.76,64.15,51.47,0.27,3.18,7.65,8.91,156.03,141.99,14.04,0,0,0,0,67.55,0,66.54,145.58,67.47,0,13.92,26.74,54.2,162.32,"Nodo 3 - Pies inventariados",4.32,1.51,16.1,"9_1428_44","IFN3","9_1428",44,40,24,31.83,17.84,10.36,249.89,43.41,0.8,56.04,58.1,0.32,2.87,7.08,8.29,119.84,106.87,12.96,3.81,0,0,0,0,0,0,84.78,108.94,50.78,0,9.73,20.19,41.36,122.06,"Nodo 1 - Pies inventariados",1.74,1.36
"2195",2195,"9_1428_25","IFN2","9_1428",NA,NA,25,NA,14.97,31.23,15.59,766.03,16.72,98.11,49.9,0.32,4.62,10.56,12.46,516.16,492.7,23.46,0,0,0,167.28,319.8,275.42,42.37,492.78,234.1,0,31.31,43.22,126.79,435.42,"Nodo 3 - Pies inventariados",4.63,1.59,26.6,"9_1428_46","IFN3","9_1428",46,42,25,14.15,32.98,20.82,854.52,14.88,1.21,103.63,63.11,0.33,4.5,13.85,16.07,772.65,734.14,38.51,10.93,0,0,0,348.97,432.27,475.85,46.33,747.08,348.81,0,28.04,34.9,141.44,553.2,"Nodo 1 - Pies inventariados",6.38,6.82
"2196",2196,"9_1428_26","IFN2","9_1428",NA,NA,26,NA,14.93,28.41,15.56,634.01,24.26,89.26,54.78,0.31,4.16,10.8,12.63,432.85,407.22,25.63,0,0,0,0,282.8,243.73,48.56,412.74,193.48,0,24.19,35.16,104.94,357.77,"Nodo 3 - Pies inventariados",4.56,1.56,23.85,"9_1428_48","IFN3","9_1428",48,44,26,14.15,28.98,19.91,659.68,22.49,0.93,91.05,68.7,0.32,3.98,13.53,15.6,580.75,542,38.75,8.22,0,0,0,156.84,381.87,266.49,63.45,558.41,257.52,0,20.47,27.65,109.19,414.83,"Nodo 1 - Pies inventariados",5.13,5.91
"2197",2197,"9_1428_27","IFN2","9_1428",NA,NA,27,NA,14.98,32.36,14.08,822.44,15.49,101.66,43.52,0.33,4.94,9.39,11.19,495.78,478.02,17.76,0,0,0,173.17,315.22,275.6,27.53,469.55,227.12,0,37.81,52.52,136.13,453.58,"Nodo 3 - Pies inventariados",4.66,1.58,27.7,"9_1428_51","IFN3","9_1428",51,47,27,14.15,33.82,18.05,898.58,13.61,1.27,106.26,53.35,0.35,4.88,11.78,13.78,697.05,669.17,27.88,9.86,0,0,0,348.59,395.56,289.59,40.65,665.14,317.95,0,34.16,43.5,148.73,544.34,"Nodo 1 - Pies inventariados",6.12,5.55
"2198",2198,"9_1428_28","IFN2","9_1428",NA,NA,28,NA,14.94,29.04,13.56,662.3,23.27,91.23,46.71,0.32,4.43,9.24,10.93,390.28,370.7,19.58,0,0,0,0,274.23,239.31,43.45,367.49,176.13,0,29.06,43.23,109.62,358.05,"Nodo 3 - Pies inventariados",4.59,1.56,24.45,"9_1428_52","IFN3","9_1428",52,48,28,14.15,28.38,15.27,632.37,24.33,0.89,89.14,53.82,0.33,4.25,10.19,11.87,423.37,398.57,24.81,5.99,0,0,0,0,279.15,240.92,47.46,399.59,189.37,0,24.52,35.83,104.67,354.39,"Nodo 1 - Pies inventariados",3.93,3.27
"2200",2200,"9_1428_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1428_7","IFN3","9_1428",7,7,3,31.83,18.37,15.82,265.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",4.37,2.82
"2201",2201,"9_1428_30","IFN2","9_1428",NA,NA,30,NA,14.96,30.16,14.57,714.41,20.11,94.75,48.32,0.32,4.53,9.91,11.7,451.15,429.64,21.52,0,0,0,153.6,296.55,257.17,42.95,426.76,204.14,0,30.23,43.25,118.25,395.86,"Nodo 3 - Pies inventariados",4.61,1.57,25.55,"9_1428_55","IFN3","9_1428",55,50,30,14.15,30.63,20.27,736.72,19.47,1.04,96.22,66.19,0.33,4.2,13.66,15.79,655.36,616.35,39,9.27,0,0,0,174.93,416.43,460.97,50.07,628.25,292.85,0,23.43,30.57,121.94,468.8,"Nodo 1 - Pies inventariados",5.08,7.27
"2203",2203,"9_1428_32","IFN2","9_1428",NA,NA,32,NA,35.29,20.81,13.01,340.13,54.56,65.38,62.51,0.26,3.08,9.66,11.06,202,182.6,19.4,0,0,0,0,127.06,0,72.7,188.51,86.76,0,12.1,21.8,56.3,176.96,"Nodo 3 - Pies inventariados",4.31,1.51,16.5,"9_1428_57","IFN3","9_1428",57,51,32,31.83,17.05,13.77,228.28,44.94,0.73,53.56,80.79,0.29,2.55,9.72,11.14,148.39,129.75,18.64,4.72,0,0,0,0,0,0,108.32,137.57,61.65,0,6.65,13.17,37.78,119.25,"Nodo 1 - Pies inventariados",0.550000000000001,2.27
"2204",2204,"9_1428_33","IFN2","9_1428",NA,NA,33,NA,33.47,26.95,13.52,570.64,35.36,84.68,50.17,0.29,4.05,9.56,11.15,339.14,318.49,20.65,0,0,0,0,247.66,216.49,47.62,318.58,151.32,0,23.75,36.82,94.45,306.35,"Nodo 3 - Pies inventariados",4.5,1.52,22.45,"9_1428_61","IFN3","9_1428",61,55,33,14.15,28.2,17.36,624.44,25.23,0.88,88.58,61.58,0.32,4.05,11.76,13.6,478.52,447.45,31.07,6.77,0,0,0,0,346.41,248.82,51.38,453.45,212.6,0,21.47,30.48,103.36,367.91,"Nodo 1 - Pies inventariados",5.75,5.36
"2206",2206,"9_1428_35","IFN2","9_1428",NA,NA,35,NA,14.99,33.6,13.61,886.69,10.3,105.56,40.5,0.35,5.23,8.87,10.68,512.66,497.94,14.72,0,0,0,183.54,300.2,265.64,26.01,484.08,236.59,0,43.23,59.35,146.77,485.94,"Nodo 3 - Pies inventariados",4.7,1.61,28.9,"9_1428_63","IFN3","9_1428",63,56,35,14.15,34.91,16.09,956.95,10.91,1.35,109.66,46.1,0.36,5.25,10.28,12.14,655.33,635.46,19.88,9.27,0,0,0,356.14,314.87,274.86,26.24,624.44,301.93,0,41.28,53.2,158.4,554.81,"Nodo 1 - Pies inventariados",6.01,4.09
"2207",2207,"9_1428_36","IFN2","9_1428",NA,NA,36,NA,15,33.84,15.62,899.52,8.95,106.32,46.15,0.34,5.06,10.31,12.28,599.91,579.73,20.19,0,0,0,333.45,319.28,277.79,27.19,573.74,275.45,0,38.95,51.44,148.89,514.74,"Nodo 3 - Pies inventariados",4.69,1.62,29.15,"9_1428_64","IFN3","9_1428",64,57,36,14.15,35.05,16.27,964.6,9.54,1.36,110.1,46.43,0.36,5.26,10.35,12.24,667.96,647.77,20.19,9.45,0,0,0,359.61,314.32,274.78,26.4,637.02,307.78,0,41.31,52.98,159.66,561.73,"Nodo 1 - Pies inventariados",5.9,2.27
"2208",2208,"9_1428_37","IFN2","9_1428",NA,NA,37,NA,14.9,27.44,13.04,591.39,29.76,86.21,47.53,0.31,4.2,9.03,10.63,337.45,318.29,19.15,0,0,0,0,250.59,219.95,45.42,315.52,151.23,0,25.77,39.93,97.89,314.83,"Nodo 3 - Pies inventariados",4.54,1.54,22.9,"9_1428_66","IFN3","9_1428",66,59,37,14.15,26.52,14.41,552.2,30.18,0.78,83.3,54.34,0.32,4,9.75,11.32,351.54,328.36,23.18,4.97,0,0,0,0,251.56,218.25,49.72,330.25,156.01,0,21.45,33.01,91.4,301.88,"Nodo 1 - Pies inventariados",3.62,2.91
"2209",2209,"9_1428_38","IFN2","9_1428",NA,NA,38,NA,15.01,39.02,15.12,1195.64,4.2,122.58,38.75,0.35,5.94,9.77,11.75,754.09,745.96,8.13,0,0,0,428.12,223.89,249.26,22.08,720.66,354.43,0.83,59.25,73.03,197.9,685.44,"Nodo 3 - Pies inventariados",4.77,1.62,34.25,"9_1428_67","IFN3","9_1428",67,60,38,14.15,42.43,18.95,1414.18,0.93,2,133.31,44.67,0.37,6.13,11.86,14.06,1115.16,1106.19,8.97,15.78,0,0,0,868.38,227.65,256.17,23.76,1060.14,525.59,7.65,60.86,67.67,234.08,895.85,"Nodo 1 - Pies inventariados",8.18,5.45
"2210",2210,"9_1428_39","IFN2","9_1428",NA,NA,39,NA,33.49,24.03,13.49,453.71,48.78,75.51,56.14,0.27,3.55,9.91,11.38,273.8,252.65,21.15,0,0,0,0,168.04,190.38,63.51,259.85,120.04,0,17.38,28.69,75.1,241.21,"Nodo 3 - Pies inventariados",4.38,1.49,19.65,"9_1428_68","IFN3","9_1428",68,61,39,14.15,25.71,16.45,519.01,31.72,0.73,80.76,64.01,0.31,3.72,11.32,13.04,381.39,352.43,28.96,5.4,0,0,0,0,255.49,219.82,66.59,359.11,167.45,0,17.49,26.46,85.91,297.31,"Nodo 1 - Pies inventariados",6.06,4.45
"2211",2211,"9_1428_4","IFN2","9_1428",NA,NA,4,NA,14.92,27.81,13.55,607.21,27.06,87.35,48.74,0.31,4.22,9.35,11,359.94,339.61,20.33,0,0,0,0,258.78,225.77,46.02,338.71,161.36,0,25.82,39.33,100.51,327.01,"Nodo 3 - Pies inventariados",4.56,1.55,23.25,"9_1428_15","IFN3","9_1428",15,15,4,14.15,29.27,15.36,672.95,21.53,0.95,91.96,52.49,0.34,4.39,10.15,11.87,451.18,426.67,24.51,6.38,0,0,0,0,290.86,251.16,46.26,431.4,202.73,0,26.56,38.1,111.39,378.77,"Nodo 1 - Pies inventariados",6.02,3.36
"2212",2212,"9_1428_40","IFN2","9_1428",NA,NA,40,NA,15,34.49,17.12,934.52,7.55,108.37,49.64,0.34,5.02,11.37,13.48,684.2,660.38,23.82,0,0,0,354.43,324.23,281.9,27.49,651.26,313.77,0,37.79,48.25,154.68,554.48,"Nodo 3 - Pies inventariados",4.69,1.62,29.8,"9_1428_69","IFN3","9_1428",69,62,40,14.15,34.8,19.14,951.03,12.26,1.35,109.32,54.99,0.35,4.92,12.51,14.61,780.99,751.05,29.94,11.05,0,0,0,373.94,396.09,289.71,40.36,748.6,356.85,0,35.02,43.27,157.42,592.56,"Nodo 1 - Pies inventariados",5,3.64
"2213",2213,"9_1428_41","IFN2","9_1428",NA,NA,41,NA,14.98,32.98,9.08,854.43,12.93,103.62,27.53,0.38,5.66,5.61,7.08,324.63,320.19,4.44,0,0,0,0,206.47,0,21.97,301.38,152.13,0,59.11,90.84,141.43,443.51,"Nodo 3 - Pies inventariados",4.73,1.58,28.25,"9_1428_70","IFN3","9_1428",70,63,41,14.15,30.91,9.95,750.61,18.41,1.06,97.12,32.2,0.38,5.22,6.19,7.52,317.08,308.35,8.72,4.49,0,0,0,0,203.54,224.8,25.26,295.8,146.51,0,45.56,70.86,124.24,387.18,"Nodo 1 - Pies inventariados",2.66,2.45
